Exchange Date,ACWI.World.Equities,AGGG.World.Debt,AHYG.Asia.Debt,BWX.World.Debt,EDIV.EmergingMarkets.Equities,EEM.EmergingMarkets.Equities,EFA.World.Equities,EFAS.World.Dividend.Equities,EMB.EmergingMarkets.Debt,EPP.Pacific_ex_Japan.Equities,EWC.Canada.Equities,EWG.Europe.Equities,EWJ.Japan.Equities,EWU.Europe.Equities,EWZ.Brazil.Equities,FXI.China.Equities,GHYG.World.Debt,GLD.World.Commodities,GOVT.US.Debt,HYG.US.Debt,IHYG.Europe.Debt,IGOV.World.Debt,INDA.India.Equities,IWM.US.Equities,IEV.Europe.Equities,IEF.US.Debt,JNK.US.Debt,LQD.US.Debt,PSP.World.PrivateEquity,REET.World.Alternative,SAUS.Australia.Equities,SDY.US.Dividend.Equities,SPY.US.Equities,TLT.US.Debt,URTH.World.Equities,VEU.World.Equities,VTI.US.Equities,VWOB.EmergingMarkets.Debt
2024-10-10,277.69767441860466,,,,76.89912826899128,117.35937131572716,163.46576162906766,,84.96442103317622,118.43695212583003,151.48188803512625,168.44830441193628,192.45385450597178,111.05039465695204,46.75303378156773,90.44377892730738,,153.06354009077157,,88.83913578864883,81.11787302496961,84.36657681940702,,284.3188671823784,166.72540381791487,91.43211525617784,83.26435592343506,97.33883716845249,164.1075794621027,,207.46922579421434,257.60749724366036,446.16278169286767,79.5131845841785,,153.7871287128713,428.99667573284984,
2024-10-09,277.9767441860465,,,,76.67081776670818,117.12990480652847,163.66540227590335,,85.10304038443768,118.16405592277512,151.33552872301502,169.0614010612973,192.42671009771985,111.17182756527019,46.507051492292554,89.27307378164988,,151.94780635400912,,88.88391357886489,80.94555858207852,84.17997097242382,,285.9053363052314,167.19530102790017,91.44165633050282,83.27297809967236,97.44422975584051,164.5476772616137,,207.73508663394966,258.37927232635064,446.94493920854956,79.82589587559163,,153.9108910891089,429.88818374131154,
2024-10-08,276.8372093023256,,,,77.23121627231217,117.76731177652482,163.62547414653622,,85.2416597356991,118.61061334595588,150.53055250640324,168.14175608725577,193.43105320304016,110.62537947783851,47.50737946867826,90.7432616389872,,152.7798789712557,,88.93988581663496,81.15185533216635,84.98859630935104,,285.27599318211617,166.66666666666669,91.7851350062017,83.35919986204519,97.63744949938521,164.4887530562347,,207.5370429946925,257.05622932745314,443.8705180825525,80.28228532792427,,154.15841584158417,426.91145361136284,
2024-10-07,276.1162790697675,,,,78.7878787878788,120.75037639610773,163.88500698742263,,85.10304038443768,120.44646053014343,151.59165751920966,167.32429388810777,192.83387622149837,111.65755919854281,47.91734995080355,99.89109719575279,,153.9145234493192,,88.7271913131087,81.2225288763932,84.80199046236783,,285.0793234561427,166.81350954478708,91.70880641160196,83.18675633729954,97.44422975584051,164.42542787286067,,209.43871778472652,256.89084895259094,439.71191822194686,80.14705882352942,,155.47029702970298,423.3454215775159,
2024-10-04,277.8604651162791,,,,77.95765877957659,119.75602152291343,164.80335396286682,,85.4911745679697,120.52088676734023,152.4698133918771,169.01030967385054,195.11400651465794,112.23436551305403,48.228927517218764,97.22297849169618,,154.4377206253152,,89.10780252994515,81.26317698031167,85.11300020733982,,287.33446964730564,167.72393538913363,92.04274401297586,83.5919986204518,97.94484454593359,166.60733496332517,,209.20299653536009,258.8386622565233,443.7233795399985,80.7555780933063,,155.76732673267327,427.24388032638257,
2024-10-03,275.5348837209302,,,,77.95765877957659,118.6596815345197,163.84507885805547,,85.81461972091304,120.44646053014343,151.55506769118188,168.03957331236228,192.58957654723125,111.8093503339405,47.91734995080355,93.92866866321809,,154.74659606656581,,89.20855255793127,81.63479220261488,85.50694588430439,,283.3748524977055,166.90161527165935,92.93960499952294,83.66959820658735,98.48059019848937,163.8875305623472,,210.85926719127164,258.26901874310914,439.7274064895842,81.76132521974307,,154.52970297029705,423.14898760954975,
2024-10-02,276.906976744186,,,,78.7878787878788,120.08747314731151,165.38231183869036,,86.17503003419277,121.98460276554384,152.2136845956824,169.6744977106583,193.34961997828447,113.05403764420159,48.819285011479174,96.5967873672747,,154.85375693393848,,89.4212470614575,81.72963235002936,86.10823139125027,,285.2891044971811,168.7518355359765,93.41665871577139,83.81617520262114,99.12172843843317,164.5232273838631,,213.3875691093244,259.9595736861448,440.53279640672196,82.53887762001352,,156.26237623762378,424.05560592323957,
2024-10-01,276.25581395348837,,,,78.41178912411789,117.76731177652482,165.72170093831105,,86.36909712595879,121.06667917345004,152.36004390779365,170.49195990980627,194.46254071661235,113.35761991499697,48.39291571006888,90.11707051456577,,154.82223903177007,,89.41005261390352,81.86583933365395,86.64731494920174,,285.68244394912807,169.2511013215859,93.68380879687052,83.82479737885842,99.34129632882487,164.79217603911982,,212.77491669540441,260.73134876883495,440.34693719507476,83.24036511156187,,155.5940594059406,423.9649440918706,
2024-09-30,278.0232558139535,,,,78.1859692818597,116.92593457612965,166.95947294869234,,86.47999260696794,121.16591415637912,151.92096597145996,172.89325511980357,194.19109663409338,113.57012750455372,48.36011807149885,86.52327797440785,,153.21482602118004,,89.89141385872607,82.42414139426147,86.70951689819614,,289.61583846859844,171.1306901615272,93.61702127659575,84.31626142438353,99.22712102582119,166.79706601466992,,214.2413056522019,261.0069827269386,444.32742197785177,82.9107505070994,,155.94059405940595,427.86340284073736,
2024-09-27,278.04651162790697,,,,78.85844748858447,118.8381554861187,167.53843082451587,,86.33213196562241,120.94263544478872,151.6648371752653,173.35307760682431,192.94245385450594,114.35944140862175,48.753689734339126,87.58508031581815,,154.45032778618258,,89.95858054405015,82.77269199475471,87.26933443914578,,288.881604824964,172.62848751835537,93.87463028336991,84.31626142438353,99.4730370630599,167.5550122249389,,214.36495557321481,260.36383682469676,442.55401533338505,83.30797836375929,,156.88118811881188,426.18615896041103,
