Exchange Date,ACWI.World.Equities,IGOV.World.Debt,VWOB.EmergingMarkets.Debt,VEU.World.Equities,LQD.US.Debt,SPY.US.Equities,REET.World.Alternative,PSP.World.PrivateEquity
2021-08-19,101.42,52.6,79.75,61.58,135.14,439.86,28.61,78.9
2021-08-18,101.96,52.77,79.63,62.32,134.83,439.18,28.65,80.45
2021-08-17,102.66,52.77,79.68,62.46,134.92,444.04,28.79,80.75
2021-08-16,103.62,53.02,79.75,63.22,135.16,446.97,28.97,81.65
2021-08-13,103.76,53.13,79.78,63.62,135.08,445.92,28.94,82.45
2021-08-12,103.5,52.76,79.44,63.39,134.18,445.11,28.75,81.95
2021-08-11,103.45,52.87,79.26,63.59,133.99,443.78,28.77,82.1
2021-08-10,103.13,52.77,79.22,63.25,133.78,442.68,28.59,81.925
2021-08-09,103.0,52.82,79.22,63.11,134.08,442.13,28.84,81.4
2021-08-06,102.95,52.89,79.46,63.07,134.66,442.49,28.97,81.75
2021-08-05,103.12,53.35,79.86,63.39,135.77,441.76,29.12,82.2
2021-08-04,102.68,53.36,79.93,63.16,136.33,438.98,28.7,81.6
2021-08-03,102.89,53.44,79.93,63.25,136.3,441.15,28.84,81.15
2021-08-02,102.16,53.35,79.87,62.84,136.16,437.59,28.81,81.05
2021-07-30,102.11,53.21,80.07,62.49,136.01,438.51,28.86,80.55
2021-07-29,102.69,53.29,79.92,62.92,135.9,440.65,28.87,81.25
2021-07-28,102.13,53.1,79.85,62.55,136.29,438.83,28.85,80.3
2021-07-27,101.66,52.99,79.51,61.88,136.05,439.01,28.82,79.75
2021-07-26,102.35,52.84,79.81,62.42,135.47,441.02,28.73,80.2
2021-07-23,102.41,52.63,80.02,62.71,135.77,439.94,28.71,80.25
2021-07-22,101.77,52.72,79.96,62.67,135.83,435.46,28.56,79.6
2021-07-21,101.6,52.62,79.79,62.59,135.27,434.55,28.72,78.4
2021-07-20,100.54,52.6,80.06,61.8,135.75,431.06,28.59,76.4
2021-07-19,99.44,52.64,79.84,61.43,135.94,424.97,28.02,75.3
2021-07-16,100.97,52.56,79.85,62.51,134.97,431.34,28.58,76.8
2021-07-15,101.74,52.61,79.98,63.01,135.16,434.75,28.6,76.95
2021-07-14,102.17,52.62,79.68,63.39,134.87,436.24,28.63,77.3
2021-07-13,102.03,52.25,79.39,63.22,134.25,435.59,28.44,77.675
2021-07-12,102.38,52.6,79.57,63.42,134.75,437.08,28.82,78.4
2021-07-09,102.08,52.64,79.63,63.28,134.82,435.52,28.65,77.55
2021-07-08,100.75,52.62,79.72,62.14,135.39,430.92,28.12,76.4505
2021-07-07,101.87,52.41,79.81,63.16,135.32,434.46,28.21,77.75
2021-07-06,101.65,52.4,79.63,62.93,134.86,432.93,28.17,77.45
2021-07-05,,,,,,,,
2021-07-02,102.08,52.44,79.6,63.57,134.37,433.72,27.95,77.6
2021-07-01,101.61,52.17,79.52,63.44,133.99,430.43,27.77,76.85
2021-06-30,101.19,52.25,79.83,63.39,134.36,428.06,27.72,76.55
2021-06-29,101.59,52.32,79.69,63.87,134.21,427.7,27.9,77.1
2021-06-28,101.55,52.42,79.85,63.9,134.05,427.47,27.92,76.95
2021-06-25,101.58,52.46,79.66,64.14,133.48,426.61,28.2,77.1
2021-06-24,101.17,52.6,79.86,63.9,133.83,425.1,28.04,76.95
2021-06-23,100.46,52.34,79.79,63.3,133.57,422.6,28.02,76.6
2021-06-22,100.65,52.53,79.7,63.48,133.78,423.11,28.1,76.65
2021-06-21,100.24,52.45,79.75,63.54,133.56,420.86,28.2,76.4
2021-06-18,99.07,52.3,79.87,63.34,134.34,414.92,27.64,77.85
2021-06-17,100.4,52.37,79.48,64.4,133.64,421.97,28.1,79.3
2021-06-16,100.59,52.77,79.26,64.64,132.9,422.11,28.23,79.95
2021-06-15,101.24,53.28,79.905,65.2,133.28,424.48,28.45,80.25
2021-06-14,101.44,53.41,79.76,65.28,133.18,425.26,28.81,80.65
2021-06-11,101.18,53.455,80.22,65.13,133.67,424.31,28.7,80.55
2021-06-10,100.99,53.64,80.08,65.09,133.56,423.61,28.78,80.05
2021-06-09,101.21,53.52,79.97,64.82,132.96,421.65,28.8,79.91
2021-06-08,101.47,53.45,79.69,65.01,132.48,422.28,28.76,80.621
2021-06-07,101.52,53.44,79.38,65.17,131.98,422.19,28.52,80.15
2021-06-04,101.49,53.41,79.53,65.1,132.09,422.6,28.2,80.05
2021-06-03,100.56,53.14,79.04,64.47,131.16,418.77,28.13,79.5
2021-06-02,101.09,53.43,79.38,64.95,131.68,420.33,28.3,80.05
2021-06-01,100.98,53.54,79.3,64.78,131.47,419.67,27.93,80.3
2021-05-31,,,,,,,,
2021-05-28,100.65,53.38,79.47,64.21,131.71,420.04,27.55,79.55
2021-05-27,100.35,53.42,79.3,63.92,131.6,419.29,27.43,79.3
2021-05-26,100.24,53.48,79.48,63.86,132.0,419.07,27.48,78.75
2021-05-25,100.0,53.6,79.38,63.74,132.07,418.24,27.35,78.45
2021-05-24,100.0,53.32,79.07,63.54,131.58,419.17,27.41,78.75
2021-05-21,99.22,53.21,78.98,63.11,131.22,414.94,27.1,78.15
2021-05-20,99.33,53.2,79.11,63.28,131.13,415.28,27.18,78.05
2021-05-19,98.2,52.98,78.69,62.57,130.24,410.86,26.87,76.75
2021-05-18,98.66,53.25,78.97,63.02,130.47,411.94,27.02,77.2
2021-05-17,98.93,53.0,78.99,62.68,130.9,415.52,26.93,77.1
2021-05-14,99.08,53.02,78.92,62.77,131.05,416.58,26.92,77.3
2021-05-13,97.54,52.71,78.58,61.71,130.34,410.28,26.63,75.85
2021-05-12,96.76,52.69,78.25,61.4,129.85,405.41,26.34,75.15
2021-05-11,98.8,53.18,78.84,62.62,130.56,414.21,26.98,76.85
2021-05-10,99.62,53.32,79.04,63.26,131.04,417.94,27.33,77.85
2021-05-07,100.61,53.35,79.22,63.8,131.75,422.12,27.32,78.85
2021-05-06,99.71,53.01,78.97,63.1,131.7,419.07,27.03,77.95
2021-05-05,99.0,52.81,78.71,62.59,131.45,415.75,26.76,77.85
2021-05-04,98.64,52.84,78.6,61.93,131.29,415.62,27.11,77.25
2021-05-03,99.58,53.02,78.51,62.74,131.21,418.2,27.22,78.85
2021-04-30,99.19,52.82,78.84,62.24,131.15,417.3,27.23,78.1
2021-04-29,100.12,53.2,78.68,63.13,130.88,420.06,27.2,79.0
2021-04-28,99.88,53.41,78.59,63.16,131.04,417.4,27.07,78.65
2021-04-27,99.72,53.2,78.39,62.81,131.02,417.52,27.03,78.3
2021-04-26,99.76,53.31,78.73,62.99,131.61,417.61,27.02,78.2
2021-04-23,99.55,53.39,79.16,62.86,131.67,416.74,26.94,77.4
2021-04-22,98.48,53.18,78.97,62.19,131.56,412.27,26.78,76.5
2021-04-21,99.08,53.23,78.9,62.39,131.43,416.07,26.97,76.55
2021-04-20,98.21,53.16,78.71,61.85,130.98,412.17,26.78,76.102
2021-04-19,99.27,53.09,78.82,62.78,130.73,415.21,26.71,77.6
2021-04-16,99.68,52.94,78.88,62.95,131.07,417.26,26.64,78.05
2021-04-15,99.29,53.03,79.14,62.62,131.97,415.87,26.56,77.5
2021-04-14,98.36,52.83,78.3,62.12,131.16,411.45,26.23,77.0
2021-04-13,98.42,52.82,78.4,61.98,131.34,412.86,26.29,77.2
2021-04-12,97.96,52.45,78.01,61.66,130.76,411.64,26.13,76.1
2021-04-09,98.23,52.64,77.89,61.97,130.79,411.49,26.09,76.4
2021-04-08,97.79,52.84,77.99,62.01,131.06,408.52,26.12,76.1
2021-04-07,97.19,52.5,77.79,61.6,130.58,406.59,26.14,75.05
2021-04-06,97.35,52.58,77.92,61.77,130.84,406.12,26.04,75.2
2021-04-05,97.46,52.28,77.67,62.1,129.97,406.36,25.97,75.05
2021-04-02,,,,,,,,
2021-04-01,96.39,52.2,77.77,61.45,130.61,400.61,25.9,74.25
2021-03-31,95.15,51.93,77.5,60.68,130.05,396.33,25.48,72.525
2021-03-30,94.96,51.9499,77.35,60.71,129.71,394.73,25.68,72.6
2021-03-29,95.11,52.16,77.32,60.74,129.31,395.78,25.57,72.25
2021-03-26,95.33,52.43,77.7,61.02,129.62,395.98,25.75,72.85
2021-03-25,93.77,52.43,77.68,60.03,129.71,389.7,25.36,71.9
2021-03-24,93.35,52.55,77.83,59.68,129.86,387.52,25.43,71.55
2021-03-23,94.13,52.63,77.66,60.36,129.47,389.5,25.43,71.95
2021-03-22,95.21,52.78,77.97,61.22,129.09,392.59,25.49,73.1
2021-03-19,94.73,52.63,77.8,61.4,128.63,389.48,25.5,73.1
2021-03-18,94.66,52.61,77.51,61.12,128.44,391.48,25.81,72.9
2021-03-17,95.95,52.96,78.62,61.79,129.18,397.26,26.09,74.425
2021-03-16,95.67,52.86,78.08,61.51,129.06,395.91,25.99,74.054
2021-03-15,95.68,52.9,77.66,61.39,129.15,396.41,26.09,73.7
2021-03-12,95.17,52.88,77.26,61.3,128.71,394.06,25.81,73.75
2021-03-11,95.35,53.19,78.07,61.5,130.21,393.53,25.44,73.8
2021-03-10,94.13,52.85,77.69,60.69,130.13,389.58,25.3,72.7
2021-03-09,93.71,52.73,77.06,60.55,129.52,387.17,25.12,72.25
2021-03-08,92.14,52.32,76.17,59.66,128.55,381.72,25.1,70.7
2021-03-05,92.96,52.61,77.42,60.32,129.76,383.63,24.86,70.95
2021-03-04,91.67,52.93,77.46,59.76,129.93,376.7,24.7,70.95
2021-03-03,93.0,53.39,78.08,60.58,131.0,381.42,24.86,72.4
2021-03-02,94.03,53.7,78.56,60.98,131.98,386.54,24.87,72.55
2021-03-01,94.64,53.39,78.63,61.09,132.13,389.58,25.01,72.5
2021-02-26,92.51,53.26,78.44,59.8,132.27,380.36,24.8,70.75
2021-02-25,93.34,53.33,78.06,60.65,130.54,382.33,25.2,71.0
2021-02-24,95.45,53.95,79.37,61.81,132.64,391.77,25.7,72.75
2021-02-23,94.91,53.94,79.37,61.8,132.44,387.5,25.41,72.45
2021-02-22,94.84,54.07,79.34,61.64,132.34,387.03,25.02,72.75
2021-02-19,95.83,53.86,79.75,62.29,133.17,390.03,24.84,73.45
2021-02-18,95.66,53.89,80.22,62.01,134.14,390.72,24.71,73.1
2021-02-17,96.33,53.86,80.3,62.56,134.4,392.39,24.88,73.3485
2021-02-16,96.52,54.04,79.7,62.75,133.73,392.3,24.95,73.95
2021-02-15,,,,,,,,
2021-02-12,96.34,54.41,80.6,62.45,134.68,392.64,24.99,73.4
2021-02-11,95.88,54.62,81.07,62.16,135.12,390.71,24.94,73.35
2021-02-10,95.41,54.54,80.98,61.71,135.48,390.08,24.83,72.7
2021-02-09,95.39,54.61,80.9,61.74,135.16,390.25,24.7,72.8
2021-02-08,95.2,54.28,81.11,61.3,135.37,390.51,24.58,72.5
2021-02-05,94.49,54.22,81.08,60.97,134.79,387.71,24.44,72.05
2021-02-04,93.95,53.97,81.1,60.54,135.15,386.19,24.34,71.35
2021-02-03,93.31,54.24,80.83,60.46,134.92,381.85,24.19,70.9
2021-02-02,93.15,54.31,81.0,60.28,135.24,381.55,24.21,70.9
2021-02-01,91.98,54.41,80.95,59.58,135.6,376.23,24.09,69.3
2021-01-29,90.44,54.75,80.9,58.58,135.6,370.07,23.83,67.65
2021-01-28,92.25,54.79,81.01,59.9,135.81,377.63,24.09,68.6
2021-01-27,91.48,54.82,80.77,59.5,136.03,374.41,23.88,67.55
2021-01-26,93.79,55.04,81.15,60.97,136.27,383.79,24.24,69.25
2021-01-25,94.08,54.95,81.17,61.05,136.28,384.39,24.07,68.55
2021-01-22,93.77,54.88,80.9,61.0,135.7,382.88,24.03,68.85
2021-01-21,94.21,54.96,80.91,61.41,135.8,384.24,23.99,69.45
2021-01-20,94.19,54.96,80.87,61.33,136.34,383.89,24.19,69.05
2021-01-19,93.03,54.91,80.72,60.7,136.38,378.65,23.77,68.55
2021-01-18,,,,,,,,
2021-01-15,92.17,54.89,80.68,60.13,136.14,375.7,23.81,67.8
2021-01-14,93.15,55.22,80.56,61.0,135.93,378.46,23.7,68.5
2021-01-13,93.01,55.2,80.86,60.49,136.52,379.79,23.53,68.125
2021-01-12,92.95,55.08,80.5,60.5,135.47,378.77,23.3,68.4
2021-01-11,92.62,55.08,80.82,60.12,135.18,378.69,23.2,67.65
2021-01-08,93.44,55.46,81.42,60.93,135.76,381.26,23.54,68.6
2021-01-07,92.62,55.58,81.41,60.08,135.86,379.1,23.38,68.2
2021-01-06,91.66,55.9,81.42,59.87,135.88,373.55,23.55,68.1
2021-01-05,91.15,55.91,81.92,59.55,136.99,371.33,23.36,67.9
2021-01-04,90.22,55.72,81.89,58.65,137.43,368.79,23.26,67.15
2021-01-01,,,,,,,,
2020-12-31,90.72,55.63,82.3,58.36,138.13,373.88,23.93,67.4
2020-12-30,90.66,55.77,82.31,58.7,138.1,371.99,23.84,67.3
2020-12-29,90.36,55.53,82.21,58.37,137.92,371.46,23.69,67.25
2020-12-28,90.18,55.36,82.02,57.9,137.86,372.17,23.78,66.45
2020-12-25,,,,,,,,
2020-12-24,89.59,55.32,82.07,57.59,137.77,369.0,23.64,66.25
2020-12-23,89.48,55.3,81.83,57.58,137.3,367.57,23.44,66.25
2020-12-22,89.06,55.22,82.03,57.03,137.27,367.24,23.41,65.55
2020-12-21,89.21,55.47,81.85,57.23,136.89,367.86,23.24,65.55
2020-12-18,89.78,55.49,82.07,58.37,137.16,369.18,23.46,66.7
2020-12-17,90.19,55.57,82.22,58.67,137.26,372.24,24.01,67.0
2020-12-16,89.55,55.29,81.97,58.25,137.34,370.17,23.85,66.3
2020-12-15,89.33,55.31,81.83,58.08,137.45,369.59,23.79,66.05
2020-12-14,88.21,55.2,81.63,57.46,137.18,364.66,23.28,65.0
2020-12-11,89.16,55.12,81.6,57.52,137.28,366.3,23.32,64.75
2020-12-10,89.39,55.02,81.5,57.73,137.14,366.73,23.36,64.9855
2020-12-09,89.15,54.83,81.09,57.47,136.46,366.85,23.44,64.775
2020-12-08,89.78,54.87,81.28,57.55,136.96,370.17,23.56,65.2
2020-12-07,89.47,54.79,81.35,57.44,137.12,369.09,23.58,64.85
2020-12-04,89.68,54.7,81.42,57.73,137.0,369.85,23.81,65.1
2020-12-03,88.9,54.87,81.38,57.22,137.76,366.69,23.45,64.9
2020-12-02,88.75,54.47,81.06,56.92,137.22,366.79,23.2,64.55
2020-12-01,88.57,54.38,81.05,56.86,137.68,366.02,23.31,64.3
2020-11-30,87.33,54.28,81.15,55.64,138.48,362.06,22.98,62.7
2020-11-27,88.41,54.42,81.2,56.93,138.0,363.67,23.31,63.8
2020-11-26,,,,,,,,
2020-11-25,87.87,54.24,81.02,56.5,137.51,362.66,23.47,64.0
2020-11-24,87.96,54.1,81.05,56.68,137.43,363.22,23.47,63.9
2020-11-23,86.67,53.9,80.88,55.83,137.74,357.46,23.22,62.75
2020-11-20,86.35,54.01,80.98,55.79,137.57,355.33,23.16,62.5205
2020-11-19,86.56,54.13,80.92,55.57,137.69,357.78,23.19,62.725
2020-11-18,86.12,53.93,80.82,55.3,136.93,356.28,23.15,62.2835
2020-11-17,86.85,53.94,80.98,55.53,136.64,360.62,23.59,62.1
2020-11-16,87.06,53.77,80.99,55.58,136.2,362.57,23.58,61.95
2020-11-13,86.0,53.53,80.8,54.92,135.76,358.1,23.13,61.1
2020-11-12,84.86,53.47,80.48,54.13,135.6,353.21,22.6,59.9
2020-11-11,85.79,53.36,80.57,54.84,135.06,356.67,23.01,60.65
2020-11-10,85.08,53.45,80.42,54.44,134.81,354.04,23.03,60.65
2020-11-09,85.15,53.53,80.31,54.23,135.16,354.56,22.43,60.35
2020-11-06,83.93,54.12,79.94,53.12,136.19,350.16,21.29,58.9
2020-11-05,83.82,54.0,80.3,52.97,136.62,350.24,21.5,58.8
2020-11-04,82.15,53.43,79.98,51.8,136.11,343.54,21.31,57.2
2020-11-03,80.45,53.2,78.53,50.95,134.1,336.03,21.29,55.9
2020-11-02,79.0,52.92,78.11,50.04,133.97,330.2,20.76,54.75
2020-10-30,78.14,52.97,78.3,49.41,133.73,326.54,20.38,53.95
2020-10-29,78.82,53.09,78.55,49.76,134.43,329.98,20.45,54.0
2020-10-28,78.2,53.38,78.43,49.46,134.78,326.66,20.19,53.85
2020-10-27,80.78,53.75,79.14,50.86,135.45,338.22,20.73,55.4
2020-10-26,81.05,53.49,78.72,51.05,134.9,339.39,21.1,55.8
2020-10-23,82.44,53.63,78.95,51.93,134.62,345.78,21.45,56.85
2020-10-22,82.09,53.47,78.62,51.62,134.28,344.61,21.36,56.5
2020-10-21,81.83,53.71,78.98,51.6,134.58,342.73,21.19,56.05
2020-10-20,82.03,53.51,79.31,51.73,134.8,343.38,21.19,56.7
2020-10-19,81.64,53.38,79.25,51.39,135.08,342.01,21.03,56.25
2020-10-16,82.45,53.25,79.59,51.56,135.34,347.29,21.26,56.6395
2020-10-15,82.4,53.21,79.53,51.37,135.57,347.5,21.55,56.3
2020-10-14,82.83,53.37,79.86,51.89,135.71,347.93,21.49,56.6005
2020-10-13,83.23,53.27,79.96,52.06,135.58,350.13,21.7,56.55
2020-10-12,83.79,53.4,79.98,52.5,135.71,352.43,22.07,56.95
2020-10-09,82.82,53.36,79.83,52.19,134.93,346.85,21.98,56.9
2020-10-08,82.12,52.98,79.65,51.84,134.62,343.78,22.04,56.45
2020-10-07,81.46,52.85,79.05,51.47,134.29,340.76,21.78,56.0
2020-10-06,80.36,52.95,78.71,50.94,134.25,334.93,21.8,55.55
2020-10-05,81.23,53.01,78.76,51.36,134.36,339.76,21.9,56.15
2020-10-02,79.91,52.94,78.6,50.59,134.81,333.84,21.74,55.1
2020-10-01,80.52,53.03,78.78,50.82,134.79,337.04,21.46,55.2
2020-09-30,79.92,52.87,78.9,50.45,134.71,334.89,21.03,54.35
2020-09-29,79.56,52.9,78.64,50.42,134.73,332.37,20.94,54.3
2020-09-28,79.84,52.61,78.72,50.46,134.9,334.19,21.18,54.7
2020-09-25,78.59,52.45,78.56,49.78,134.22,328.73,20.71,53.5
2020-09-24,77.74,52.49,78.41,49.6,134.36,323.5,20.36,52.7
2020-09-23,77.7,52.58,78.2,49.71,134.7,322.64,20.27,52.75
2020-09-22,79.17,52.96,78.96,50.25,135.68,330.3,21.0,53.75
2020-09-21,78.8,53.32,79.15,50.34,135.6,326.97,20.79,53.4
2020-09-18,79.9,53.41,79.89,51.71,135.73,330.65,21.51,55.5
2020-09-17,80.66,53.46,80.2,52.1,135.98,335.84,22.0,55.85
2020-09-16,81.1,53.26,80.5,52.12,135.95,338.82,22.2,55.966
2020-09-15,81.32,53.31,80.7,52.21,135.86,340.17,22.08,55.8995
2020-09-14,80.78,53.26,80.59,51.8,135.71,338.46,21.88,55.5
2020-09-11,79.8,53.12,80.5,51.35,135.37,334.06,21.4,54.85
2020-09-10,79.51,52.93,80.4,50.88,135.27,333.89,21.52,54.7
2020-09-09,80.7,52.92,80.67,51.51,135.17,339.79,21.82,55.4
2020-09-08,79.15,53.04,80.25,50.65,135.08,333.21,21.6,54.45
2020-09-07,,,,,,,,
2020-09-04,81.05,53.22,80.62,51.38,134.95,342.57,21.92,55.6
2020-09-03,81.45,53.35,80.92,51.32,136.4,345.39,21.99,55.7
2020-09-02,84.01,53.41,81.16,52.43,136.7,357.7,22.17,57.25
2020-09-01,83.06,53.44,80.89,51.97,136.16,352.6,21.8,56.7
2020-08-31,82.35,53.37,80.84,51.66,135.6,349.31,21.86,56.65
2020-08-28,82.85,53.42,80.78,52.25,135.0,350.58,22.07,56.85
2020-08-27,82.22,52.97,80.05,51.8,134.59,348.33,21.87,56.7
2020-08-26,82.47,53.15,80.43,52.25,135.67,347.57,21.7,56.8
2020-08-25,81.8,53.09,80.53,51.97,135.62,344.12,21.84,56.4
2020-08-24,81.48,53.26,80.94,51.8,136.21,342.92,21.8,56.6
2020-08-21,80.62,53.31,80.77,51.17,136.45,339.48,21.61,55.75
2020-08-20,80.49,53.54,80.51,51.31,136.2,338.28,21.57,55.8
2020-08-19,80.41,53.38,80.38,51.45,135.72,337.23,21.23,56.1
2020-08-18,80.85,53.68,80.55,51.8,136.08,338.64,21.68,56.4
2020-08-17,80.76,53.4699,80.59,51.79,135.69,337.91,21.79,56.3
2020-08-14,80.18,53.12,80.49,51.33,135.41,336.84,21.63,56.25
2020-08-13,80.36,52.98,80.88,51.54,136.01,336.83,21.64,56.25
2020-08-12,80.53,53.07,81.16,51.81,137.25,337.44,21.9,56.45
2020-08-11,79.28,53.07,81.15,50.84,137.59,332.8,21.74,55.65
2020-08-10,79.56,53.3,81.26,50.72,138.46,335.57,21.95,56.25
2020-08-07,79.36,53.35,81.01,50.57,138.76,334.57,21.85,55.7
2020-08-06,79.72,53.72,81.27,51.04,139.15,334.33,21.63,55.55
2020-08-05,79.44,53.67,81.03,50.94,138.56,332.11,21.62,55.5
2020-08-04,78.9,53.5,80.72,50.6,138.75,330.06,21.66,54.85
2020-08-03,78.49,53.23,80.39,50.22,138.24,328.79,21.32,54.45
2020-07-31,77.67,53.32,80.43,49.48,138.35,326.52,21.55,53.45
2020-07-30,77.9,53.66,80.16,50.31,138.16,323.96,21.57,53.85
2020-07-29,78.41,53.34,80.26,50.96,138.31,325.12,21.66,54.1
2020-07-28,77.49,53.15,79.75,50.37,137.56,321.17,21.28,53.45
2020-07-27,78.02,53.15,80.17,50.68,137.7,323.22,20.93,53.7
2020-07-24,77.16,52.67,80.03,50.0,138.12,320.88,20.81,53.45
2020-07-23,77.62,52.52,79.84,50.19,138.43,322.96,20.93,53.95
2020-07-22,78.43,52.46,79.96,50.59,138.33,326.86,21.07,54.15
2020-07-21,78.18,52.28,79.77,50.59,137.88,325.01,20.74,54.0
2020-07-20,77.94,51.88,79.29,50.33,137.7,324.32,20.63,53.9
2020-07-17,77.26,51.9,78.79,49.94,137.32,321.72,20.9,53.35
2020-07-16,76.99,51.59,78.6,49.72,136.95,320.79,20.68,53.25
2020-07-15,77.46,51.68,78.51,50.16,136.57,321.85,21.0,53.65
2020-07-14,76.7,51.59,78.23,49.68,136.3,318.92,20.78,52.75
2020-07-13,75.76,51.34,77.96,49.14,135.51,314.84,20.66,52.2
2020-07-10,76.43,51.46,78.11,49.45,135.87,317.59,20.8,52.65
2020-07-09,75.82,51.39,78.0,49.2,136.12,314.38,20.65,52.05
2020-07-08,76.29,51.51,78.44,49.56,135.36,316.18,20.91,52.55
2020-07-07,75.51,51.25,78.13,48.94,135.58,313.78,20.87,51.7
2020-07-06,76.4,51.25,78.55,49.65,135.4,317.05,21.36,52.85
2020-07-03,,,,,,,,
2020-07-02,74.96,50.99,78.15,48.58,135.05,312.23,21.39,51.95
2020-07-01,74.27,50.88,77.69,47.85,134.72,310.52,21.29,52.05
2020-06-30,73.72,50.9,77.76,47.61,134.5,308.36,20.88,51.8
2020-06-29,73.24,51.04,77.56,47.72,134.12,304.46,20.76,51.2
2020-06-26,72.41,51.03,77.39,47.34,133.5,300.05,20.49,50.5
2020-06-25,73.84,51.08,77.64,48.01,133.38,307.35,20.84,51.5
2020-06-24,73.06,51.02,77.41,47.5,133.24,304.09,20.6,50.55
2020-06-23,74.82,51.2,77.71,48.54,133.61,312.05,21.12,51.75
2020-06-22,74.47,51.11,77.56,48.23,133.86,310.62,21.16,51.65
2020-06-19,73.73,50.75,77.5,47.89,133.99,308.64,21.07,51.95
2020-06-18,74.15,50.79,77.34,48.07,133.89,311.78,21.67,52.3
2020-06-17,74.24,50.88,77.45,48.26,133.59,311.66,21.85,52.35
2020-06-16,74.28,50.9,77.51,48.07,133.85,312.96,22.06,52.45
2020-06-15,73.07,51.16,77.37,47.52,134.22,307.05,21.61,51.85
2020-06-12,73.19,50.97,76.79,47.46,132.34,304.21,21.63,51.1
2020-06-11,72.15,51.11,75.87,46.58,131.7,300.61,20.94,49.85
2020-06-10,76.45,51.31,77.84,49.25,133.29,319.0,22.34,53.1
2020-06-09,76.66,51.01,77.56,49.28,132.42,320.79,22.96,53.75
2020-06-08,77.34,50.84,77.84,49.82,132.7,323.2,23.44,54.85
2020-06-05,76.45,50.55,77.54,49.26,132.26,319.34,22.83,54.1
2020-06-04,74.74,50.72,76.83,48.27,131.58,311.36,21.94,52.8
2020-06-03,75.15,50.52,77.19,48.59,131.98,312.18,22.07,53.1
2020-06-02,73.94,50.43,76.88,47.55,132.06,308.08,21.26,52.15
2020-06-01,73.14,50.33,76.29,46.87,131.64,305.55,21.0,51.25
2020-05-29,72.22,50.27,76.21,45.86,132.02,304.32,20.51,50.2
2020-05-28,72.05,50.11,75.9,45.79,131.17,302.97,20.61,50.15
2020-05-27,71.99,49.9,76.01,45.54,131.06,303.53,20.73,50.5
2020-05-26,71.1,49.84,75.9,45.14,130.52,299.08,20.46,49.65
2020-05-25,,,,,,,,
2020-05-22,69.79,49.68,75.67,43.92,130.7,295.44,19.52,47.75
2020-05-21,69.87,49.91,75.875,44.25,130.7,294.88,19.51,47.55
2020-05-20,70.49,49.9,75.73,44.76,130.8,296.93,19.55,47.85
2020-05-19,69.33,49.65,74.47,43.97,129.38,291.97,19.38,47.0
2020-05-18,70.04,49.56,74.35,44.48,129.28,295.0,19.5,47.0
2020-05-15,67.74,49.45,73.1,42.82,128.55,286.28,18.43,44.9
2020-05-14,67.68,49.36,73.01,42.94,128.1,284.97,18.52,44.7
2020-05-13,67.26,49.45,72.77,43.14,127.05,281.6,18.44,44.6
2020-05-12,68.16,49.38,73.05,43.44,126.76,286.67,18.92,45.7
2020-05-11,69.33,49.17,73.17,43.92,125.55,292.5,19.82,46.6
2020-05-08,69.26,49.47,73.03,44.0,126.66,292.44,20.09,46.7
2020-05-07,68.13,49.41,72.62,43.25,127.27,287.68,19.62,46.1
2020-05-06,67.24,49.31,71.79,42.72,126.93,284.25,19.2,45.35
2020-05-05,67.6,49.48,72.36,42.97,128.37,286.19,19.61,45.0
2020-05-04,67.13,49.76,71.53,42.78,128.54,283.57,19.56,44.7
2020-05-01,66.91,49.89,71.52,42.69,128.34,282.79,19.69,44.8
2020-04-30,68.72,49.8,72.04,43.81,129.17,290.48,20.36,46.4
2020-04-29,69.8,49.51,72.2,44.7,130.05,293.21,20.59,47.6
2020-04-28,68.0,49.36,70.95,43.55,129.2,285.73,20.16,45.45
2020-04-27,67.99,49.23,70.22,43.25,128.85,287.05,19.74,45.35
2020-04-24,66.9,49.1,70.41,42.64,129.9,282.97,19.11,44.25
2020-04-23,66.22,48.89,70.5,42.31,129.99,279.08,19.04,43.45
2020-04-22,66.29,48.67,70.44,42.4,129.44,279.1,19.12,43.0
2020-04-21,64.77,48.89,70.25,41.57,129.36,273.04,19.03,42.65
2020-04-20,66.82,48.97,71.14,42.52,129.82,281.59,19.39,43.8
2020-04-17,67.81,49.12,71.55,43.08,130.56,286.64,20.14,44.25
2020-04-16,66.01,49.03,70.92,42.0,130.13,279.1,19.47,43.25
2020-04-15,65.73,49.31,71.4,42.02,130.78,277.76,19.67,43.05
2020-04-14,67.41,49.45,72.74,43.23,129.91,283.79,20.51,44.8
2020-04-13,65.72,49.19,72.35,42.44,130.55,275.66,20.22,44.5
2020-04-10,,,,,,,,
2020-04-09,66.25,49.18,72.28,42.69,131.83,278.2,20.97,44.75
2020-04-08,65.3,48.68,70.87,42.02,125.91,274.03,19.83,43.2
2020-04-07,63.76,48.82,70.41,41.59,123.68,265.13,18.9,41.75
2020-04-06,63.69,48.63,70.25,41.42,123.49,264.86,18.36,40.65
2020-04-03,59.99,48.79,68.66,39.37,121.1,248.19,17.29,37.75
2020-04-02,60.9,48.95,68.9,40.16,121.73,251.83,17.74,38.75
2020-04-01,59.7,49.2,67.71,39.28,121.41,246.15,17.92,38.85
2020-03-31,62.57,49.31,70.4,41.02,123.51,257.75,19.15,40.64
