Exchange Date,ACWI.World.Equities,IGOV.World.Debt,VWOB.EmergingMarkets.Debt,VEU.World.Equities,LQD.US.Debt,SPY.US.Equities,REET.World.Alternative,PSP.World.PrivateEquity
2015-05-15,62.91,46.975,78.69,52.1,118.75,212.44,26.42,61.0
2015-05-14,62.79,46.515,78.37,51.96,117.93,212.21,26.18,60.65
2015-05-13,62.13,46.41,78.27,51.36,117.53,210.02,25.74,60.1
2015-05-12,61.97,46.07,78.01,51.09,117.64,209.98,25.8662,59.695
2015-05-11,62.1,45.965,78.31,51.15,117.81,210.605,25.8195,59.75
2015-05-08,62.47,46.375,78.55,51.53,119.01,211.62,26.09,59.9
2015-05-07,61.49,46.26005,78.24,50.57,118.33,208.87,25.66,59.2
2015-05-06,61.48,46.555,78.2,50.73,117.86,208.04,25.45,59.1
2015-05-05,61.65,46.245,78.28,50.81,118.37,208.9,25.638,59.45
2015-05-04,62.44,46.355,78.32,51.5,118.57,211.32,26.11,60.05
2015-05-01,62.3,46.545,78.42,51.4,118.95,210.72,26.03,59.8
2015-04-30,61.74,46.79,78.82,51.04,119.94,208.46,25.83,59.55
2015-04-29,62.39,46.665,78.81,51.57,119.84,210.57,26.2871,59.85
2015-04-28,62.75,46.62,79.18,51.97,120.84,211.44,26.62,59.95
2015-04-27,62.63,46.27,79.22,51.89,121.56,210.77,26.62,59.75
2015-04-24,62.65,46.2025,79.24,51.69,121.65,211.6499,26.63,59.5
2015-04-23,62.43,46.03,78.98,51.45,121.42,211.16,26.516,59.4
2015-04-22,62.2,45.75,78.58,51.16,121.11,210.63,26.42,59.35
2015-04-21,61.93,45.79,78.54,51.0,121.9,209.6,26.42,59.125
2015-04-20,61.75,45.97,78.52,50.58,121.93,209.85,26.4099,58.8
2015-04-17,61.42,46.2,78.63,50.58,122.22,207.95,26.31,58.75
2015-04-16,62.19,46.115,78.8,51.27,121.89,210.37,26.53,59.4
2015-04-15,62.095,45.86,78.94,51.05,121.96,210.43,26.42,59.05
2015-04-14,61.76,45.5,79.08,50.78,121.88,209.49,26.55,58.7
2015-04-13,61.53,45.29,79.02,50.39,121.6,209.09,26.43,58.7
2015-04-10,61.86,45.26,78.86,50.68,121.64,210.04,26.7,58.4
2015-04-09,61.59,45.35,78.96,50.59,121.47,208.9,26.58,58.4
2015-04-08,61.35,45.84,78.69,50.39,122.09,207.975,26.92,58.15
2015-04-07,60.96,45.84,78.27,50.0,122.13,207.28,26.82,57.65
2015-04-06,61.06,46.2,78.38,50.06,121.69,207.83,27.0906,57.75
2015-04-02,60.56,45.92,78.09,49.52,121.53,206.435,26.9392,57.4
2015-04-01,60.2,45.82,77.9,49.1,121.73,205.7,26.71,56.95
2015-03-31,60.02,45.765,77.76,48.73,121.71,206.43,26.7532,56.5
2015-03-30,60.64,45.775,77.65,49.23,121.49,208.25,26.97,56.75
2015-03-27,60.12,46.15,77.44,49.03,121.28,205.74,26.788,56.5
2015-03-26,60.06,46.155,77.49,48.95,120.8,205.27,26.72,56.35
2015-03-25,60.36,46.365,77.7304,49.34,121.55,205.76,26.9066,56.75
2015-03-24,61.0,46.245,77.51,49.85,121.95,208.82,27.479,57.1
2015-03-23,61.18,46.365,77.4,49.89,121.77,210.0,27.61,57.4
2015-03-20,61.12,46.0,77.11,49.683,121.49,210.41,27.5,56.95
2015-03-19,60.22,45.375,76.67,48.7,121.15,209.5,26.95,57.05
2015-03-18,60.74,46.01,76.3055,49.32,121.77,210.46,26.79,57.8
2015-03-17,59.77,45.01,75.9365,48.3,120.29,207.96,26.39,56.7
2015-03-16,59.83,44.94,76.11,48.33,120.09,208.58,26.44,57.05
2015-03-13,59.12,44.66,76.35,47.79,119.97,205.8272,26.21,56.55
2015-03-12,59.5,45.095,76.54,48.12,120.31,207.1,26.22,56.85
2015-03-11,58.81,44.82,76.3,47.59,120.43,204.5,25.875,56.4505
2015-03-10,58.78,45.145,76.35,47.45,119.82,204.98,25.9,56.5
2015-03-09,59.87,45.355,76.57,48.49,119.63,208.36,26.03,57.35
2015-03-06,59.79,45.395,76.725,48.47,119.15,207.5,26.02,57.5
2015-03-05,60.61,46.025,77.15,49.13,120.43,210.46,26.838,58.0
2015-03-04,60.55,46.165,77.24,49.11,120.27,210.2301,26.83,57.675
2015-03-03,60.83,46.4,77.37,49.32,120.35,211.12,27.07,58.1
2015-03-02,61.15,46.45,77.32,49.62,120.42,211.99,27.046,58.3
2015-02-27,60.91,46.635,77.64,49.59,121.8,210.66,26.96,58.1
2015-02-26,61.06,46.56,77.55,49.57,121.51,211.38,26.82,58.25
2015-02-25,61.16,47.075,77.61,49.68,122.17,211.63,27.0624,58.4
2015-02-24,61.13,46.765,77.17,49.65,122.06,211.81,27.03,58.35
2015-02-23,60.85,46.895,76.92,49.29,121.27,211.209,27.2696,57.8
2015-02-20,61.01,46.93,77.02,49.54,120.86,211.239,27.1001,58.05
2015-02-19,60.6,46.7,77.03,49.1,120.68,209.98,26.96,57.85
2015-02-18,60.61,46.89,77.117,49.14,120.7,210.13,27.12,57.65
2015-02-17,60.49,46.865,77.12,48.94,120.27,210.11,27.22,57.5
2015-02-16,,,,,,,,
2015-02-13,60.44,47.01,77.15,48.81,120.83,209.78,27.26,57.25
2015-02-12,60.06,47.055,76.8643,48.47,121.31,208.92,27.37,56.9
2015-02-11,59.32,46.47,76.51,47.68,121.0,206.93,27.04,56.05
2015-02-10,59.47,46.6202,76.43,47.95,120.92,206.81,27.13,56.2
2015-02-09,58.97,46.92,77.03,47.65,121.25,204.63,27.1,56.1
2015-02-06,59.18,46.79,76.83,47.78,121.17,205.55,27.2857,56.1
2015-02-05,59.68,47.42,77.12,48.42,122.45,206.12,27.95,56.6
2015-02-04,59.04,47.21,76.91,47.83,122.84,204.06,27.6,55.85
2015-02-03,59.39,47.425,77.02,48.22,122.67,204.84,27.7,56.4
2015-02-02,58.48,47.19,76.81,47.48,123.67,201.92,27.51,55.3
2015-01-30,57.73,47.025,76.81,46.85,123.89,199.45,27.51,54.6
2015-01-29,58.52,46.84,76.9,47.61,122.88,201.9902,27.96,55.15
2015-01-28,57.97,47.025,76.99,47.15,123.17,200.14,27.8671,54.7
2015-01-27,58.75,47.125,76.87,47.81,122.34,202.74,28.0138,55.45
2015-01-26,59.16,46.805,76.73,47.83,122.25,205.45,28.06,55.35
2015-01-23,58.76,46.77,76.55,47.37,122.28,204.97,27.86,54.65
2015-01-22,59.12,46.925,76.24,47.65,121.57,206.1,27.91,54.85
2015-01-21,58.44,47.57,76.34,47.31,121.63,203.08,27.55,53.95
2015-01-20,58.01,47.635,76.33,46.85,121.68,202.055,27.52,53.8
2015-01-19,,,,,,,,
2015-01-16,57.88,47.7442,76.28,46.8,121.4,201.63,27.64,53.6
2015-01-15,57.21,47.88,76.44,46.29,122.08,199.0199,27.39,53.35
2015-01-14,57.34,48.005,76.24,46.0,121.45,200.86,27.29,54.0
2015-01-13,57.61,47.695,75.9392,46.18,121.24,202.08,27.09,54.1
2015-01-12,57.57,47.86,75.93,45.93,121.13,202.65,27.12,54.05
2015-01-09,57.9,47.78,75.9975,46.12,120.9,204.25,26.96,54.35
2015-01-08,58.26,47.555,76.36,46.38,120.58,205.9,26.96,54.35
2015-01-07,57.36,47.75,75.98,45.74,120.97,202.31,26.8,53.75
2015-01-06,56.62,47.945,75.06,45.24,120.81,199.82,26.4,53.35
2015-01-05,57.21,47.855,75.8,45.65,120.32,201.72,26.23,54.2
2015-01-02,58.36,48.29,76.36,46.68,119.83,205.43,26.115,54.75
2014-12-31,58.5,48.39,76.36,46.86,119.41,205.54,26.0,54.9
2014-12-30,59.03,48.475,76.36,47.07,119.33,207.6,26.2999,55.05
2014-12-29,59.42,48.195,76.59,47.41,119.23,208.72,26.32,55.05
2014-12-26,59.55,48.21,76.33,47.68,119.0,208.44,26.29,55.45
2014-12-24,59.31,48.205,76.53,47.46,118.91,207.77,26.28,55.25
2014-12-23,59.2,47.995,76.53,47.34,118.85,207.75,26.14,55.1
2014-12-22,59.22,48.4,76.75,47.43,119.76,207.47,26.19,55.05
2014-12-19,58.87,48.34,76.37,47.57,119.38,206.52,26.0,55.1
2014-12-18,58.71,48.485,76.03,47.5,119.44,206.78,26.15,56.0
2014-12-17,57.46,48.62,74.9,46.68,119.32,201.79,25.86,55.15
2014-12-16,56.99,49.185,73.69,45.98,119.29,197.91,25.54,54.3
2014-12-15,57.16,48.935,74.09,45.75,119.33,199.51,25.52,54.25
2014-12-12,57.79,48.96,75.02,46.53,119.05,200.89,25.88,54.7
2014-12-11,58.78,48.63,76.21,47.33,118.86,204.19,26.07,55.6
2014-12-10,58.74,48.88,76.56,47.44,118.98,203.1601,25.98,55.85
2014-12-09,59.64,48.455,76.82,48.16,119.02,206.47,25.859,56.3
2014-12-08,59.83,48.24,77.07,48.4,118.92,206.61,25.96,56.3
2014-12-05,60.39,48.0,77.88,48.93,118.36,208.0,25.94,56.75
2014-12-04,60.33,48.365,78.28,48.89,118.85,207.66,26.11,56.45
2014-12-03,60.47,48.28,78.32,49.04,118.66,207.89,26.1899,56.45
2014-12-02,60.31,48.435,78.29,49.035,118.54,207.085,26.18,56.3
2014-12-01,60.05,48.82,78.38,48.94,119.34,205.76,26.0795,56.35
2014-11-28,60.43,48.895,79.04,49.18,120.09,207.2,26.0902,56.95
2014-11-27,,,,,,,,
2014-11-26,60.8,48.9,79.3,49.71,119.77,207.64,26.0,57.3
2014-11-25,60.56,48.83,79.14,49.47,119.36,207.11,25.77,56.95
2014-11-24,60.59,48.635,79.06,49.42,118.85,207.26,25.74,57.15
2014-11-21,60.44,48.525,78.91,49.35,118.66,206.68,25.685,56.85
2014-11-20,59.92,48.685,78.662,48.74,118.15,205.58,25.5,56.75
2014-11-19,59.96,48.7025,78.67,48.91,117.7,205.22,25.54,56.8
2014-11-18,60.06,48.74735,78.53,48.97,118.33,205.55,25.71,56.95
2014-11-17,59.62,48.595,78.5,48.53,118.23,204.37,25.6099,55.95
2014-11-14,59.71,48.8,78.62,48.8,118.51,204.24,25.53,56.05
2014-11-13,59.63,48.5925,78.64,48.62,118.36,204.19,25.59,55.9
2014-11-12,59.54,48.565,78.92,48.53,118.49,203.96,25.56,55.8
2014-11-11,59.73,48.6925,78.8699,48.81,118.5,204.175,25.68,55.95
2014-11-10,59.53,48.565,78.94,48.58,118.51,203.98,25.6,55.9
2014-11-07,59.4,48.705,78.9,48.39,119.11,203.34,25.54,55.5
2014-11-06,59.26,48.385,78.78,48.28,118.36,203.15,25.5365,55.15
2014-11-05,59.32,48.795,79.04,48.66,118.72,202.34,25.76,55.3
2014-11-04,59.08,49.095,79.12,48.62,118.94,201.07,25.81,55.35
2014-11-03,59.36,48.9725,79.2,48.87,118.77,201.77,25.86,55.1
2014-10-31,59.61,49.235,79.74,49.34,119.34,201.66,25.61,55.5
2014-10-30,58.83,49.705,79.66,48.54,119.36,199.38,25.375,54.9
2014-10-29,58.39,49.725,79.59,48.22,119.28,198.11,25.24,54.8
2014-10-28,58.65,50.055,79.45,48.5,119.5,198.41,25.38,54.8
2014-10-27,57.92,49.96,79.37,47.79,119.9,196.16,25.23,54.2
2014-10-24,58.08,49.82,79.36,48.05,119.75,196.43,25.12,54.5
2014-10-23,57.75,49.77,79.2802,47.73,119.7,194.93,25.135,53.85
2014-10-22,57.11,49.945,79.32,47.36,119.93,192.69,24.91,53.6
2014-10-21,57.55,50.11,79.26,47.75,120.13,194.07,24.93,54.0
2014-10-20,56.71,50.315,79.43,47.23,120.2,190.3,24.706,52.8505
2014-10-17,56.31,50.235,79.23,46.97,119.98,188.47,24.4364,52.3
2014-10-16,55.53,50.39,78.99,46.33,120.03,186.27,24.35,51.425
2014-10-15,55.69,50.66,79.15,46.62,120.3,186.43,24.334,51.35
2014-10-14,56.09,50.135,79.18,46.94,120.21,187.7,24.35,51.6
2014-10-13,56.01,50.225,79.05,46.87,119.94,187.4099,24.1004,51.625
2014-10-10,56.4,49.86,79.05,46.82,119.63,190.54,24.1,52.15
2014-10-09,57.27,50.045,79.09,47.56,119.53,192.74,24.12,53.1
2014-10-08,58.59,50.225,79.08,48.79,120.03,196.64,24.25,54.45
2014-10-07,57.64,49.97,78.7558,48.03,119.42,193.26,23.7928,53.7
2014-10-06,58.53,49.74,78.71,48.73,118.99,196.29,24.0,54.75
2014-10-03,58.23,49.26,78.64,48.34,118.93,196.52,23.9,54.45
2014-10-02,57.9,49.815,78.54,48.29,118.59,194.38,23.81,54.5
2014-10-01,58.13,49.515,78.6394,48.62,118.6,194.35,23.86,54.8
2014-09-30,58.9,49.63,78.76,49.24,118.22,197.02,23.94,55.5
2014-09-29,59.05,49.795,79.0167,49.37,118.05,197.54,23.88,55.6
2014-09-26,59.39,49.65,79.42,49.87,118.1,197.9,23.98,56.0
2014-09-25,58.98,50.07,79.5199,49.63,118.36,196.34,23.77,55.85
2014-09-24,59.95,50.01,79.53,50.46,118.01,199.56,23.98,56.45
2014-09-23,59.58,50.205,79.33,50.44,118.29,198.01,24.14,56.55
2014-09-22,59.96,50.135,79.275,50.81,118.1,199.15,24.25,56.9
2014-09-19,60.45,50.005,79.1274,51.11,117.99,200.7,24.4,57.4
2014-09-18,60.63,50.27,78.89,51.45,117.53,201.82,24.43,58.3
2014-09-17,60.25,50.135,79.125,51.1,117.32,200.75,24.62,58.1
2014-09-16,60.43,50.425,79.19,51.45,117.64,200.48,24.5205,58.15
2014-09-15,60.05,50.355,79.21,51.19,117.66,198.981,24.464,58.05
2014-09-12,60.1,50.36,79.4,51.3,117.63,199.13,24.5593,58.4
2014-09-11,60.4,50.395,79.82,51.49,118.2,200.3,25.11,58.45
2014-09-10,60.59,50.6085,79.7437,51.79,118.29,200.07,25.26,58.475
2014-09-09,60.4,50.755,79.73,51.62,118.48,199.32,25.51,58.35
2014-09-08,60.72,50.87,79.9721,51.82,118.8,200.59,25.64,58.65
2014-09-05,61.15,51.105,80.33,52.38,119.0,201.11,25.85,59.2005
2014-09-04,60.89,51.05,80.05,52.27,118.98,200.2101,25.65,59.15
2014-09-03,61.09,51.495,80.1,52.59,119.83,200.5,25.75,59.6
2014-09-02,60.88,51.545,80.0543,52.1,119.67,200.61,25.63,59.45
2014-09-01,,,,,,,,
2014-08-29,60.92,51.895,80.82,52.04,120.58,200.71,25.6596,59.35
2014-08-28,60.81,52.015,80.87,52.01,120.49,200.14,25.62,59.35
2014-08-27,60.99,52.15,81.02,52.3,120.23,200.25,25.592,59.5
2014-08-26,60.89,51.87,80.59,52.16,120.03,200.33,25.542,59.25
2014-08-25,60.82,51.87475,80.47,52.1,119.95,200.2,25.53,59.15
2014-08-22,60.45,51.865,80.4404,51.74,119.76,199.19,25.57,58.85
2014-08-21,60.66,51.97,80.471,51.97,119.61,199.5,25.74,59.0
2014-08-20,60.5,51.845,80.508,51.84,119.2,198.92,25.64,58.7
2014-08-19,60.48,52.095,80.65,51.96,119.47,198.39,25.73,59.0
2014-08-18,60.24,52.215,80.57,51.83,119.55,197.36,25.67,58.8
2014-08-15,59.81,52.46,80.32,51.49,119.82,195.72,25.37,58.45
2014-08-14,59.8,52.16,80.1999,51.48,119.4,195.76,25.43,58.5
2014-08-13,59.52,52.09,79.9,51.26,119.27,194.84,25.1989,58.4
2014-08-12,59.18,52.055,79.78,50.97,119.03,193.53,25.07,58.25
2014-08-11,59.2,52.05,79.72,51.01,119.09,193.795,,58.35
2014-08-08,58.99,52.075,79.529,50.78,119.04,193.24,,57.75
2014-08-07,58.42,51.925,79.58,50.46,119.07,191.03,24.74,57.45
2014-08-06,58.81,51.95705,79.53,50.83,118.76,192.07,24.83,57.9
2014-08-05,58.86,51.915,79.62,50.93,118.97,192.01,25.05,58.1
2014-08-04,59.56,51.945,79.73,51.58,118.85,193.89,25.12,58.55
2014-08-01,59.14,51.9375,79.735,51.29,118.82,192.5,25.13,58.25
2014-07-31,59.39,51.855,80.22,51.52,118.55,193.09,25.05,58.675
2014-07-30,60.51,51.905,80.58,52.43,118.88,196.98,25.3511,59.9
2014-07-29,60.48,52.28,80.67,52.39,119.43,196.95,,60.5
2014-07-28,60.75,52.305,80.67,52.63,119.32,197.8,25.524,60.5
2014-07-25,60.66,52.285,81.03,52.5,119.46,197.72,,60.75
2014-07-24,60.92,52.275,81.04,52.69,119.0,198.65,25.55,60.85
2014-07-23,60.89,52.375,81.02,52.61,119.47,198.64,25.63,61.0
2014-07-22,60.75,52.34,80.78,52.51,119.33,198.2,25.548,60.75
2014-07-21,60.46,52.475,80.605,52.21,119.24,197.34,,60.65
2014-07-18,60.61,52.445,80.55,52.33,119.24,197.7099,25.55,60.645
2014-07-17,60.01,52.44,80.52,51.82,119.4,195.71,25.35,60.15
2014-07-16,60.78,52.325,80.77,52.52,118.95,197.96,,60.65
2014-07-15,60.46,52.355,80.76,52.15,118.67,197.23,25.1901,60.75
2014-07-14,60.59,52.48,80.75,52.33,118.8,197.6,25.29,60.6
2014-07-11,60.23,52.5,80.73,51.94,119.05,196.61,25.1899,60.0
2014-07-10,60.2,52.305,80.655,51.93,118.68,196.34,25.149,60.45
2014-07-09,60.61,52.48,80.655,52.43,118.77,197.12,,60.95
2014-07-08,60.36,52.42,80.56,52.28,118.58,196.24,,61.0
2014-07-07,60.86,52.325,80.2995,52.71,118.14,197.51,,62.05
2014-07-04,,,,,,,,
2014-07-03,61.14,52.185,80.27,53.05,117.93,198.2,,62.45
2014-07-02,60.84,52.375,80.3,52.83,118.05,197.23,,62.3
2014-07-01,60.72,52.625,80.3,52.75,118.47,197.03,,61.975
2014-06-30,60.26,52.63,80.72,52.29,119.26,195.72,,61.65
2014-06-27,60.22,52.41,80.72,52.23,119.37,195.82,,61.5
2014-06-26,60.1,52.275,80.79,52.15,119.39,195.44,,61.45
2014-06-25,60.04,52.28,80.72,52.09,119.17,195.58,,60.85
2014-06-24,60.73,52.17,80.56,52.04,119.05,194.7,,60.7
2014-06-23,61.15,52.135,80.38,52.95,118.55,195.88,,61.6
2014-06-20,61.2,52.105,80.24,53.05,118.56,195.94,,61.65
2014-06-19,61.18,52.08,80.19,53.13,118.33,196.48,,61.7
2014-06-18,61.04,52.06,80.23,52.97,118.75,196.255,,61.6
2014-06-17,60.54,51.8,80.24,52.46,118.07,194.83,,61.15
2014-06-16,60.5,51.925,80.34,52.58,118.47,194.29,,61.25
2014-06-13,60.52,51.81,80.5,52.61,118.48,194.13,,61.15
2014-06-12,60.38,51.875,80.53,52.55,118.5,193.54,,61.25
2014-06-11,60.6,51.71,80.635,52.57,118.12,194.92,,61.3
2014-06-10,60.92,51.725,80.91,52.78,118.03,195.6,,61.45
2014-06-09,60.88,51.875,80.915,52.81,118.25,195.58,,61.35
2014-06-06,60.84,51.97,80.95,52.74,118.49,195.375,,61.5
2014-06-05,60.52,51.715,80.3,52.43,118.24,194.45,,60.725
2014-06-04,60.13,51.52,80.13,52.13,117.99,193.19,,60.085
2014-06-03,60.25,51.72,80.315,52.16,118.05,192.8,,59.9
2014-06-02,60.11,51.795,80.7,52.2,118.59,192.895,,59.8
2014-05-30,60.01,52.06,80.905,52.03,119.59,192.68,,59.95
2014-05-29,60.01,52.025,80.91,52.12,119.57,192.37,,60.05
2014-05-28,59.68,51.75,80.64,51.85,119.92,191.38,,59.9
2014-05-27,59.79,51.87,80.28,52.0,119.35,191.52,,59.55
2014-05-26,,,,,,,,
2014-05-23,59.49,51.625,80.135,51.82,118.93,190.35,,59.15
2014-05-22,59.3,51.68,80.04,51.69,118.8,189.59,,59.0
2014-05-21,59.14,51.875,80.05,51.48,118.84,189.13,,58.6
2014-05-20,58.66,51.94,79.88,51.12,119.06,187.55,,57.9
2014-05-19,59.11,52.065,79.87,51.49,119.06,188.74,,58.3
2014-05-16,59.04,52.155,79.84,51.55,119.17,188.05,,57.9
2014-05-15,58.81,52.1,79.96,51.35,119.31,187.4,,58.65
2014-05-14,59.18,52.18,79.81,51.6,119.1,189.06,,59.25
2014-05-13,59.32,51.975,79.61,51.58,118.51,189.96,,59.25
2014-05-12,59.24,51.995,79.505,51.52,118.07,189.785,,59.25
2014-05-09,58.75,52.05,79.595,51.11,118.37,187.96,,58.65
2014-05-08,58.69,52.345,79.54,51.18,118.5,187.675,,58.7
2014-05-07,58.73,52.43,79.01,51.17,118.47,187.88,,58.95
2014-05-06,58.5,52.48,78.66,51.06,118.45,186.78,,59.2
2014-05-05,58.77,52.14,78.715,51.065,118.25,188.42,,59.25
2014-05-02,58.77,52.095,78.64,51.17,118.55,188.06,,59.4
2014-05-01,58.8,52.03,78.609,51.16,118.3,188.325,,59.4
2014-04-30,58.83,52.135,78.55,51.05,118.15,188.31,,59.275
2014-04-29,58.64,51.91,78.37,50.9,117.82,187.75,,59.45
2014-04-28,58.26,51.965,78.16,50.5843,117.8,186.875,,59.134
2014-04-25,58.09,52.03,78.2964,50.42,117.94,186.29,,59.55
2014-04-24,58.52,52.05,78.43,50.71,117.96,187.83,,60.15
2014-04-23,58.48,51.93,78.45,50.71,117.94,187.45,,60.05
2014-04-22,58.65,52.02,78.6,50.86,117.68,187.89,,60.4
2014-04-21,58.43,51.885,79.0,50.73,117.62,187.04,,59.65
2014-04-17,58.295,51.845,78.99,50.71,117.46,186.39,,59.575
2014-04-16,58.12,52.025,78.815,50.48,118.14,186.125,,59.175
2014-04-15,57.42,52.065,78.78,49.91,118.09,184.2,,58.4
2014-04-14,57.43,51.985,78.8599,50.16,117.84,182.9401,,58.5
2014-04-11,57.04,52.145,79.01,49.96,117.76,181.51,,59.9
2014-04-10,57.48,52.23,79.005,50.15,117.68,183.155,,59.65
2014-04-09,58.6,51.975,78.59,51.02,117.52,187.09,,60.6
2014-04-08,57.94,51.735,78.5,50.46,117.42,185.1,,59.5
2014-04-07,57.74,51.55,78.3,50.27,117.11,184.34,,59.95
2014-04-04,58.15,51.525,78.3,50.43,116.83,186.4,,60.65
2014-04-03,58.58,51.12,77.995,50.58,116.37,188.63,,61.0
2014-04-02,58.7,51.26,77.97,50.78,116.15,188.88,,61.15
2014-04-01,58.56,51.615,78.02,50.64,116.31,188.25,,61.05
2014-03-31,58.14,51.475,78.2299,50.31,116.94,187.01,,60.75
2014-03-28,57.72,51.465,78.14,49.95,116.95,185.49,,60.1
2014-03-27,57.32,51.65,78.06,49.61,117.04,184.58,,59.6
2014-03-26,57.16,51.6,77.6696,49.27,117.01,184.97,,59.65
2014-03-25,57.35,51.605,77.25,49.23,116.56,186.31,,59.9
2014-03-24,56.91,51.505,77.23,49.1,116.52,185.43,,59.7
2014-03-21,56.98,51.265,77.1,48.96,116.3,186.2,,59.75
2014-03-20,57.11,51.195,77.05,49.0,115.9,187.747,,60.65
2014-03-19,56.98,51.46,77.288,49.11,115.74,186.66,,60.85
2014-03-18,57.52,52.075,77.15,49.74,116.58,187.66,,61.0
2014-03-17,57.14,51.87,77.0,49.4,116.22,186.33,,60.9
2014-03-14,56.51,51.81,76.99,48.91,116.37,184.66,,60.15
2014-03-13,56.69,51.64,77.1,48.95,116.5,185.18,,60.5
2014-03-12,57.5,51.56,77.05,49.76,116.09,187.28,,61.325
2014-03-11,57.58,51.425,77.275,49.87,115.68,187.23,,61.65
2014-03-10,57.9,51.625,77.33,50.25,115.64,188.16,,62.15
2014-03-07,58.1,51.57,77.339,50.54,115.82,188.26,,62.1
2014-03-06,58.3,51.595,77.395,50.88,116.24,188.18,,62.2
2014-03-05,57.92,51.425,77.35,50.32,116.59,187.75,,61.55
2014-03-04,57.97,51.26,77.48,50.37,116.65,187.58,,61.65
2014-03-03,57.02,51.5325,77.3,49.49,117.28,184.98,,60.8
2014-02-28,57.81,51.41815,77.815,50.48,117.32,186.29,,61.9
2014-02-27,57.69,51.26,77.63,50.39,117.39,185.82,,61.25
2014-02-26,57.37,51.025,77.54,50.09,117.19,184.85,,61.05
2014-02-25,57.44,51.159,77.35,50.25,116.81,184.84,,61.1
2014-02-24,57.61,50.85,77.08,50.44,116.36,184.91,,61.45
2014-02-21,57.21,51.01,76.7596,50.06,116.3,183.89,,60.7
2014-02-20,57.17,50.945,76.37,49.95,116.18,184.1,,60.65
2014-02-19,56.91,50.925,76.73,49.74,116.33,183.02,,60.45
2014-02-18,57.26,51.15,76.6814,50.13,116.46,184.24,,60.9
2014-02-17,,,,,,,,
2014-02-14,57.04,50.905,76.3,49.81,116.22,184.02,,60.55
2014-02-13,56.81,50.78005,76.68,49.584,116.0,183.01,,60.2
2014-02-12,56.57,50.665,76.69,49.45,115.52,182.07,,59.8
2014-02-11,56.48,50.62,76.72,49.41,115.87,181.98,,59.7
2014-02-10,55.72,50.68,76.6599,48.57,116.11,180.01,,59.15
2014-02-07,55.79,50.68,76.6,48.82,116.06,179.68,,58.9
2014-02-06,55.15,50.435,76.29,48.26,115.7,177.48,,58.05
2014-02-05,54.25,50.5,76.25,47.43,115.81,175.17,,57.5
2014-02-04,54.29,50.35,76.0316,47.4,116.18,175.385,,57.55
2014-02-03,53.78,50.39,75.77,46.92,116.74,174.17,,56.9
2014-01-31,54.95,50.37,75.91,47.79,116.34,178.18,,58.05
2014-01-30,55.48,50.245,76.2368,48.39,115.99,179.23,,59.325
2014-01-29,55.03,50.5,76.268,48.17,115.93,177.35,,58.75
2014-01-28,55.62,50.385,76.27,48.67,115.7,179.07,,59.4
2014-01-27,55.21,50.45,76.05,48.27,115.14,178.01,,58.55
2014-01-24,55.5,50.525,76.25,48.56,115.36,178.89,,59.4
2014-01-23,56.85,50.42,76.5,49.85,115.44,182.79,,60.7
2014-01-22,57.36,49.915,76.955,50.35,115.0,184.3,,61.05
2014-01-21,57.28,49.93,77.055,50.29,115.28,184.18,,61.05
2014-01-20,,,,,,,,
2014-01-17,57.13,50.0975,77.15,50.11,115.44,183.635,,60.45
2014-01-16,57.33,50.16,76.91,50.25,115.31,184.42,,60.8
2014-01-15,57.38,49.9975,76.975,50.27,115.04,184.66,,60.9
2014-01-14,57.14,50.23,76.91,50.17,115.01,183.67,,60.75
2014-01-13,56.64,50.45,76.87,49.78,115.35,181.685,,60.25
2014-01-10,57.19,50.19,76.9,50.21,115.13,184.14,,60.75
2014-01-09,56.82,49.855,76.54,49.7,114.51,183.64,,60.2
2014-01-08,56.87,49.79,76.52,49.78,114.25,183.52,,59.95
2014-01-07,56.89,49.88,76.74,49.829,114.74,183.48,,60.15
2014-01-06,56.59,49.935,76.645,49.6,114.83,182.36,,60.2
2014-01-03,56.77,49.785,76.48,49.71,114.58,182.885,,59.8995
2014-01-02,56.8,50.025,76.44,49.71,114.41,182.92,,59.55
2013-12-31,57.62,50.095,76.56,50.73,114.188,184.69,,60.5
2013-12-30,57.38,50.115,76.51,50.53,114.48,183.82,,60.05
2013-12-27,57.27,49.85,76.31,50.27,114.14,183.845,,59.75
2013-12-26,57.09,49.95,76.44,50.07,114.24,183.855,,59.65
2013-12-24,56.86,49.885,76.54,49.86,114.67,182.93,,59.45
2013-12-23,56.68,50.01,76.83,49.77,114.7,182.53,,59.35
2013-12-20,56.31,50.08,76.5501,49.29,114.88,181.56,,58.75
2013-12-19,56.06,50.005,76.509,49.48,114.35,181.49,,61.55
2013-12-18,56.13,50.19,76.53,49.59,114.52,181.7,,62.1
2013-12-17,55.69,50.495,76.43,48.89,114.52,178.65,,61.4
2013-12-16,55.91,50.345,76.31,49.1,114.18,179.216,,61.05
2013-12-13,55.47,50.32,76.35,48.75,114.09,178.11,,60.95
2013-12-12,55.49,50.36,76.1148,48.77,113.78,178.13,,60.9
2013-12-11,55.88,50.63,76.06,49.09,113.97,178.72,,61.175
2013-12-10,56.53,50.52,76.5899,49.7,114.29,180.75,,61.495
2013-12-09,56.64,50.35,76.25,49.76,113.83,181.4,,61.45
2013-12-06,56.55,50.205,76.04,49.73,113.66,180.94,,61.4
