Date,Price
2023-07-27,211.8606
2023-07-26,211.7112
2023-07-25,212.3931
2023-07-24,212.7369
2023-07-21,212.2484
2023-07-20,211.726
2023-07-19,212.5987
2023-07-18,213.2824
2023-07-17,211.3863
2023-07-14,211.2031
2023-07-13,211.3147
2023-07-12,210.0228
2023-07-11,208.6443
2023-07-10,209.0078
2023-07-07,209.1497
2023-07-06,209.182
2023-07-05,211.2982
2023-07-04,211.2675
2023-07-03,211.8064
2023-06-30,212.2236
2023-06-29,212.0998
2023-06-28,213.2697
2023-06-27,212.8282
2023-06-26,213.5049
2023-06-23,212.9619
2023-06-22,211.1634
2023-06-21,212.0279
2023-06-20,212.2817
2023-06-19,210.6999
2023-06-16,211.7736
2023-06-15,210.6538
2023-06-14,211.2213
2023-06-13,211.7735
2023-06-12,212.329
2023-06-09,212.0789
2023-06-08,211.1645
2023-06-07,210.8713
2023-06-06,211.608
2023-06-05,211.7975
2023-06-02,212.7708
2023-06-01,213.1346
2023-05-31,212.8217
2023-05-30,211.762
2023-05-29,210.3886
2023-05-26,208.7087
2023-05-25,209.509
2023-05-24,209.9706
2023-05-23,209.7335
2023-05-22,209.897
2023-05-19,210.2912
2023-05-18,209.7989
2023-05-17,211.5648
2023-05-16,211.324
2023-05-15,211.955
2023-05-12,212.4155
2023-05-11,213.0433
2023-05-10,212.1063
2023-05-09,211.3131
2023-05-08,211.5604
2023-05-05,212.0718
2023-05-04,213.2913
2023-05-03,212.7099
2023-05-02,212.5773
2023-05-01,211.9579
2023-04-28,211.9464
2023-04-27,210.0163
2023-04-26,211.0815
2023-04-25,211.1284
2023-04-24,209.5544
2023-04-21,209.4382
2023-04-20,210.0314
2023-04-19,209.4545
2023-04-18,210.1446
2023-04-17,209.607
2023-04-14,210.3031
2023-04-13,211.1372
2023-04-12,211.2361
2023-04-11,212.0491
2023-04-10,214.0047
2023-04-07,213.9707
2023-04-06,213.9594
2023-04-05,214.0077
2023-04-04,212.7084
2023-04-03,213.1482
2023-03-31,212.137
2023-03-30,211.316
2023-03-29,212.1674
2023-03-28,212.2339
2023-03-27,213.4983
2023-03-24,214.6113
2023-03-23,213.599
2023-03-22,211.6418
2023-03-21,212.4988
2023-03-20,214.6548
2023-03-17,214.5447
2023-03-16,212.6927
2023-03-15,213.8709
2023-03-14,209.5328
2023-03-13,212.0993
2023-03-10,209.4383
2023-03-09,207.1266
2023-03-08,207.4028
2023-03-07,206.3604
2023-03-06,206.1791
2023-03-03,206.0224
2023-03-02,205.675
2023-03-01,206.0796
2023-02-28,207.1362
2023-02-27,207.9661
2023-02-24,208.4528
2023-02-23,209.3968
2023-02-22,208.682
2023-02-21,208.4813
2023-02-20,209.8688
2023-02-17,209.9971
2023-02-16,209.5049
2023-02-15,209.8386
2023-02-14,210.7541
2023-02-13,211.4606
2023-02-10,211.3653
2023-02-09,212.394
2023-02-08,211.529
2023-02-07,212.4333
2023-02-06,212.6653
2023-02-03,213.8507
2023-02-02,216.2209
2023-02-01,211.9229
