Date,Price
2010-09-22,121.10982432
2010-09-21,121.53195572
2010-09-20,122.96808716
2010-09-17,121.01538512
2010-09-16,121.95093744
2010-09-15,122.4385878
2010-09-14,122.47377762
2010-09-13,122.44788576
2010-09-10,121.96495045
2010-09-09,121.9310406
2010-09-08,120.40354864
2010-09-07,119.6145414
2010-09-06,120.40940808
2010-09-03,119.67817422
2010-09-02,118.90180743
2010-09-01,118.74807424
2010-08-31,115.25148101
2010-08-30,114.9732127
2010-08-27,114.87204442
2010-08-26,114.54034509
2010-08-25,113.18449056
2010-08-24,115.09081274
2010-08-23,116.41745362
2010-08-20,115.63060481
2010-08-19,117.68702625
2010-08-18,119.30883461
2010-08-17,119.55232266
2010-08-16,118.01859975
2010-08-13,118.1641446
2010-08-12,118.5964686
2010-08-11,119.2516032
2010-08-10,120.953482
2010-08-09,123.11609192
2010-08-06,121.3456459
2010-08-05,122.6134766
2010-08-04,123.00210153
2010-08-03,122.87369808
2010-08-02,122.91501873
2010-07-30,119.53895204
2010-07-29,120.2513691
2010-07-28,120.8544455
2010-07-27,120.8566002
2010-07-26,119.55965445
2010-07-23,118.3550137
2010-07-22,119.0028504
2010-07-21,116.29593112
2010-07-20,114.92523504
2010-07-19,115.5336
2010-07-16,116.0424828
2010-07-15,117.64847196
2010-07-14,119.32191888
2010-07-13,118.82480643
2010-07-12,117.04282164
2010-07-09,116.84033167
2010-07-08,116.14100928
2010-07-07,114.9509973
2010-07-06,113.233107
2010-07-05,110.02128956
2010-07-02,110.9357403
2010-07-01,109.81497296
2010-06-30,112.88401117
2010-06-29,112.34481816
2010-06-28,117.39495078
2010-06-25,114.55607065
2010-06-24,115.93733838
2010-06-23,117.8640809
2010-06-22,120.37476952
2010-06-21,121.75741935
2010-06-18,119.74107712
2010-06-17,118.980527
2010-06-16,118.884843
2010-06-15,118.69096187
2010-06-14,118.195732
2010-06-11,115.67906688
2010-06-10,114.7711935
2010-06-09,113.16612502
2010-06-08,110.10410376
2010-06-07,111.4337847
2010-06-04,112.99723132
2010-06-03,115.95440262
2010-06-02,113.58515709
2010-06-01,114.658242
2010-05-31,113.9743066
2010-05-28,114.9097768
2010-05-27,113.45352426
2010-05-26,111.2786848
2010-05-25,107.59829158
2010-05-24,112.13733465
2010-05-21,112.29603978
2010-05-20,111.10600925
2010-05-19,113.7886035
2010-05-18,119.78763902
2010-05-17,115.01210994
2010-05-14,116.35172766
2010-05-13,121.23612585
2010-05-12,121.37386338
2010-05-11,119.36433023
2010-05-10,120.53339014
2010-05-07,109.16836288
2010-05-06,115.12576842
2010-05-05,117.53772628
2010-05-04,119.2032345
2010-05-03,123.11555052
2010-04-30,123.12633552
2010-04-29,123.6001338
2010-04-28,121.40106496
2010-04-27,125.09308889
2010-04-26,127.3106646
2010-04-23,126.80771732
2010-04-22,126.08749868
2010-04-21,128.04810525
2010-04-20,129.40548063
2010-04-19,127.09364426
2010-04-16,127.95415952
2010-04-15,130.10361524
2010-04-14,129.7829533
2010-04-13,128.77262376
2010-04-12,129.88144496
2010-04-09,128.86554032
2010-04-08,127.22946624
2010-04-07,128.6739895
2010-04-06,129.08940652
2010-04-05,128.83178735
2010-04-02,128.94664552
2010-04-01,128.19625728
2010-03-31,126.87670809
2010-03-30,127.07985116
2010-03-29,127.429596
2010-03-26,127.09732098
2010-03-25,127.98239342
2010-03-24,126.012924
2010-03-23,126.107487
2010-03-22,124.63600882
2010-03-19,125.0862152
2010-03-18,125.59020366
2010-03-17,126.27994916
2010-03-16,125.15520402
2010-03-15,123.70099632
2010-03-12,124.94126508
2010-03-11,124.71444895
2010-03-10,125.24450052
2010-03-09,123.82136542
2010-03-08,124.21868108
2010-03-05,123.78965424
2010-03-04,121.94397084
2010-03-03,121.6594995
2010-03-02,120.22747956
2010-03-01,118.7494965
2010-02-26,117.7349851
2010-02-25,115.48803282
2010-02-24,118.522076
2010-02-23,118.28860156
2010-02-22,119.52548828
2010-02-19,119.1546904
2010-02-18,119.44428394
2010-02-17,119.13351164
2010-02-16,116.52569656
2010-02-15,115.6585642
2010-02-12,115.33759784
2010-02-11,115.16909922
2010-02-10,116.27279838
2010-02-09,114.87412278
2010-02-08,115.36278006
2010-02-05,114.15574964
2010-02-04,117.4530372
2010-02-03,121.10265524
2010-02-02,121.91658624
2010-02-01,120.28869378
2010-01-29,120.1296922
2010-01-28,118.24599185
2010-01-27,120.139928
2010-01-26,121.3492995
2010-01-25,120.8898126
2010-01-22,121.80809936
2010-01-21,122.64387432
2010-01-20,125.02383432
2010-01-19,127.3369604
2010-01-18,126.54805163
2010-01-15,125.81356326
2010-01-14,127.48309456
2010-01-13,127.11856182
2010-01-12,127.27944126
2010-01-11,128.72369664
2010-01-08,127.87746552
2010-01-07,128.30115084
2010-01-06,128.07036138
2010-01-05,128.58763245
2010-01-04,128.23803755
2009-12-31,126.05352216
2009-12-30,125.52970566
2009-12-29,127.1256865
2009-12-28,126.30028026
2009-12-25,125.04770352
2009-12-24,125.2385226
2009-12-23,125.43110479
2009-12-22,124.8523254
2009-12-21,124.42220269
2009-12-18,121.7011636
2009-12-17,123.08638664
2009-12-16,124.766612
2009-12-15,123.13301741
2009-12-14,122.81319988
2009-12-11,121.8265419
2009-12-10,121.2280366
2009-12-09,120.26701112
2009-12-08,121.81981872
2009-12-07,123.5442148
2009-12-04,124.299539
2009-12-03,122.82222888
2009-12-02,122.91736352
2009-12-01,122.36386302
2009-11-30,119.1851496
2009-11-27,120.62286553
2009-11-26,118.97042148
2009-11-25,122.5069241
2009-11-24,122.5282219
2009-11-23,123.6091854
2009-11-20,120.8362479
2009-11-19,121.59652134
2009-11-18,124.22671511
2009-11-17,123.80024202
2009-11-16,124.825025
2009-11-13,122.86693444
2009-11-12,123.20981744
2009-11-11,123.04145079
2009-11-10,121.96412322
2009-11-09,122.5809193
2009-11-06,120.15347414
2009-11-05,119.93091432
2009-11-04,118.43104738
2009-11-03,116.14298028
2009-11-02,118.64237654
2009-10-30,117.8561615
2009-10-29,120.53435472
2009-10-28,118.97957916
2009-10-27,121.41128366
2009-10-26,122.30341662
2009-10-23,123.95528644
2009-10-22,124.31361336
2009-10-21,125.82664671
2009-10-20,125.77637283
2009-10-19,126.40203488
2009-10-16,124.34888916
2009-10-15,126.1862376
2009-10-14,126.41619984
2009-10-13,123.71523583
2009-10-12,125.613288
2009-10-09,124.18053564
2009-10-08,123.7848917
2009-10-07,122.3839284
2009-10-06,123.03593379
2009-10-05,119.4502693
2009-10-02,118.76468892
2009-10-01,120.96743418
2009-09-30,122.87467412
2009-09-29,123.26888199
2009-09-28,123.91179388
2009-09-25,121.27798028
2009-09-24,122.0082248
2009-09-23,123.87553101
2009-09-22,123.28604981
2009-09-21,122.58053352
2009-09-18,123.70262355
