sep=;
"Date";"Open(QEURIBOR1MD=)";"High(QEURIBOR1MD=)";"Low(QEURIBOR1MD=)";"Last(QEURIBOR1MD=)"
"31.05.2007";"";"";"";"4,03"
"30.05.2007";"";"";"";"4,007"
"29.05.2007";"";"";"";"3,992"
"28.05.2007";"";"";"";"3,983"
"25.05.2007";"";"";"";"3,98"
"24.05.2007";"";"";"";"3,973"
"23.05.2007";"";"";"";"3,95"
"22.05.2007";"";"";"";"3,943"
"21.05.2007";"";"";"";"3,938"
"18.05.2007";"";"";"";"3,923"
"17.05.2007";"";"";"";"3,915"
"16.05.2007";"";"";"";"3,894"
"15.05.2007";"";"";"";"3,893"
"14.05.2007";"";"";"";"3,89"
"11.05.2007";"";"";"";"3,873"
"10.05.2007";"";"";"";"3,863"
"09.05.2007";"";"";"";"3,862"
"08.05.2007";"";"";"";"3,864"
"07.05.2007";"";"";"";"3,864"
"04.05.2007";"";"";"";"3,863"
"03.05.2007";"";"";"";"3,863"
"02.05.2007";"";"";"";"3,863"
"30.04.2007";"";"";"";"3,861"
"27.04.2007";"";"";"";"3,861"
"26.04.2007";"";"";"";"3,859"
"25.04.2007";"";"";"";"3,858"
"24.04.2007";"";"";"";"3,858"
"23.04.2007";"";"";"";"3,858"
"20.04.2007";"";"";"";"3,857"
"19.04.2007";"";"";"";"3,857"
"18.04.2007";"";"";"";"3,857"
"17.04.2007";"";"";"";"3,856"
"16.04.2007";"";"";"";"3,856"
"13.04.2007";"";"";"";"3,856"
"12.04.2007";"";"";"";"3,858"
"11.04.2007";"";"";"";"3,857"
"10.04.2007";"";"";"";"3,858"
"05.04.2007";"";"";"";"3,862"
"04.04.2007";"";"";"";"3,863"
"03.04.2007";"";"";"";"3,865"
"02.04.2007";"";"";"";"3,864"
"30.03.2007";"";"";"";"3,864"
"29.03.2007";"";"";"";"3,864"
"28.03.2007";"";"";"";"3,865"
"27.03.2007";"";"";"";"3,864"
"26.03.2007";"";"";"";"3,864"
"23.03.2007";"";"";"";"3,863"
"22.03.2007";"";"";"";"3,862"
"21.03.2007";"";"";"";"3,864"
"20.03.2007";"";"";"";"3,863"
"19.03.2007";"";"";"";"3,863"
"16.03.2007";"";"";"";"3,862"
"15.03.2007";"";"";"";"3,856"
"14.03.2007";"";"";"";"3,855"
"13.03.2007";"";"";"";"3,856"
"12.03.2007";"";"";"";"3,855"
"09.03.2007";"";"";"";"3,846"
"08.03.2007";"";"";"";"3,839"
"07.03.2007";"";"";"";"3,808"
"06.03.2007";"";"";"";"3,803"
"05.03.2007";"";"";"";"3,793"
"02.03.2007";"";"";"";"3,786"
"01.03.2007";"";"";"";"3,771"
"28.02.2007";"";"";"";"3,75"
"27.02.2007";"";"";"";"3,745"
"26.02.2007";"";"";"";"3,732"
"23.02.2007";"";"";"";"3,712"
"22.02.2007";"";"";"";"3,703"
"21.02.2007";"";"";"";"3,679"
"20.02.2007";"";"";"";"3,669"
"19.02.2007";"";"";"";"3,658"
"16.02.2007";"";"";"";"3,65"
"15.02.2007";"";"";"";"3,64"
"14.02.2007";"";"";"";"3,615"
"13.02.2007";"";"";"";"3,611"
"12.02.2007";"";"";"";"3,607"
"09.02.2007";"";"";"";"3,606"
"08.02.2007";"";"";"";"3,606"
"07.02.2007";"";"";"";"3,607"
"06.02.2007";"";"";"";"3,607"
"05.02.2007";"";"";"";"3,607"
"02.02.2007";"";"";"";"3,609"
"01.02.2007";"";"";"";"3,609"
"31.01.2007";"";"";"";"3,613"
"30.01.2007";"";"";"";"3,614"
"29.01.2007";"";"";"";"3,614"
"26.01.2007";"";"";"";"3,614"
"25.01.2007";"";"";"";"3,613"
"24.01.2007";"";"";"";"3,613"
"23.01.2007";"";"";"";"3,613"
"22.01.2007";"";"";"";"3,613"
"19.01.2007";"";"";"";"3,613"
"18.01.2007";"";"";"";"3,612"
"17.01.2007";"";"";"";"3,615"
"16.01.2007";"";"";"";"3,614"
"15.01.2007";"";"";"";"3,61"
"12.01.2007";"";"";"";"3,61"
"11.01.2007";"";"";"";"3,615"
"10.01.2007";"";"";"";"3,612"
"09.01.2007";"";"";"";"3,616"
"08.01.2007";"";"";"";"3,62"
"05.01.2007";"";"";"";"3,625"
"04.01.2007";"";"";"";"3,625"
"03.01.2007";"";"";"";"3,627"
"02.01.2007";"";"";"";"3,629"
"29.12.2006";"";"";"";"3,633"
"28.12.2006";"";"";"";"3,634"
"27.12.2006";"";"";"";"3,672"
"22.12.2006";"";"";"";"3,671"
"21.12.2006";"";"";"";"3,665"
"20.12.2006";"";"";"";"3,663"
"19.12.2006";"";"";"";"3,663"
"18.12.2006";"";"";"";"3,657"
"15.12.2006";"";"";"";"3,655"
"14.12.2006";"";"";"";"3,654"
"13.12.2006";"";"";"";"3,653"
"12.12.2006";"";"";"";"3,653"
"11.12.2006";"";"";"";"3,65"
"08.12.2006";"";"";"";"3,634"
"07.12.2006";"";"";"";"3,625"
"06.12.2006";"";"";"";"3,6"
"05.12.2006";"";"";"";"3,596"
"04.12.2006";"";"";"";"3,594"
"01.12.2006";"";"";"";"3,588"
"30.11.2006";"";"";"";"3,574"
"29.11.2006";"";"";"";"3,548"
"28.11.2006";"";"";"";"3,494"
"27.11.2006";"";"";"";"3,484"
"24.11.2006";"";"";"";"3,474"
"23.11.2006";"";"";"";"3,464"
"22.11.2006";"";"";"";"3,452"
"21.11.2006";"";"";"";"3,443"
"20.11.2006";"";"";"";"3,416"
"17.11.2006";"";"";"";"3,411"
"16.11.2006";"";"";"";"3,404"
"15.11.2006";"";"";"";"3,395"
"14.11.2006";"";"";"";"3,396"
"13.11.2006";"";"";"";"3,379"
"10.11.2006";"";"";"";"3,371"
"09.11.2006";"";"";"";"3,368"
"08.11.2006";"";"";"";"3,365"
"07.11.2006";"";"";"";"3,366"
"06.11.2006";"";"";"";"3,366"
"03.11.2006";"";"";"";"3,37"
"02.11.2006";"";"";"";"3,366"
"01.11.2006";"";"";"";"3,365"
"31.10.2006";"";"";"";"3,383"
"30.10.2006";"";"";"";"3,382"
"27.10.2006";"";"";"";"3,381"
"26.10.2006";"";"";"";"3,378"
"25.10.2006";"";"";"";"3,368"
"24.10.2006";"";"";"";"3,365"
"23.10.2006";"";"";"";"3,364"
"20.10.2006";"";"";"";"3,36"
"19.10.2006";"";"";"";"3,354"
"18.10.2006";"";"";"";"3,35"
"17.10.2006";"";"";"";"3,349"
"16.10.2006";"";"";"";"3,348"
"13.10.2006";"";"";"";"3,347"
"12.10.2006";"";"";"";"3,347"
"11.10.2006";"";"";"";"3,346"
"10.10.2006";"";"";"";"3,345"
"09.10.2006";"";"";"";"3,343"
"06.10.2006";"";"";"";"3,339"
"05.10.2006";"";"";"";"3,336"
"04.10.2006";"";"";"";"3,324"
"03.10.2006";"";"";"";"3,303"
"02.10.2006";"";"";"";"3,291"
"29.09.2006";"";"";"";"3,272"
"28.09.2006";"";"";"";"3,262"
"27.09.2006";"";"";"";"3,242"
"26.09.2006";"";"";"";"3,221"
"25.09.2006";"";"";"";"3,205"
"22.09.2006";"";"";"";"3,201"
"21.09.2006";"";"";"";"3,196"
"20.09.2006";"";"";"";"3,173"
"19.09.2006";"";"";"";"3,172"
"18.09.2006";"";"";"";"3,15"
"15.09.2006";"";"";"";"3,144"
"14.09.2006";"";"";"";"3,14"
"13.09.2006";"";"";"";"3,125"
"12.09.2006";"";"";"";"3,121"
"11.09.2006";"";"";"";"3,102"
"08.09.2006";"";"";"";"3,097"
"07.09.2006";"";"";"";"3,096"
"06.09.2006";"";"";"";"3,096"
"05.09.2006";"";"";"";"3,095"
"04.09.2006";"";"";"";"3,096"
"01.09.2006";"";"";"";"3,096"
"31.08.2006";"";"";"";"3,094"
"30.08.2006";"";"";"";"3,093"
"29.08.2006";"";"";"";"3,094"
"28.08.2006";"";"";"";"3,094"
"25.08.2006";"";"";"";"3,095"
"24.08.2006";"";"";"";"3,099"
"23.08.2006";"";"";"";"3,106"
"22.08.2006";"";"";"";"3,106"
"21.08.2006";"";"";"";"3,106"
"18.08.2006";"";"";"";"3,105"
"17.08.2006";"";"";"";"3,106"
"16.08.2006";"";"";"";"3,105"
"15.08.2006";"";"";"";"3,105"
"14.08.2006";"";"";"";"3,107"
"11.08.2006";"";"";"";"3,105"
"10.08.2006";"";"";"";"3,104"
"09.08.2006";"";"";"";"3,105"
"08.08.2006";"";"";"";"3,104"
"07.08.2006";"";"";"";"3,103"
"04.08.2006";"";"";"";"3,09"
"03.08.2006";"";"";"";"3,064"
"02.08.2006";"";"";"";"3,042"
"01.08.2006";"";"";"";"3,033"
"31.07.2006";"";"";"";"3,03"
"28.07.2006";"";"";"";"3,02"
"27.07.2006";"";"";"";"3,011"
"26.07.2006";"";"";"";"2,992"
"25.07.2006";"";"";"";"2,985"
"24.07.2006";"";"";"";"2,978"
"21.07.2006";"";"";"";"2,963"
"20.07.2006";"";"";"";"2,955"
"19.07.2006";"";"";"";"2,942"
"18.07.2006";"";"";"";"2,934"
"17.07.2006";"";"";"";"2,93"
"14.07.2006";"";"";"";"2,922"
"13.07.2006";"";"";"";"2,916"
"12.07.2006";"";"";"";"2,895"
"11.07.2006";"";"";"";"2,895"
"10.07.2006";"";"";"";"2,895"
"07.07.2006";"";"";"";"2,884"
"06.07.2006";"";"";"";"2,889"
"05.07.2006";"";"";"";"2,889"
"04.07.2006";"";"";"";"2,894"
"03.07.2006";"";"";"";"2,898"
"30.06.2006";"";"";"";"2,897"
"29.06.2006";"";"";"";"2,901"
"28.06.2006";"";"";"";"2,908"
"27.06.2006";"";"";"";"2,901"
"26.06.2006";"";"";"";"2,887"
"23.06.2006";"";"";"";"2,886"
"22.06.2006";"";"";"";"2,885"
"21.06.2006";"";"";"";"2,884"
"20.06.2006";"";"";"";"2,881"
"19.06.2006";"";"";"";"2,876"
"16.06.2006";"";"";"";"2,876"
"15.06.2006";"";"";"";"2,876"
"14.06.2006";"";"";"";"2,874"
"13.06.2006";"";"";"";"2,874"
"12.06.2006";"";"";"";"2,859"
"09.06.2006";"";"";"";"2,845"
"08.06.2006";"";"";"";"2,869"
"07.06.2006";"";"";"";"2,836"
"06.06.2006";"";"";"";"2,834"
"05.06.2006";"";"";"";"2,827"
"02.06.2006";"";"";"";"2,823"
"01.06.2006";"";"";"";"2,821"
"31.05.2006";"";"";"";"2,792"
"30.05.2006";"";"";"";"2,779"
"29.05.2006";"";"";"";"2,765"
"26.05.2006";"";"";"";"2,757"
"25.05.2006";"";"";"";"2,751"
"24.05.2006";"";"";"";"2,731"
"23.05.2006";"";"";"";"2,724"
"22.05.2006";"";"";"";"2,715"
"19.05.2006";"";"";"";"2,698"
"18.05.2006";"";"";"";"2,694"
"17.05.2006";"";"";"";"2,664"
"16.05.2006";"";"";"";"2,664"
"15.05.2006";"";"";"";"2,664"
"12.05.2006";"";"";"";"2,653"
"11.05.2006";"";"";"";"2,647"
"10.05.2006";"";"";"";"2,644"
"09.05.2006";"";"";"";"2,641"
"08.05.2006";"";"";"";"2,64"
"05.05.2006";"";"";"";"2,635"
"04.05.2006";"";"";"";"2,645"
"03.05.2006";"";"";"";"2,667"
"02.05.2006";"";"";"";"2,667"
"28.04.2006";"";"";"";"2,666"
"27.04.2006";"";"";"";"2,666"
"26.04.2006";"";"";"";"2,667"
"25.04.2006";"";"";"";"2,655"
"24.04.2006";"";"";"";"2,653"
"21.04.2006";"";"";"";"2,651"
"20.04.2006";"";"";"";"2,644"
"19.04.2006";"";"";"";"2,643"
"18.04.2006";"";"";"";"2,642"
"13.04.2006";"";"";"";"2,64"
"12.04.2006";"";"";"";"2,637"
"11.04.2006";"";"";"";"2,637"
"10.04.2006";"";"";"";"2,638"
"07.04.2006";"";"";"";"2,641"
"06.04.2006";"";"";"";"2,654"
"05.04.2006";"";"";"";"2,651"
"04.04.2006";"";"";"";"2,649"
"03.04.2006";"";"";"";"2,647"
"31.03.2006";"";"";"";"2,647"
"30.03.2006";"";"";"";"2,649"
"29.03.2006";"";"";"";"2,647"
"28.03.2006";"";"";"";"2,64"
"27.03.2006";"";"";"";"2,638"
"24.03.2006";"";"";"";"2,638"
"23.03.2006";"";"";"";"2,638"
"22.03.2006";"";"";"";"2,637"
"21.03.2006";"";"";"";"2,636"
"20.03.2006";"";"";"";"2,636"
"17.03.2006";"";"";"";"2,634"
"16.03.2006";"";"";"";"2,633"
"15.03.2006";"";"";"";"2,633"
"14.03.2006";"";"";"";"2,634"
"13.03.2006";"";"";"";"2,633"
"10.03.2006";"";"";"";"2,632"
"09.03.2006";"";"";"";"2,632"
"08.03.2006";"";"";"";"2,631"
"07.03.2006";"";"";"";"2,629"
"06.03.2006";"";"";"";"2,628"
"03.03.2006";"";"";"";"2,624"
"02.03.2006";"";"";"";"2,615"
"01.03.2006";"";"";"";"2,601"
"28.02.2006";"";"";"";"2,589"
"27.02.2006";"";"";"";"2,571"
"24.02.2006";"";"";"";"2,551"
"23.02.2006";"";"";"";"2,528"
"22.02.2006";"";"";"";"2,504"
"21.02.2006";"";"";"";"2,492"
"20.02.2006";"";"";"";"2,483"
"17.02.2006";"";"";"";"2,476"
"16.02.2006";"";"";"";"2,468"
"15.02.2006";"";"";"";"2,448"
"14.02.2006";"";"";"";"2,443"
"13.02.2006";"";"";"";"2,437"
"10.02.2006";"";"";"";"2,426"
"09.02.2006";"";"";"";"2,413"
"08.02.2006";"";"";"";"2,397"
"07.02.2006";"";"";"";"2,39"
"06.02.2006";"";"";"";"2,389"
"03.02.2006";"";"";"";"2,386"
"02.02.2006";"";"";"";"2,392"
"01.02.2006";"";"";"";"2,39"
"31.01.2006";"";"";"";"2,387"
"30.01.2006";"";"";"";"2,385"
"27.01.2006";"";"";"";"2,384"
"26.01.2006";"";"";"";"2,385"
"25.01.2006";"";"";"";"2,386"
"24.01.2006";"";"";"";"2,385"
"23.01.2006";"";"";"";"2,385"
"20.01.2006";"";"";"";"2,387"
"19.01.2006";"";"";"";"2,386"
"18.01.2006";"";"";"";"2,385"
"17.01.2006";"";"";"";"2,386"
"16.01.2006";"";"";"";"2,387"
"13.01.2006";"";"";"";"2,389"
"12.01.2006";"";"";"";"2,396"
"11.01.2006";"";"";"";"2,391"
"10.01.2006";"";"";"";"2,386"
"09.01.2006";"";"";"";"2,389"
"06.01.2006";"";"";"";"2,387"
"05.01.2006";"";"";"";"2,39"
"04.01.2006";"";"";"";"2,393"
"03.01.2006";"";"";"";"2,398"
"02.01.2006";"";"";"";"2,399"
"30.12.2005";"";"";"";"2,401"
"29.12.2005";"";"";"";"2,407"
"28.12.2005";"";"";"";"2,428"
"27.12.2005";"";"";"";"2,426"
"23.12.2005";"";"";"";"2,428"
"22.12.2005";"";"";"";"2,426"
"21.12.2005";"";"";"";"2,418"
"20.12.2005";"";"";"";"2,419"
"19.12.2005";"";"";"";"2,417"
"16.12.2005";"";"";"";"2,415"
"15.12.2005";"";"";"";"2,413"
"14.12.2005";"";"";"";"2,408"
"13.12.2005";"";"";"";"2,406"
"12.12.2005";"";"";"";"2,404"
"09.12.2005";"";"";"";"2,404"
"08.12.2005";"";"";"";"2,403"
"07.12.2005";"";"";"";"2,402"
"06.12.2005";"";"";"";"2,404"
"05.12.2005";"";"";"";"2,401"
"02.12.2005";"";"";"";"2,399"
"01.12.2005";"";"";"";"2,406"
"30.11.2005";"";"";"";"2,389"
"29.11.2005";"";"";"";"2,386"
"28.11.2005";"";"";"";"2,326"
"25.11.2005";"";"";"";"2,325"
"24.11.2005";"";"";"";"2,328"
"23.11.2005";"";"";"";"2,323"
"22.11.2005";"";"";"";"2,304"
"21.11.2005";"";"";"";"2,279"
"18.11.2005";"";"";"";"2,201"
"17.11.2005";"";"";"";"2,196"
"16.11.2005";"";"";"";"2,192"
"15.11.2005";"";"";"";"2,192"
"14.11.2005";"";"";"";"2,175"
"11.11.2005";"";"";"";"2,171"
"10.11.2005";"";"";"";"2,171"
"09.11.2005";"";"";"";"2,155"
"08.11.2005";"";"";"";"2,145"
"07.11.2005";"";"";"";"2,132"
"04.11.2005";"";"";"";"2,125"
"03.11.2005";"";"";"";"2,132"
"02.11.2005";"";"";"";"2,124"
"01.11.2005";"";"";"";"2,125"
"31.10.2005";"";"";"";"2,125"
"28.10.2005";"";"";"";"2,126"
"27.10.2005";"";"";"";"2,122"
"26.10.2005";"";"";"";"2,12"
"25.10.2005";"";"";"";"2,116"
"24.10.2005";"";"";"";"2,115"
"21.10.2005";"";"";"";"2,116"
"20.10.2005";"";"";"";"2,117"
"19.10.2005";"";"";"";"2,12"
"18.10.2005";"";"";"";"2,12"
"17.10.2005";"";"";"";"2,121"
"14.10.2005";"";"";"";"2,121"
"13.10.2005";"";"";"";"2,12"
"12.10.2005";"";"";"";"2,121"
"11.10.2005";"";"";"";"2,123"
"10.10.2005";"";"";"";"2,123"
"07.10.2005";"";"";"";"2,124"
"06.10.2005";"";"";"";"2,123"
"05.10.2005";"";"";"";"2,123"
"04.10.2005";"";"";"";"2,121"
"03.10.2005";"";"";"";"2,122"
"30.09.2005";"";"";"";"2,122"
"29.09.2005";"";"";"";"2,121"
"28.09.2005";"";"";"";"2,122"
"27.09.2005";"";"";"";"2,119"
"26.09.2005";"";"";"";"2,117"
"23.09.2005";"";"";"";"2,114"
"22.09.2005";"";"";"";"2,114"
"21.09.2005";"";"";"";"2,114"
"20.09.2005";"";"";"";"2,114"
"19.09.2005";"";"";"";"2,114"
"16.09.2005";"";"";"";"2,115"
"15.09.2005";"";"";"";"2,115"
"14.09.2005";"";"";"";"2,114"
"13.09.2005";"";"";"";"2,115"
"12.09.2005";"";"";"";"2,113"
"09.09.2005";"";"";"";"2,114"
"08.09.2005";"";"";"";"2,114"
"07.09.2005";"";"";"";"2,114"
"06.09.2005";"";"";"";"2,113"
"05.09.2005";"";"";"";"2,112"
"02.09.2005";"";"";"";"2,112"
"01.09.2005";"";"";"";"2,112"
"31.08.2005";"";"";"";"2,112"
"30.08.2005";"";"";"";"2,114"
"29.08.2005";"";"";"";"2,114"
"26.08.2005";"";"";"";"2,113"
"25.08.2005";"";"";"";"2,113"
"24.08.2005";"";"";"";"2,112"
"23.08.2005";"";"";"";"2,11"
"22.08.2005";"";"";"";"2,111"
"19.08.2005";"";"";"";"2,111"
"18.08.2005";"";"";"";"2,112"
"17.08.2005";"";"";"";"2,114"
"16.08.2005";"";"";"";"2,114"
"15.08.2005";"";"";"";"2,114"
"12.08.2005";"";"";"";"2,114"
"11.08.2005";"";"";"";"2,114"
"10.08.2005";"";"";"";"2,113"
"09.08.2005";"";"";"";"2,113"
"08.08.2005";"";"";"";"2,113"
"05.08.2005";"";"";"";"2,112"
"04.08.2005";"";"";"";"2,112"
"03.08.2005";"";"";"";"2,112"
"02.08.2005";"";"";"";"2,112"
"01.08.2005";"";"";"";"2,111"
"29.07.2005";"";"";"";"2,112"
"28.07.2005";"";"";"";"2,109"
"27.07.2005";"";"";"";"2,108"
"26.07.2005";"";"";"";"2,106"
"25.07.2005";"";"";"";"2,106"
"22.07.2005";"";"";"";"2,106"
"21.07.2005";"";"";"";"2,106"
"20.07.2005";"";"";"";"2,106"
"19.07.2005";"";"";"";"2,106"
"18.07.2005";"";"";"";"2,106"
"15.07.2005";"";"";"";"2,106"
"14.07.2005";"";"";"";"2,106"
"13.07.2005";"";"";"";"2,107"
"12.07.2005";"";"";"";"2,107"
"11.07.2005";"";"";"";"2,108"
"08.07.2005";"";"";"";"2,107"
"07.07.2005";"";"";"";"2,105"
"06.07.2005";"";"";"";"2,105"
"05.07.2005";"";"";"";"2,104"
"04.07.2005";"";"";"";"2,104"
"01.07.2005";"";"";"";"2,104"
"30.06.2005";"";"";"";"2,104"
"29.06.2005";"";"";"";"2,104"
"28.06.2005";"";"";"";"2,104"
"27.06.2005";"";"";"";"2,103"
"24.06.2005";"";"";"";"2,104"
"23.06.2005";"";"";"";"2,103"
"22.06.2005";"";"";"";"2,103"
"21.06.2005";"";"";"";"2,104"
"20.06.2005";"";"";"";"2,104"
"17.06.2005";"";"";"";"2,104"
"16.06.2005";"";"";"";"2,104"
"15.06.2005";"";"";"";"2,105"
"14.06.2005";"";"";"";"2,105"
"13.06.2005";"";"";"";"2,104"
"10.06.2005";"";"";"";"2,104"
"09.06.2005";"";"";"";"2,104"
"08.06.2005";"";"";"";"2,103"
"07.06.2005";"";"";"";"2,104"
"06.06.2005";"";"";"";"2,104"
"03.06.2005";"";"";"";"2,104"
"02.06.2005";"";"";"";"2,104"
"01.06.2005";"";"";"";"2,104"
"31.05.2005";"";"";"";"2,105"
"30.05.2005";"";"";"";"2,104"
"27.05.2005";"";"";"";"2,104"
"26.05.2005";"";"";"";"2,104"
"25.05.2005";"";"";"";"2,103"
"24.05.2005";"";"";"";"2,104"
"23.05.2005";"";"";"";"2,104"
"20.05.2005";"";"";"";"2,104"
"19.05.2005";"";"";"";"2,103"
"18.05.2005";"";"";"";"2,103"
"17.05.2005";"";"";"";"2,104"
"16.05.2005";"";"";"";"2,105"
"13.05.2005";"";"";"";"2,104"
"12.05.2005";"";"";"";"2,105"
"11.05.2005";"";"";"";"2,104"
"10.05.2005";"";"";"";"2,104"
"09.05.2005";"";"";"";"2,104"
"06.05.2005";"";"";"";"2,104"
"05.05.2005";"";"";"";"2,105"
"04.05.2005";"";"";"";"2,104"
"03.05.2005";"";"";"";"2,105"
"02.05.2005";"";"";"";"2,105"
"29.04.2005";"";"";"";"2,104"
"28.04.2005";"";"";"";"2,105"
"27.04.2005";"";"";"";"2,104"
"26.04.2005";"";"";"";"2,103"
"25.04.2005";"";"";"";"2,103"
"22.04.2005";"";"";"";"2,104"
"21.04.2005";"";"";"";"2,104"
"20.04.2005";"";"";"";"2,105"
"19.04.2005";"";"";"";"2,105"
"18.04.2005";"";"";"";"2,105"
"15.04.2005";"";"";"";"2,105"
"14.04.2005";"";"";"";"2,105"
"13.04.2005";"";"";"";"2,106"
"12.04.2005";"";"";"";"2,105"
"11.04.2005";"";"";"";"2,105"
"08.04.2005";"";"";"";"2,106"
"07.04.2005";"";"";"";"2,106"
"06.04.2005";"";"";"";"2,105"
"05.04.2005";"";"";"";"2,104"
"04.04.2005";"";"";"";"2,105"
"01.04.2005";"";"";"";"2,104"
"31.03.2005";"";"";"";"2,105"
"30.03.2005";"";"";"";"2,104"
"29.03.2005";"";"";"";"2,105"
"24.03.2005";"";"";"";"2,104"
"23.03.2005";"";"";"";"2,104"
"22.03.2005";"";"";"";"2,103"
"21.03.2005";"";"";"";"2,103"
"18.03.2005";"";"";"";"2,104"
"17.03.2005";"";"";"";"2,104"
"16.03.2005";"";"";"";"2,103"
"15.03.2005";"";"";"";"2,103"
"14.03.2005";"";"";"";"2,103"
"11.03.2005";"";"";"";"2,102"
"10.03.2005";"";"";"";"2,103"
"09.03.2005";"";"";"";"2,101"
"08.03.2005";"";"";"";"2,099"
"07.03.2005";"";"";"";"2,102"
"04.03.2005";"";"";"";"2,103"
"03.03.2005";"";"";"";"2,102"
"02.03.2005";"";"";"";"2,103"
"01.03.2005";"";"";"";"2,103"
"28.02.2005";"";"";"";"2,104"
"25.02.2005";"";"";"";"2,103"
"24.02.2005";"";"";"";"2,102"
"23.02.2005";"";"";"";"2,103"
"22.02.2005";"";"";"";"2,102"
"21.02.2005";"";"";"";"2,102"
"18.02.2005";"";"";"";"2,102"
"17.02.2005";"";"";"";"2,103"
"16.02.2005";"";"";"";"2,104"
"15.02.2005";"";"";"";"2,105"
"14.02.2005";"";"";"";"2,104"
"11.02.2005";"";"";"";"2,104"
"10.02.2005";"";"";"";"2,105"
"09.02.2005";"";"";"";"2,105"
"08.02.2005";"";"";"";"2,105"
"07.02.2005";"";"";"";"2,105"
"04.02.2005";"";"";"";"2,105"
"03.02.2005";"";"";"";"2,105"
"02.02.2005";"";"";"";"2,104"
"01.02.2005";"";"";"";"2,106"
"31.01.2005";"";"";"";"2,107"
"28.01.2005";"";"";"";"2,106"
"27.01.2005";"";"";"";"2,107"
"26.01.2005";"";"";"";"2,107"
"25.01.2005";"";"";"";"2,107"
"24.01.2005";"";"";"";"2,107"
"21.01.2005";"";"";"";"2,107"
"20.01.2005";"";"";"";"2,108"
"19.01.2005";"";"";"";"2,107"
"18.01.2005";"";"";"";"2,109"
"17.01.2005";"";"";"";"2,11"
"14.01.2005";"";"";"";"2,106"
"13.01.2005";"";"";"";"2,107"
"12.01.2005";"";"";"";"2,113"
"11.01.2005";"";"";"";"2,115"
"10.01.2005";"";"";"";"2,114"
"07.01.2005";"";"";"";"2,114"
"06.01.2005";"";"";"";"2,116"
"05.01.2005";"";"";"";"2,116"
"04.01.2005";"";"";"";"2,123"
"03.01.2005";"";"";"";"2,125"
"31.12.2004";"";"";"";"2,128"
"30.12.2004";"";"";"";"2,13"
"29.12.2004";"";"";"";"2,171"
"28.12.2004";"";"";"";"2,174"
"27.12.2004";"";"";"";"2,174"
"24.12.2004";"";"";"";"2,173"
"23.12.2004";"";"";"";"2,174"
"22.12.2004";"";"";"";"2,175"
"21.12.2004";"";"";"";"2,175"
"20.12.2004";"";"";"";"2,174"
"17.12.2004";"";"";"";"2,174"
"16.12.2004";"";"";"";"2,174"
"15.12.2004";"";"";"";"2,175"
"14.12.2004";"";"";"";"2,174"
"13.12.2004";"";"";"";"2,168"
"10.12.2004";"";"";"";"2,167"
"09.12.2004";"";"";"";"2,166"
"08.12.2004";"";"";"";"2,166"
"07.12.2004";"";"";"";"2,165"
"06.12.2004";"";"";"";"2,165"
"03.12.2004";"";"";"";"2,165"
"02.12.2004";"";"";"";"2,165"
"01.12.2004";"";"";"";"2,169"
"30.11.2004";"";"";"";"2,174"
"29.11.2004";"";"";"";"2,174"
"26.11.2004";"";"";"";"2,118"
"25.11.2004";"";"";"";"2,116"
"24.11.2004";"";"";"";"2,114"
"23.11.2004";"";"";"";"2,112"
"22.11.2004";"";"";"";"2,105"
"19.11.2004";"";"";"";"2,104"
"18.11.2004";"";"";"";"2,105"
"17.11.2004";"";"";"";"2,104"
"16.11.2004";"";"";"";"2,103"
"15.11.2004";"";"";"";"2,103"
"12.11.2004";"";"";"";"2,103"
"11.11.2004";"";"";"";"2,101"
"10.11.2004";"";"";"";"2,1"
"09.11.2004";"";"";"";"2,101"
"08.11.2004";"";"";"";"2,101"
"05.11.2004";"";"";"";"2,097"
"04.11.2004";"";"";"";"2,107"
"03.11.2004";"";"";"";"2,094"
"02.11.2004";"";"";"";"2,093"
"01.11.2004";"";"";"";"2,093"
"29.10.2004";"";"";"";"2,092"
"28.10.2004";"";"";"";"2,091"
"27.10.2004";"";"";"";"2,092"
"26.10.2004";"";"";"";"2,091"
"25.10.2004";"";"";"";"2,089"
"22.10.2004";"";"";"";"2,089"
"21.10.2004";"";"";"";"2,089"
"20.10.2004";"";"";"";"2,089"
"19.10.2004";"";"";"";"2,088"
"18.10.2004";"";"";"";"2,085"
"15.10.2004";"";"";"";"2,085"
"14.10.2004";"";"";"";"2,084"
"13.10.2004";"";"";"";"2,084"
"12.10.2004";"";"";"";"2,082"
"11.10.2004";"";"";"";"2,083"
"08.10.2004";"";"";"";"2,084"
"07.10.2004";"";"";"";"2,085"
"06.10.2004";"";"";"";"2,086"
"05.10.2004";"";"";"";"2,083"
"04.10.2004";"";"";"";"2,08"
"01.10.2004";"";"";"";"2,079"
"30.09.2004";"";"";"";"2,08"
"29.09.2004";"";"";"";"2,081"
"28.09.2004";"";"";"";"2,081"
"27.09.2004";"";"";"";"2,081"
"24.09.2004";"";"";"";"2,081"
"23.09.2004";"";"";"";"2,08"
"22.09.2004";"";"";"";"2,081"
"21.09.2004";"";"";"";"2,08"
"20.09.2004";"";"";"";"2,079"
"17.09.2004";"";"";"";"2,079"
"16.09.2004";"";"";"";"2,078"
"15.09.2004";"";"";"";"2,076"
"14.09.2004";"";"";"";"2,077"
