Date;Open;High;Low;Last;Volume;Status
22.08.1997;87,938;0
25.08.1997;87,903;0
26.08.1997;87,842;0
27.08.1997;87,895;0
28.08.1997;87,954;0
29.08.1997;87,968;0
31.08.1997;87,939;0
02.09.1997;87,951;0
03.09.1997;87,957;0
04.09.1997;88,038;0
05.09.1997;88,046;0
08.09.1997;88,159;0
09.09.1997;88,246;0
10.09.1997;88,306;0
11.09.1997;88,287;0
12.09.1997;88,315;0
15.09.1997;88,346;0
16.09.1997;88,419;0
17.09.1997;88,476;0
18.09.1997;88,59;0
19.09.1997;88,425;0
22.09.1997;88,51;0
23.09.1997;88,588;0
24.09.1997;88,628;0
25.09.1997;88,546;0
26.09.1997;88,5;0
29.09.1997;88,526;0
30.09.1997;88,595;0
01.10.1997;88,697;0
02.10.1997;88,701;0
03.10.1997;88,9;0
06.10.1997;88,935;0
07.10.1997;88,806;0
08.10.1997;88,704;0
09.10.1997;88,347;0
10.10.1997;88,172;0
13.10.1997;88,165;0
14.10.1997;88,224;0
15.10.1997;88,052;0
16.10.1997;87,786;0
17.10.1997;87,652;0
20.10.1997;87,715;0
21.10.1997;87,615;0
22.10.1997;87,427;0
23.10.1997;87,659;0
24.10.1997;87,837;0
27.10.1997;87,924;0
28.10.1997;88,026;0
29.10.1997;88,168;0
30.10.1997;88,213;0
31.10.1997;88,258;0
03.11.1997;88,216;0
04.11.1997;88,224;0
05.11.1997;88,131;0
06.11.1997;88,088;0
07.11.1997;88,213;0
10.11.1997;88,239;0
11.11.1997;88,217;0
12.11.1997;88,182;0
13.11.1997;88,21;0
14.11.1997;88,366;0
17.11.1997;88,452;0
18.11.1997;88,428;0
19.11.1997;88,61;0
20.11.1997;88,684;0
21.11.1997;88,66;0
24.11.1997;88,736;0
25.11.1997;88,853;0
26.11.1997;88,798;0
27.11.1997;88,812;0
28.11.1997;88,77;0
30.11.1997;88,799;0
01.12.1997;88,982;0
02.12.1997;89,074;0
03.12.1997;88,969;0
04.12.1997;89,131;0
05.12.1997;89,062;0
08.12.1997;89,187;0
09.12.1997;89,177;0
10.12.1997;89,196;0
11.12.1997;89,467;0
12.12.1997;89,687;0
15.12.1997;89,721;0
16.12.1997;89,732;0
17.12.1997;89,71;0
18.12.1997;89,828;0
19.12.1997;89,897;0
22.12.1997;90,001;0
23.12.1997;90,208;0
24.12.1997;90,269;0
26.12.1997;90,299;0
29.12.1997;90,193;0
30.12.1997;89,848;0
31.12.1997;89,756;0
02.01.1998;89,882;0
05.01.1998;90,379;0
06.01.1998;90,363;0
07.01.1998;90,455;0
08.01.1998;90,708;0
09.01.1998;90,917;0
12.01.1998;91,238;0
13.01.1998;91,16;0
14.01.1998;91,103;0
15.01.1998;91,132;0
16.01.1998;91,12;0
19.01.1998;91,168;0
20.01.1998;91,243;0
21.01.1998;91,09;0
22.01.1998;91,113;0
23.01.1998;91,063;0
26.01.1998;90,352;0
27.01.1998;90,479;0
28.01.1998;91,264;0
29.01.1998;91,334;0
30.01.1998;91,456;0
31.01.1998;91,457;0
02.02.1998;91,459;0
03.02.1998;91,467;0
04.02.1998;91,372;0
05.02.1998;91,37;0
06.02.1998;91,41;0
09.02.1998;91,485;0
10.02.1998;91,583;0
11.02.1998;91,789;0
12.02.1998;91,889;0
13.02.1998;91,963;0
16.02.1998;92,069;0
17.02.1998;92,21;0
18.02.1998;92,222;0
19.02.1998;92,143;0
20.02.1998;92,078;0
23.02.1998;92,272;0
24.02.1998;92,197;0
25.02.1998;92,145;0
26.02.1998;92,256;0
27.02.1998;92,181;0
28.02.1998;92,196;0
02.03.1998;92,278;0
03.03.1998;92,236;0
04.03.1998;91,975;0
05.03.1998;91,972;0
06.03.1998;92,078;0
09.03.1998;92,317;0
10.03.1998;92,476;0
11.03.1998;92,58;0
12.03.1998;92,68;0
13.03.1998;92,687;0
16.03.1998;92,736;0
17.03.1998;92,791;0
18.03.1998;92,737;0
19.03.1998;92,639;0
20.03.1998;92,64;0
23.03.1998;92,641;0
24.03.1998;92,777;0
25.03.1998;92,812;0
26.03.1998;92,743;0
27.03.1998;92,691;0
30.03.1998;92,639;0
31.03.1998;92,556;0
01.04.1998;92,506;0
02.04.1998;92,583;0
03.04.1998;92,775;0
06.04.1998;92,839;0
07.04.1998;92,761;0
08.04.1998;92,793;0
09.04.1998;92,813;0
13.04.1998;92,873;0
14.04.1998;92,86;0
15.04.1998;92,846;0
16.04.1998;92,842;0
17.04.1998;92,897;0
20.04.1998;92,848;0
21.04.1998;92,79;0
22.04.1998;92,786;0
23.04.1998;92,815;0
24.04.1998;92,814;0
27.04.1998;92,712;0
28.04.1998;92,525;0
29.04.1998;92,478;0
30.04.1998;92,492;0
01.05.1998;92,547;0
04.05.1998;92,719;0
05.05.1998;92,683;0
06.05.1998;92,68;0
07.05.1998;92,688;0
08.05.1998;92,779;0
11.05.1998;92,835;0
12.05.1998;92,657;0
13.05.1998;92,813;0
14.05.1998;92,874;0
15.05.1998;92,815;0
18.05.1998;92,871;0
19.05.1998;92,902;0
20.05.1998;93,057;0
21.05.1998;93,113;0
22.05.1998;93,162;0
25.05.1998;93,237;0
26.05.1998;93,341;0
27.05.1998;93,438;0
28.05.1998;93,45;0
29.05.1998;93,562;0
31.05.1998;93,581;0
01.06.1998;93,605;0
02.06.1998;93,681;0
03.06.1998;93,628;0
04.06.1998;93,577;0
05.06.1998;93,602;0
08.06.1998;93,641;0
09.06.1998;93,544;0
10.06.1998;93,702;0
11.06.1998;93,83;0
12.06.1998;93,965;0
15.06.1998;94,119;0
16.06.1998;94,027;0
17.06.1998;93,899;0
18.06.1998;93,867;0
19.06.1998;93,849;0
22.06.1998;94,051;0
23.06.1998;94,095;0
24.06.1998;94,153;0
25.06.1998;94,172;0
26.06.1998;94,23;0
29.06.1998;94,294;0
30.06.1998;94,256;0
01.07.1998;94,282;0
02.07.1998;94,419;0
03.07.1998;94,445;0
06.07.1998;94,626;0
07.07.1998;94,586;0
08.07.1998;94,579;0
09.07.1998;94,637;0
10.07.1998;94,707;0
13.07.1998;94,694;0
14.07.1998;94,684;0
15.07.1998;94,69;0
16.07.1998;94,65;0
17.07.1998;94,677;0
20.07.1998;94,762;0
21.07.1998;94,826;0
22.07.1998;94,808;0
23.07.1998;94,82;0
24.07.1998;94,829;0
27.07.1998;94,885;0
28.07.1998;94,904;0
29.07.1998;94,972;0
30.07.1998;94,969;0
31.07.1998;95,021;0
03.08.1998;95,114;0
04.08.1998;95,204;0
05.08.1998;95,281;0
06.08.1998;95,289;0
07.08.1998;95,421;0
10.08.1998;95,561;0
11.08.1998;95,807;0
12.08.1998;95,786;0
13.08.1998;95,811;0
14.08.1998;95,793;0
17.08.1998;96,025;0
18.08.1998;95,968;0
19.08.1998;95,943;0
20.08.1998;96,032;0
21.08.1998;96,498;0
24.08.1998;96,392;0
25.08.1998;96,676;0
26.08.1998;96,348;0
27.08.1998;96,593;0
28.08.1998;96,87;0
31.08.1998;96,649;0
01.09.1998;96,557;0
02.09.1998;96,431;0
03.09.1998;96,648;0
04.09.1998;96,624;0
07.09.1998;96,697;0
08.09.1998;96,735;0
09.09.1998;97,071;0
10.09.1998;97,439;0
11.09.1998;97,652;0
14.09.1998;97,477;0
15.09.1998;97,616;0
16.09.1998;97,46;0
17.09.1998;97,686;0
18.09.1998;97,618;0
21.09.1998;97,859;0
22.09.1998;97,63;0
23.09.1998;97,542;0
24.09.1998;97,721;0
25.09.1998;97,751;0
28.09.1998;97,839;0
29.09.1998;97,879;0
30.09.1998;98,05;0
01.10.1998;98,374;0
02.10.1998;98,41;0
05.10.1998;98,478;0
06.10.1998;98,472;0
07.10.1998;98,245;0
08.10.1998;97,841;0
09.10.1998;97,007;0
12.10.1998;96,939;0
13.10.1998;97,169;0
14.10.1998;97,337;0
15.10.1998;97,631;0
16.10.1998;97,868;0
19.10.1998;97,909;0
20.10.1998;97,802;0
21.10.1998;97,767;0
22.10.1998;97,813;0
23.10.1998;97,772;0
26.10.1998;97,603;0
27.10.1998;97,908;0
28.10.1998;97,831;0
29.10.1998;97,927;0
30.10.1998;97,899;0
31.10.1998;97,905;0
02.11.1998;97,715;0
03.11.1998;97,947;0
04.11.1998;97,86;0
05.11.1998;97,907;0
06.11.1998;97,672;0
09.11.1998;97,736;0
10.11.1998;97,949;0
11.11.1998;97,91;0
12.11.1998;97,985;0
13.11.1998;98,05;0
16.11.1998;97,944;0
17.11.1998;98,105;0
18.11.1998;98,32;0
19.11.1998;98,444;0
20.11.1998;98,486;0
23.11.1998;98,676;0
24.11.1998;98,674;0
25.11.1998;98,668;0
26.11.1998;98,784;0
27.11.1998;98,92;0
30.11.1998;99,043;0
01.12.1998;99,203;0
02.12.1998;99,325;0
03.12.1998;99,348;0
04.12.1998;99,395;0
07.12.1998;99,469;0
08.12.1998;99,839;0
09.12.1998;99,87;0
10.12.1998;99,955;0
11.12.1998;100,008;0
14.12.1998;99,954;0
15.12.1998;99,9;0
16.12.1998;99,875;0
17.12.1998;99,947;0
18.12.1998;100,104;0
21.12.1998;100,024;0
22.12.1998;99,857;0
23.12.1998;99,856;0
24.12.1998;99,88;0
28.12.1998;99,845;0
29.12.1998;99,954;0
30.12.1998;99,933;0
31.12.1998;100;0
04.01.1999;100,366;0
05.01.1999;100,57;0
06.01.1999;100,576;0
07.01.1999;100,585;0
08.01.1999;100,709;0
11.01.1999;100,559;0
12.01.1999;100,61;0
13.01.1999;100,927;0
14.01.1999;100,959;0
15.01.1999;101,008;0
18.01.1999;101,08;0
19.01.1999;101,178;0
20.01.1999;101,041;0
21.01.1999;101,255;0
22.01.1999;101,407;0
25.01.1999;101,515;0
26.01.1999;101,462;0
27.01.1999;101,452;0
28.01.1999;101,465;0
29.01.1999;101,455;0
31.01.1999;101,474;0
01.02.1999;101,216;0
02.02.1999;101,317;0
03.02.1999;101,153;0
04.02.1999;100,894;0
05.02.1999;100,941;0
08.02.1999;100,762;0
09.02.1999;101,012;0
10.02.1999;101,051;0
11.02.1999;101,167;0
12.02.1999;101,003;0
15.02.1999;100,778;0
16.02.1999;100,584;0
17.02.1999;100,731;0
18.02.1999;100,723;0
19.02.1999;100,852;0
22.02.1999;100,959;0
23.02.1999;101,145;0
24.02.1999;101,09;0
25.02.1999;100,744;0
26.02.1999;100,521;0
28.02.1999;100,55;0
01.03.1999;100,161;0
02.03.1999;100,063;0
03.03.1999;99,968;0
04.03.1999;99,728;0
05.03.1999;100,391;0
08.03.1999;100,461;0
09.03.1999;100,295;0
10.03.1999;100,414;0
11.03.1999;100,533;0
12.03.1999;100,697;0
15.03.1999;100,786;0
16.03.1999;100,84;0
17.03.1999;101,017;0
18.03.1999;101,081;0
19.03.1999;101,062;0
22.03.1999;100,883;0
23.03.1999;100,864;0
24.03.1999;100,953;0
25.03.1999;101,038;0
26.03.1999;100,766;0
29.03.1999;100,847;0
30.03.1999;100,92;0
31.03.1999;101,14;0
01.04.1999;101,173;0
02.04.1999;101,187;0
05.04.1999;101,228;0
06.04.1999;101,517;0
07.04.1999;101,579;0
08.04.1999;101,703;0
09.04.1999;102,007;0
12.04.1999;102,307;0
13.04.1999;102,193;0
14.04.1999;102,188;0
15.04.1999;102,051;0
16.04.1999;102,015;0
19.04.1999;102,043;0
20.04.1999;102,283;0
21.04.1999;102,351;0
22.04.1999;102,333;0
23.04.1999;102,361;0
26.04.1999;102,299;0
27.04.1999;102,423;0
28.04.1999;102,354;0
29.04.1999;102,445;0
30.04.1999;102,395;0
03.05.1999;102,408;0
04.05.1999;102,214;0
05.05.1999;102,089;0
06.05.1999;101,958;0
07.05.1999;101,988;0
10.05.1999;101,807;0
11.05.1999;101,913;0
12.05.1999;101,9;0
13.05.1999;101,98;0
14.05.1999;101,674;0
17.05.1999;101,608;0
18.05.1999;101,705;0
19.05.1999;101,619;0
20.05.1999;101,619;0
21.05.1999;101,763;0
24.05.1999;101,898;0
25.05.1999;101,979;0
26.05.1999;101,958;0
27.05.1999;101,743;0
28.05.1999;101,655;0
31.05.1999;101,661;0
01.06.1999;101,194;0
02.06.1999;100,824;0
03.06.1999;100,894;0
04.06.1999;100,652;0
07.06.1999;100,857;0
08.06.1999;100,944;0
09.06.1999;100,895;0
10.06.1999;100,289;0
11.06.1999;100,242;0
14.06.1999;100,319;0
15.06.1999;100,415;0
16.06.1999;100,545;0
17.06.1999;100,633;0
18.06.1999;100,801;0
21.06.1999;100,682;0
22.06.1999;100,224;0
23.06.1999;99,85;0
24.06.1999;99,33;0
25.06.1999;99,421;0
28.06.1999;99,408;0
29.06.1999;99,457;0
30.06.1999;99,612;0
01.07.1999;99,526;0
02.07.1999;99,197;0
05.07.1999;99,262;0
06.07.1999;98,826;0
07.07.1999;98,541;0
08.07.1999;98,275;0
09.07.1999;98,547;0
12.07.1999;98,582;0
13.07.1999;99,102;0
14.07.1999;99,096;0
15.07.1999;98,53;0
16.07.1999;98,467;0
19.07.1999;98,436;0
20.07.1999;98,78;0
21.07.1999;99,212;0
22.07.1999;99,184;0
23.07.1999;98,931;0
26.07.1999;98,947;0
27.07.1999;98,914;0
28.07.1999;98,859;0
29.07.1999;98,456;0
30.07.1999;98,152;0
31.07.1999;98,16;0
02.08.1999;97,631;0
03.08.1999;97,571;0
04.08.1999;97,654;0
05.08.1999;97,228;0
06.08.1999;96,939;0
09.08.1999;96,844;0
10.08.1999;97,023;0
11.08.1999;97,186;0
12.08.1999;97,356;0
13.08.1999;97,413;0
16.08.1999;97,675;0
17.08.1999;97,888;0
18.08.1999;98,043;0
19.08.1999;98,147;0
20.08.1999;98,211;0
23.08.1999;98,364;0
24.08.1999;98,254;0
25.08.1999;98,494;0
26.08.1999;98,552;0
27.08.1999;98,288;0
30.08.1999;98,215;0
31.08.1999;97,895;0
01.09.1999;97,71;0
02.09.1999;97,295;0
03.09.1999;97,61;0
06.09.1999;97,787;0
07.09.1999;97,308;0
08.09.1999;97,339;0
09.09.1999;97,256;0
10.09.1999;97,325;0
13.09.1999;97,113;0
14.09.1999;97,108;0
15.09.1999;96,917;0
16.09.1999;97,076;0
17.09.1999;97,575;0
20.09.1999;97,469;0
21.09.1999;97,359;0
22.09.1999;97,433;0
23.09.1999;97,527;0
24.09.1999;97,941;0
27.09.1999;97,773;0
28.09.1999;97,659;0
29.09.1999;97,41;0
30.09.1999;97,423;0
01.10.1999;97,029;0
04.10.1999;96,938;0
05.10.1999;97,055;0
06.10.1999;96,934;0
07.10.1999;96,942;0
08.10.1999;96,91;0
11.10.1999;96,85;0
12.10.1999;96,51;0
13.10.1999;96,516;0
14.10.1999;96,007;0
15.10.1999;96,113;0
18.10.1999;96,212;0
19.10.1999;96,182;0
20.10.1999;95,874;0
21.10.1999;96,083;0
22.10.1999;96,109;0
25.10.1999;95,816;0
26.10.1999;95,89;0
27.10.1999;96,328;0
28.10.1999;96,723;0
29.10.1999;97,074;0
31.10.1999;97,097;0
01.11.1999;97,22;0
02.11.1999;97,442;0
03.11.1999;97,393;0
04.11.1999;97,704;0
05.11.1999;97,963;0
08.11.1999;98,287;0
09.11.1999;98,32;0
10.11.1999;98,123;0
11.11.1999;98,209;0
12.11.1999;98,611;0
15.11.1999;98,545;0
16.11.1999;98,817;0
17.11.1999;98,379;0
18.11.1999;98,139;0
19.11.1999;97,983;0
22.11.1999;97,87;0
23.11.1999;97,91;0
24.11.1999;97,611;0
25.11.1999;97,58;0
26.11.1999;97,358;0
29.11.1999;97,307;0
30.11.1999;97,692;0
01.12.1999;97,957;0
02.12.1999;97,685;0
03.12.1999;97,788;0
06.12.1999;98,266;0
07.12.1999;98,503;0
08.12.1999;98,291;0
09.12.1999;98,432;0
10.12.1999;98,71;0
13.12.1999;98,668;0
14.12.1999;98,351;0
15.12.1999;98,468;0
16.12.1999;97,944;0
17.12.1999;97,612;0
20.12.1999;97,553;0
21.12.1999;97,677;0
22.12.1999;97,643;0
23.12.1999;97,758;0
24.12.1999;97,769;0
27.12.1999;97,781;0
28.12.1999;97,745;0
29.12.1999;97,524;0
30.12.1999;97,305;0
31.12.1999;97,307;0
03.01.2000;96,907;0
04.01.2000;96,835;0
05.01.2000;96,79;0
06.01.2000;96,633;0
07.01.2000;96,985;0
10.01.2000;97,35;0
11.01.2000;96,909;0
12.01.2000;96,759;0
13.01.2000;96,895;0
14.01.2000;96,936;0
17.01.2000;96,816;0
18.01.2000;96,541;0
19.01.2000;96,666;0
20.01.2000;96,61;0
21.01.2000;96,687;0
24.01.2000;96,754;0
25.01.2000;96,976;0
26.01.2000;96,956;0
27.01.2000;96,571;0
28.01.2000;96,384;0
31.01.2000;96,678;0
01.02.2000;96,851;0
02.02.2000;97,106;0
03.02.2000;97,132;0
04.02.2000;97,029;0
07.02.2000;96,872;0
08.02.2000;97,031;0
09.02.2000;96,958;0
10.02.2000;96,713;0
11.02.2000;96,693;0
14.02.2000;96,913;0
15.02.2000;96,868;0
16.02.2000;96,789;0
17.02.2000;96,751;0
18.02.2000;96,767;0
21.02.2000;97,022;0
22.02.2000;97,483;0
23.02.2000;97,439;0
24.02.2000;97,554;0
25.02.2000;97,488;0
28.02.2000;97,356;0
29.02.2000;97,308;0
01.03.2000;97,394;0
02.03.2000;97,318;0
03.03.2000;97,433;0
06.03.2000;97,479;0
07.03.2000;97,539;0
08.03.2000;97,562;0
09.03.2000;97,705;0
10.03.2000;97,69;0
13.03.2000;97,798;0
14.03.2000;97,732;0
15.03.2000;97,757;0
16.03.2000;98,288;0
17.03.2000;98,472;0
20.03.2000;98,574;0
21.03.2000;98,614;0
22.03.2000;98,558;0
23.03.2000;98,627;0
24.03.2000;98,546;0
27.03.2000;98,279;0
28.03.2000;98,412;0
29.03.2000;98,318;0
30.03.2000;98,487;0
31.03.2000;98,689;0
03.04.2000;98,766;0
04.04.2000;98,761;0
05.04.2000;98,865;0
06.04.2000;98,843;0
07.04.2000;98,88;0
10.04.2000;98,943;0
11.04.2000;98,986;0
12.04.2000;98,853;0
13.04.2000;98,771;0
14.04.2000;98,628;0
17.04.2000;98,719;0
18.04.2000;98,702;0
19.04.2000;98,602;0
20.04.2000;98,514;0
24.04.2000;98,563;0
25.04.2000;98,434;0
26.04.2000;98,563;0
27.04.2000;98,497;0
28.04.2000;98,495;0
30.04.2000;98,519;0
01.05.2000;98,553;0
02.05.2000;98,273;0
03.05.2000;97,926;0
04.05.2000;97,649;0
05.05.2000;97,636;0
08.05.2000;97,823;0
09.05.2000;98,033;0
10.05.2000;98,125;0
11.05.2000;97,719;0
12.05.2000;97,749;0
15.05.2000;97,898;0
16.05.2000;97,923;0
17.05.2000;97,555;0
18.05.2000;97,463;0
19.05.2000;97,364;0
22.05.2000;97,665;0
23.05.2000;97,707;0
24.05.2000;97,895;0
25.05.2000;98,107;0
26.05.2000;98,433;0
29.05.2000;98,291;0
30.05.2000;98,229;0
31.05.2000;98,268;0
01.06.2000;98,347;0
02.06.2000;98,797;0
05.06.2000;98,876;0
06.06.2000;98,791;0
07.06.2000;98,9;0
08.06.2000;98,499;0
09.06.2000;98,621;0
12.06.2000;98,612;0
13.06.2000;98,876;0
14.06.2000;98,73;0
15.06.2000;98,827;0
16.06.2000;99,07;0
19.06.2000;99,052;0
20.06.2000;98,971;0
21.06.2000;98,604;0
22.06.2000;98,472;0
23.06.2000;98,357;0
26.06.2000;98,398;0
27.06.2000;98,401;0
28.06.2000;98,433;0
29.06.2000;98,649;0
30.06.2000;98,704;0
03.07.2000;98,537;0
04.07.2000;98,515;0
05.07.2000;98,729;0
06.07.2000;98,548;0
07.07.2000;98,74;0
10.07.2000;98,714;0
11.07.2000;98,87;0
12.07.2000;98,738;0
13.07.2000;98,756;0
14.07.2000;98,638;0
17.07.2000;98,514;0
18.07.2000;98,523;0
19.07.2000;98,614;0
20.07.2000;98,789;0
21.07.2000;98,886;0
24.07.2000;98,938;0
25.07.2000;99,082;0
26.07.2000;99,278;0
27.07.2000;99,231;0
28.07.2000;99,156;0
31.07.2000;99,098;0
01.08.2000;99,337;0
02.08.2000;99,247;0
03.08.2000;99,224;0
04.08.2000;99,256;0
07.08.2000;99,415;0
08.08.2000;99,312;0
09.08.2000;99,351;0
10.08.2000;99,508;0
11.08.2000;99,433;0
14.08.2000;99,313;0
15.08.2000;99,129;0
16.08.2000;99,096;0
17.08.2000;99,133;0
18.08.2000;99,1;0
21.08.2000;99,013;0
22.08.2000;99,021;0
23.08.2000;99,169;0
24.08.2000;99,22;0
25.08.2000;99,166;0
28.08.2000;99,177;0
29.08.2000;99,054;0
30.08.2000;99,081;0
31.08.2000;99,126;0
01.09.2000;99,497;0
04.09.2000;99,622;0
05.09.2000;99,561;0
06.09.2000;99,435;0
07.09.2000;99,381;0
08.09.2000;99,333;0
11.09.2000;99,441;0
12.09.2000;99,431;0
13.09.2000;99,517;0
14.09.2000;99,621;0
15.09.2000;99,616;0
18.09.2000;99,552;0
19.09.2000;99,697;0
20.09.2000;99,708;0
21.09.2000;99,819;0
22.09.2000;100,082;0
25.09.2000;99,86;0
26.09.2000;99,949;0
27.09.2000;99,89;0
28.09.2000;99,955;0
29.09.2000;100,111;0
30.09.2000;100,126;0
02.10.2000;100,19;0
03.10.2000;100,208;0
04.10.2000;100,216;0
05.10.2000;100,118;0
06.10.2000;100,174;0
09.10.2000;100,343;0
10.10.2000;100,293;0
11.10.2000;100,419;0
12.10.2000;100,468;0
13.10.2000;100,438;0
16.10.2000;100,33;0
17.10.2000;100,259;0
18.10.2000;100,231;0
19.10.2000;100,158;0
20.10.2000;100,197;0
23.10.2000;100,207;0
24.10.2000;100,255;0
25.10.2000;100,184;0
26.10.2000;100,219;0
27.10.2000;100,352;0
30.10.2000;100,399;0
31.10.2000;100,414;0
01.11.2000;100,535;0
02.11.2000;100,518;0
03.11.2000;100,502;0
06.11.2000;100,519;0
07.11.2000;100,498;0
08.11.2000;100,448;0
09.11.2000;100,55;0
10.11.2000;100,645;0
13.11.2000;100,802;0
14.11.2000;100,862;0
15.11.2000;100,9;0
16.11.2000;100,962;0
17.11.2000;100,953;0
20.11.2000;101,006;0
21.11.2000;100,967;0
22.11.2000;101,076;0
23.11.2000;101,09;0
24.11.2000;101,108;0
27.11.2000;101,151;0
28.11.2000;101,28;0
29.11.2000;101,366;0
30.11.2000;101,624;0
01.12.2000;101,72;0
04.12.2000;101,954;0
05.12.2000;101,938;0
06.12.2000;102,166;0
07.12.2000;102,228;0
08.12.2000;102,156;0
11.12.2000;102,12;0
12.12.2000;102,099;0
13.12.2000;102,344;0
14.12.2000;102,521;0
15.12.2000;102,719;0
18.12.2000;102,905;0
19.12.2000;102,833;0
20.12.2000;102,943;0
21.12.2000;102,937;0
22.12.2000;102,909;0
26.12.2000;102,969;0
27.12.2000;103,046;0
28.12.2000;102,924;0
29.12.2000;103,159;0
31.12.2000;103,187;0
02.01.2001;103,645;0
03.01.2001;103,899;0
04.01.2001;103,981;0
05.01.2001;104,233;0
08.01.2001;104,247;0
09.01.2001;103,992;0
10.01.2001;103,857;0
11.01.2001;103,982;0
12.01.2001;103,726;0
15.01.2001;103,747;0
16.01.2001;103,78;0
17.01.2001;103,834;0
18.01.2001;103,995;0
19.01.2001;103,97;0
22.01.2001;103,907;0
23.01.2001;104,038;0
24.01.2001;103,888;0
25.01.2001;103,864;0
26.01.2001;104,004;0
29.01.2001;104,115;0
30.01.2001;104,271;0
31.01.2001;104,485;0
01.02.2001;104,594;0
02.02.2001;104,594;0
05.02.2001;104,744;0
06.02.2001;104,723;0
07.02.2001;104,814;0
08.02.2001;104,645;0
