sep=;
"Date";"Line(Q.MERG0BC)"
"18.01.2021";"352,562"
"15.01.2021";"352,577"
"14.01.2021";"352,192"
"13.01.2021";"352,558"
"12.01.2021";"351,192"
"11.01.2021";"351,525"
"08.01.2021";"351,862"
"07.01.2021";"351,985"
"06.01.2021";"352,14"
"05.01.2021";"353,891"
"04.01.2021";"354,978"
"31.12.2020";"355,009"
"30.12.2020";"354,547"
"29.12.2020";"354,23"
"28.12.2020";"353,903"
"24.12.2020";"353,629"
"23.12.2020";"353,069"
"22.12.2020";"353,949"
"21.12.2020";"353,429"
"18.12.2020";"353,309"
"17.12.2020";"353,487"
"16.12.2020";"353,318"
"15.12.2020";"353,19"
"14.12.2020";"353,665"
"11.12.2020";"353,718"
"10.12.2020";"353,464"
"09.12.2020";"352,701"
"08.12.2020";"353,522"
"07.12.2020";"353,258"
"04.12.2020";"352,351"
"03.12.2020";"353,102"
"02.12.2020";"352,164"
"01.12.2020";"352,157"
"30.11.2020";"353,375"
"27.11.2020";"352,989"
"26.11.2020";"352,219"
"25.11.2020";"352,1"
"24.11.2020";"352,051"
"23.11.2020";"352,178"
"20.11.2020";"352,514"
"19.11.2020";"351,719"
"18.11.2020";"350,949"
"17.11.2020";"350,584"
"16.11.2020";"349,781"
"13.11.2020";"349,549"
"12.11.2020";"349,541"
"11.11.2020";"348,16"
"10.11.2020";"348,048"
"09.11.2020";"348,075"
"06.11.2020";"349,254"
"05.11.2020";"349,688"
"04.11.2020";"348,821"
"03.11.2020";"346,444"
"02.11.2020";"346,636"
"30.10.2020";"346,229"
"29.10.2020";"346,708"
"28.10.2020";"347,594"
"27.10.2020";"348,086"
"26.10.2020";"347,447"
"23.10.2020";"346,774"
"22.10.2020";"346,395"
"21.10.2020";"346,951"
"20.10.2020";"347,207"
"19.10.2020";"347,934"
"16.10.2020";"347,974"
"15.10.2020";"347,949"
"14.10.2020";"348,149"
"13.10.2020";"347,921"
"12.10.2020";"346,675"
"09.10.2020";"346,554"
"08.10.2020";"346,437"
"07.10.2020";"345,73"
"06.10.2020";"346,273"
"05.10.2020";"345,215"
"02.10.2020";"345,907"
"01.10.2020";"346,147"
"30.09.2020";"345,96"
"29.09.2020";"346,419"
"28.09.2020";"345,842"
"25.09.2020";"345,898"
"24.09.2020";"346,429"
"23.09.2020";"346,965"
"22.09.2020";"347,405"
"21.09.2020";"347,583"
"18.09.2020";"347,424"
"17.09.2020";"347,69"
"16.09.2020";"347,283"
"15.09.2020";"347,304"
"14.09.2020";"347,442"
"11.09.2020";"347,215"
"10.09.2020";"346,675"
"09.09.2020";"346,405"
"08.09.2020";"347,11"
"04.09.2020";"346,558"
"03.09.2020";"348,738"
"02.09.2020";"348,202"
"01.09.2020";"346,911"
"31.08.2020";"346,08"
"28.08.2020";"345,198"
"27.08.2020";"344,96"
"26.08.2020";"346,235"
"25.08.2020";"346,671"
"24.08.2020";"347,582"
"21.08.2020";"347,467"
"20.08.2020";"347,178"
"19.08.2020";"346,667"
"18.08.2020";"346,849"
"17.08.2020";"346,752"
"14.08.2020";"346,45"
"13.08.2020";"346,805"
"12.08.2020";"347,84"
"11.08.2020";"348,114"
"10.08.2020";"349,577"
"07.08.2020";"349,524"
"06.08.2020";"349,838"
"05.08.2020";"349,161"
"04.08.2020";"349,394"
"03.08.2020";"348,239"
"31.07.2020";"348,619"
"30.07.2020";"348,503"
"29.07.2020";"347,733"
"28.07.2020";"347,945"
"27.07.2020";"347,57"
"24.07.2020";"347,658"
"23.07.2020";"347,864"
"22.07.2020";"347,291"
"21.07.2020";"346,466"
"20.07.2020";"345,563"
"17.07.2020";"344,799"
"16.07.2020";"344,83"
"15.07.2020";"344,025"
"14.07.2020";"343,805"
"13.07.2020";"343,126"
"10.07.2020";"343,195"
"09.07.2020";"343,548"
"08.07.2020";"342,456"
"07.07.2020";"342,413"
"06.07.2020";"341,623"
"03.07.2020";"341,044"
"02.07.2020";"340,943"
"01.07.2020";"339,942"
"30.06.2020";"339,938"
"29.06.2020";"339,813"
"26.06.2020";"339,986"
"25.06.2020";"339,542"
"24.06.2020";"339,473"
"23.06.2020";"339,509"
"22.06.2020";"339,795"
"19.06.2020";"339,752"
"18.06.2020";"339,627"
"17.06.2020";"339,327"
"16.06.2020";"338,841"
"15.06.2020";"337,419"
"12.06.2020";"337,675"
"11.06.2020";"338,422"
"10.06.2020";"338,323"
"09.06.2020";"337,561"
"08.06.2020";"337,145"
"05.06.2020";"335,673"
"04.06.2020";"334,498"
"03.06.2020";"334,385"
"02.06.2020";"334,217"
"01.06.2020";"333,712"
"29.05.2020";"333,891"
"28.05.2020";"332,64"
"27.05.2020";"332,563"
"26.05.2020";"331,698"
"25.05.2020";"331,701"
"22.05.2020";"331,62"
"21.05.2020";"331,197"
"20.05.2020";"330,301"
"19.05.2020";"328,638"
"18.05.2020";"327,272"
"15.05.2020";"327,759"
"14.05.2020";"327,871"
"13.05.2020";"327,547"
"12.05.2020";"327,017"
"11.05.2020";"326,155"
"08.05.2020";"327,272"
"07.05.2020";"328,427"
"06.05.2020";"327,419"
"05.05.2020";"328,762"
"04.05.2020";"328,857"
"01.05.2020";"329,361"
"30.04.2020";"329,741"
"29.04.2020";"329,192"
"28.04.2020";"328,979"
"27.04.2020";"328,011"
"24.04.2020";"328,626"
"23.04.2020";"328,155"
"22.04.2020";"327,149"
"21.04.2020";"327,875"
"20.04.2020";"327,693"
"17.04.2020";"327,767"
"16.04.2020";"328,163"
"15.04.2020";"327,501"
"14.04.2020";"325,917"
"13.04.2020";"323,973"
"09.04.2020";"322,05"
"08.04.2020";"317,601"
"07.04.2020";"316,409"
"06.04.2020";"315,529"
"03.04.2020";"315,867"
"02.04.2020";"315,482"
"01.04.2020";"315,624"
"31.03.2020";"315,114"
"30.03.2020";"314,411"
"27.03.2020";"312,439"
"26.03.2020";"310,017"
"25.03.2020";"306,386"
"24.03.2020";"303,489"
"23.03.2020";"302,176"
"20.03.2020";"301,523"
"19.03.2020";"302,137"
"18.03.2020";"306,023"
"17.03.2020";"315,83"
"16.03.2020";"322,365"
"13.03.2020";"323,883"
"12.03.2020";"326,989"
"11.03.2020";"332,624"
"10.03.2020";"335,075"
"09.03.2020";"339,335"
"06.03.2020";"343,358"
"05.03.2020";"341,579"
"04.03.2020";"340,895"
"03.03.2020";"340,185"
"02.03.2020";"339,01"
"28.02.2020";"338,834"
"27.02.2020";"338,137"
"26.02.2020";"338,969"
"25.02.2020";"339,215"
"24.02.2020";"339,091"
"21.02.2020";"338,357"
"20.02.2020";"337,736"
"19.02.2020";"337,168"
"18.02.2020";"337,291"
"17.02.2020";"336,776"
"14.02.2020";"336,695"
"13.02.2020";"336,127"
"12.02.2020";"335,867"
"11.02.2020";"336,353"
"10.02.2020";"336,855"
"07.02.2020";"336,358"
"06.02.2020";"335,273"
"05.02.2020";"334,837"
"04.02.2020";"335,314"
"03.02.2020";"336,402"
"31.01.2020";"336,355"
"30.01.2020";"335,934"
"29.01.2020";"335,749"
"28.01.2020";"334,826"
"27.01.2020";"335,557"
"24.01.2020";"334,808"
"23.01.2020";"334,034"
"22.01.2020";"333,495"
"21.01.2020";"333,158"
"20.01.2020";"331,974"
"17.01.2020";"331,865"
"16.01.2020";"331,912"
"15.01.2020";"331,908"
"14.01.2020";"331,256"
"13.01.2020";"330,861"
"10.01.2020";"331,119"
"09.01.2020";"330,283"
"08.01.2020";"329,898"
"07.01.2020";"330,726"
"06.01.2020";"331,111"
"03.01.2020";"331,696"
"02.01.2020";"330,318"
"31.12.2019";"329,607"
"30.12.2019";"329,853"
"27.12.2019";"330,415"
"26.12.2019";"329,884"
"24.12.2019";"329,765"
"23.12.2019";"329,391"
"20.12.2019";"329,521"
"19.12.2019";"329,424"
"18.12.2019";"329,166"
"17.12.2019";"329,548"
"16.12.2019";"329,25"
"13.12.2019";"329,915"
"12.12.2019";"328,298"
"11.12.2019";"329,792"
"10.12.2019";"329,109"
"09.12.2019";"328,972"
"06.12.2019";"328,494"
"05.12.2019";"328,751"
"04.12.2019";"328,862"
"03.12.2019";"329,756"
"02.12.2019";"327,831"
"30.11.2019";"329,029"
"29.11.2019";"329"
"28.11.2019";"329,099"
"27.11.2019";"329,075"
"26.11.2019";"329,311"
"25.11.2019";"328,544"
"22.11.2019";"328,073"
"21.11.2019";"327,817"
"20.11.2019";"328,516"
"19.11.2019";"328,022"
"18.11.2019";"327,663"
"15.11.2019";"327,339"
"14.11.2019";"327,652"
"13.11.2019";"326,807"
"12.11.2019";"326,144"
"11.11.2019";"325,798"
"08.11.2019";"325,791"
"07.11.2019";"325,919"
"06.11.2019";"327,405"
"05.11.2019";"326,594"
"04.11.2019";"327,598"
"01.11.2019";"328,332"
"31.10.2019";"328,7"
"30.10.2019";"327,167"
"29.10.2019";"326,637"
"28.10.2019";"326,326"
"25.10.2019";"326,969"
"24.10.2019";"327,402"
"23.10.2019";"327,223"
"22.10.2019";"327,062"
"21.10.2019";"326,306"
"18.10.2019";"326,778"
"17.10.2019";"326,592"
"16.10.2019";"326,468"
"15.10.2019";"326,157"
"14.10.2019";"326,249"
"11.10.2019";"326,074"
"10.10.2019";"327,074"
"09.10.2019";"328,263"
"08.10.2019";"329,033"
"07.10.2019";"328,924"
"04.10.2019";"329,458"
"03.10.2019";"328,999"
"02.10.2019";"328,123"
"01.10.2019";"328,049"
"30.09.2019";"327,577"
"27.09.2019";"327,47"
"26.09.2019";"327,327"
"25.09.2019";"326,601"
"24.09.2019";"328,185"
"23.09.2019";"327,279"
"20.09.2019";"326,248"
"19.09.2019";"325,791"
"18.09.2019";"325,398"
"17.09.2019";"324,784"
"16.09.2019";"324,482"
"13.09.2019";"323,381"
"12.09.2019";"325,084"
"11.09.2019";"325,652"
"10.09.2019";"326,02"
"09.09.2019";"327,425"
"06.09.2019";"328,595"
"05.09.2019";"327,999"
"04.09.2019";"329,788"
"03.09.2019";"329,958"
"02.09.2019";"329,595"
"30.08.2019";"329,531"
"29.08.2019";"329,359"
"28.08.2019";"329,997"
"27.08.2019";"329,612"
"26.08.2019";"328,574"
"23.08.2019";"328,818"
"22.08.2019";"327,499"
"21.08.2019";"328,032"
"20.08.2019";"328,049"
"19.08.2019";"327,129"
"16.08.2019";"327,955"
"15.08.2019";"328,208"
"14.08.2019";"327,494"
"13.08.2019";"326,336"
"12.08.2019";"326,777"
"09.08.2019";"325,411"
"08.08.2019";"325,456"
"07.08.2019";"325,932"
"06.08.2019";"325,067"
"05.08.2019";"324,999"
"02.08.2019";"324,027"
"01.08.2019";"323,815"
"31.07.2019";"322,321"
"30.07.2019";"321,656"
"29.07.2019";"321,91"
"26.07.2019";"321,397"
"25.07.2019";"321,272"
"24.07.2019";"321,408"
"23.07.2019";"320,74"
"22.07.2019";"320,863"
"19.07.2019";"320,471"
"18.07.2019";"320,386"
"17.07.2019";"320,106"
"16.07.2019";"319,16"
"15.07.2019";"319,466"
"12.07.2019";"318,934"
"11.07.2019";"318,729"
"10.07.2019";"319,519"
"09.07.2019";"319,767"
"08.07.2019";"320,216"
"05.07.2019";"319,899"
"04.07.2019";"321,226"
"03.07.2019";"321,105"
"02.07.2019";"320,449"
"01.07.2019";"319,497"
"28.06.2019";"319,412"
"27.06.2019";"319,081"
"26.06.2019";"318,338"
"25.06.2019";"319,007"
"24.06.2019";"318,766"
"21.06.2019";"317,634"
"20.06.2019";"318,218"
"19.06.2019";"317,072"
"18.06.2019";"316,529"
"17.06.2019";"315,498"
"14.06.2019";"315,288"
"13.06.2019";"315,232"
"12.06.2019";"314,69"
"11.06.2019";"314,613"
"10.06.2019";"314,364"
"07.06.2019";"314,757"
"06.06.2019";"313,942"
"05.06.2019";"313,804"
"04.06.2019";"313,55"
"03.06.2019";"313,984"
"31.05.2019";"313,303"
"30.05.2019";"312,414"
"29.05.2019";"312,116"
"28.05.2019";"312,039"
"27.05.2019";"311,435"
"24.05.2019";"311,276"
"23.05.2019";"311,628"
"22.05.2019";"310,737"
"21.05.2019";"310,406"
"20.05.2019";"310,706"
"17.05.2019";"311,017"
"16.05.2019";"310,832"
"15.05.2019";"310,987"
"14.05.2019";"310,424"
"13.05.2019";"310,57"
"10.05.2019";"310,165"
"09.05.2019";"310,24"
"08.05.2019";"310,28"
"07.05.2019";"310,858"
"06.05.2019";"310,225"
"03.05.2019";"309,878"
"02.05.2019";"309,626"
"01.05.2019";"310,311"
"30.04.2019";"310,166"
"29.04.2019";"309,825"
"26.04.2019";"310,147"
"25.04.2019";"309,651"
"24.04.2019";"309,718"
"23.04.2019";"308,782"
"22.04.2019";"308,496"
"18.04.2019";"308,866"
"17.04.2019";"308,252"
"16.04.2019";"308,219"
"15.04.2019";"308,505"
"12.04.2019";"308,146"
"11.04.2019";"308,58"
"10.04.2019";"308,811"
"09.04.2019";"308,301"
"08.04.2019";"307,91"
"05.04.2019";"307,941"
"04.04.2019";"307,708"
"03.04.2019";"307,536"
"02.04.2019";"308,033"
"01.04.2019";"307,642"
"29.03.2019";"308,48"
"28.03.2019";"308,654"
"27.03.2019";"308,79"
"26.03.2019";"307,964"
"25.03.2019";"307,835"
"22.03.2019";"307,357"
"21.03.2019";"306,072"
"20.03.2019";"305,655"
"19.03.2019";"304,814"
"18.03.2019";"304,879"
"15.03.2019";"304,609"
"14.03.2019";"304,026"
"13.03.2019";"304,22"
"12.03.2019";"304,28"
"11.03.2019";"303,57"
"08.03.2019";"303,574"
"07.03.2019";"303,641"
"06.03.2019";"302,831"
"05.03.2019";"302,416"
"04.03.2019";"302,377"
"01.03.2019";"301,75"
"28.02.2019";"302,031"
"27.02.2019";"302,059"
"26.02.2019";"302,765"
"25.02.2019";"302,353"
"22.02.2019";"302,32"
"21.02.2019";"301,734"
"20.02.2019";"302,342"
"19.02.2019";"302,421"
"18.02.2019";"302,183"
"15.02.2019";"302,053"
"14.02.2019";"301,964"
"13.02.2019";"301,459"
"12.02.2019";"301,541"
"11.02.2019";"301,758"
"08.02.2019";"302,045"
"07.02.2019";"301,773"
"06.02.2019";"301,276"
"05.02.2019";"301,088"
"04.02.2019";"300,337"
"01.02.2019";"300,466"
"31.01.2019";"300,667"
"30.01.2019";"299,318"
"29.01.2019";"299,022"
"28.01.2019";"298,551"
"25.01.2019";"298,283"
"24.01.2019";"298,457"
"23.01.2019";"297,578"
"22.01.2019";"297,521"
"18.01.2019";"296,543"
"17.01.2019";"296,414"
"16.01.2019";"296,359"
"15.01.2019";"296,257"
"14.01.2019";"296,081"
"11.01.2019";"296,202"
"10.01.2019";"295,744"
"09.01.2019";"295,801"
"08.01.2019";"295,5"
"07.01.2019";"295,675"
"04.01.2019";"295,668"
"03.01.2019";"297,001"
"02.01.2019";"296,051"
"31.12.2018";"295,486"
"28.12.2018";"295,079"
"27.12.2018";"295,216"
"26.12.2018";"294,852"
"24.12.2018";"295,414"
"21.12.2018";"294,95"
"20.12.2018";"295,363"
"19.12.2018";"295,882"
"18.12.2018";"295,275"
"17.12.2018";"294,871"
"14.12.2018";"294,377"
"13.12.2018";"293,978"
"12.12.2018";"293,708"
"11.12.2018";"293,779"
"10.12.2018";"293,794"
"07.12.2018";"293,733"
"06.12.2018";"293,655"
"05.12.2018";"293,475"
"04.12.2018";"293,557"
"03.12.2018";"292,849"
"30.11.2018";"292,26"
"29.11.2018";"292,309"
"28.11.2018";"292,288"
"27.11.2018";"292,426"
"26.11.2018";"292,541"
"23.11.2018";"292,619"
"22.11.2018";"292,395"
"21.11.2018";"292,345"
"20.11.2018";"292,362"
"19.11.2018";"292,825"
"16.11.2018";"292,929"
"15.11.2018";"292,764"
"14.11.2018";"293,21"
"13.11.2018";"293,463"
"12.11.2018";"293,593"
"09.11.2018";"293,5"
"08.11.2018";"293,017"
"07.11.2018";"293,193"
"06.11.2018";"292,973"
"05.11.2018";"292,874"
"02.11.2018";"292,572"
"01.11.2018";"293,269"
"31.10.2018";"293,242"
"30.10.2018";"293,762"
"29.10.2018";"294,294"
"26.10.2018";"294,459"
"25.10.2018";"293,93"
"24.10.2018";"294,389"
"23.10.2018";"293,8"
"22.10.2018";"293,701"
"19.10.2018";"293,671"
"18.10.2018";"294,112"
"17.10.2018";"294,123"
"16.10.2018";"294,277"
"15.10.2018";"294,174"
"12.10.2018";"294,309"
"11.10.2018";"294,284"
"10.10.2018";"293,563"
"09.10.2018";"293,842"
"08.10.2018";"293,57"
"05.10.2018";"293,413"
"04.10.2018";"294,047"
"03.10.2018";"294,866"
"02.10.2018";"296,054"
"01.10.2018";"295,511"
"28.09.2018";"295,782"
"27.09.2018";"295,585"
"26.09.2018";"295,406"
"25.09.2018";"294,84"
"24.09.2018";"295,153"
"21.09.2018";"295,44"
"20.09.2018";"295,156"
"19.09.2018";"294,718"
"18.09.2018";"295,14"
"17.09.2018";"295,751"
"14.09.2018";"295,707"
"13.09.2018";"295,979"
"12.09.2018";"295,796"
"11.09.2018";"295,428"
"10.09.2018";"295,854"
"07.09.2018";"295,69"
"06.09.2018";"296,471"
"05.09.2018";"295,942"
"04.09.2018";"296,117"
"03.09.2018";"296,943"
"31.08.2018";"296,886"
"30.08.2018";"296,883"
"29.08.2018";"296,564"
"28.08.2018";"296,635"
"27.08.2018";"297,074"
"24.08.2018";"297,318"
"23.08.2018";"297,414"
"22.08.2018";"297,42"
"21.08.2018";"297,361"
"20.08.2018";"297,672"
"17.08.2018";"297,011"
"16.08.2018";"296,923"
"15.08.2018";"297,04"
"14.08.2018";"296,467"
"13.08.2018";"296,596"
"10.08.2018";"297,027"
"09.08.2018";"296,281"
"08.08.2018";"295,939"
"07.08.2018";"295,988"
"06.08.2018";"296,382"
"03.08.2018";"295,97"
"02.08.2018";"295,292"
"01.08.2018";"295,058"
"31.07.2018";"295,627"
"30.07.2018";"295,26"
"27.07.2018";"295,509"
"26.07.2018";"295,196"
"25.07.2018";"295,401"
"24.07.2018";"295,088"
"23.07.2018";"294,52"
"20.07.2018";"295,346"
"19.07.2018";"296,058"
"18.07.2018";"295,695"
"17.07.2018";"295,752"
"16.07.2018";"295,706"
"13.07.2018";"295,989"
"12.07.2018";"295,543"
"11.07.2018";"295,412"
"10.07.2018";"295,075"
"09.07.2018";"294,975"
"06.07.2018";"295,031"
"05.07.2018";"294,641"
"04.07.2018";"294,371"
"03.07.2018";"294,415"
"02.07.2018";"293,977"
"29.06.2018";"294,057"
"28.06.2018";"294,009"
"27.06.2018";"294,389"
"26.06.2018";"293,798"
"25.06.2018";"293,957"
"22.06.2018";"293,795"
"21.06.2018";"293,934"
"20.06.2018";"293,877"
"19.06.2018";"294,358"
"18.06.2018";"294,12"
"15.06.2018";"294,271"
"14.06.2018";"293,88"
"13.06.2018";"293,197"
"12.06.2018";"293,262"
"11.06.2018";"293,159"
"08.06.2018";"293,507"
"07.06.2018";"293,481"
"06.06.2018";"293,108"
"05.06.2018";"294,195"
"04.06.2018";"293,925"
"01.06.2018";"294,283"
"31.05.2018";"295,115"
"30.05.2018";"294,777"
"29.05.2018";"295,925"
"28.05.2018";"294,547"
"25.05.2018";"294,27"
"24.05.2018";"293,685"
"23.05.2018";"293,18"
"22.05.2018";"292,53"
"21.05.2018";"292,632"
"18.05.2018";"292,53"
"17.05.2018";"291,985"
"16.05.2018";"292,371"
"15.05.2018";"292,446"
"14.05.2018";"293,611"
"11.05.2018";"293,843"
"10.05.2018";"293,667"
"09.05.2018";"293,139"
"08.05.2018";"293,49"
"07.05.2018";"293,828"
"04.05.2018";"293,799"
"03.05.2018";"293,948"
"02.05.2018";"293,703"
"01.05.2018";"293,802"
"30.04.2018";"294,384"
"27.04.2018";"294,096"
"26.04.2018";"293,528"
"25.04.2018";"293,049"
"24.04.2018";"293,659"
"23.04.2018";"293,868"
"20.04.2018";"294,16"
"19.04.2018";"294,609"
"18.04.2018";"295,598"
"17.04.2018";"296,319"
"16.04.2018";"295,94"
"13.04.2018";"295,879"
"12.04.2018";"295,728"
"11.04.2018";"296,177"
"10.04.2018";"295,928"
"09.04.2018";"295,976"
"06.04.2018";"295,962"
"05.04.2018";"295,098"
"04.04.2018";"295,486"
"03.04.2018";"295,53"
"02.04.2018";"296,119"
"30.03.2018";"296,002"
"29.03.2018";"295,968"
"28.03.2018";"295,436"
"27.03.2018";"295,258"
"26.03.2018";"294,487"
"23.03.2018";"294,579"
"22.03.2018";"294,843"
"21.03.2018";"294,043"
"20.03.2018";"294,486"
"19.03.2018";"295,115"
"16.03.2018";"295,193"
"15.03.2018";"295,366"
"14.03.2018";"295,701"
"13.03.2018";"295,29"
"12.03.2018";"295,124"
"09.03.2018";"294,818"
"08.03.2018";"295,225"
"07.03.2018";"294,922"
"06.03.2018";"295,072"
"05.03.2018";"295,01"
"02.03.2018";"295,184"
"01.03.2018";"295,919"
"28.02.2018";"295,531"
"27.02.2018";"295,067"
"26.02.2018";"295,627"
"23.02.2018";"295,358"
"22.02.2018";"294,836"
"21.02.2018";"294,573"
"20.02.2018";"295,121"
"19.02.2018";"295,334"
"16.02.2018";"295,319"
"15.02.2018";"294,85"
"14.02.2018";"294,421"
"13.02.2018";"295,22"
"12.02.2018";"295,556"
"09.02.2018";"295,73"
"08.02.2018";"296,057"
"07.02.2018";"296,609"
"06.02.2018";"297,401"
"05.02.2018";"297,351"
"02.02.2018";"296,86"
"01.02.2018";"297,902"
"31.01.2018";"298,469"
"30.01.2018";"298,226"
"29.01.2018";"298,553"
"26.01.2018";"298,979"
"25.01.2018";"299,354"
"24.01.2018";"298,798"
"23.01.2018";"299,207"
"22.01.2018";"298,71"
"19.01.2018";"298,859"
"18.01.2018";"299,165"
"17.01.2018";"299,644"
"16.01.2018";"299,963"
"15.01.2018";"299,643"
"12.01.2018";"299,514"
"11.01.2018";"299,534"
"10.01.2018";"299,377"
"09.01.2018";"299,369"
"08.01.2018";"300,106"
"05.01.2018";"299,946"
"04.01.2018";"300,088"
"03.01.2018";"300,121"
"02.01.2018";"299,722"
"31.12.2017";"300,56"
"29.12.2017";"300,526"
"28.12.2017";"300,305"
"27.12.2017";"300,547"
"26.12.2017";"299,647"
"22.12.2017";"299,242"
"21.12.2017";"299,277"
"20.12.2017";"298,934"
"19.12.2017";"299,613"
"18.12.2017";"300,697"
"15.12.2017";"301,131"
"14.12.2017";"300,964"
"13.12.2017";"300,78"
"12.12.2017";"300,081"
"11.12.2017";"300,214"
"08.12.2017";"300,034"
"07.12.2017";"300,098"
"06.12.2017";"300,684"
"05.12.2017";"300,286"
"04.12.2017";"299,813"
"01.12.2017";"299,98"
"30.11.2017";"298,992"
"29.11.2017";"299,198"
"28.11.2017";"299,863"
"27.11.2017";"299,865"
"24.11.2017";"299,598"
"22.11.2017";"299,71"
"21.11.2017";"299,261"
"20.11.2017";"298,869"
"17.11.2017";"298,848"
"16.11.2017";"298,608"
"15.11.2017";"298,825"
"14.11.2017";"298,457"
"13.11.2017";"298,31"
"10.11.2017";"298,261"
"09.11.2017";"299,387"
"08.11.2017";"299,973"
"07.11.2017";"300,209"
"06.11.2017";"300,097"
"03.11.2017";"299,756"
"02.11.2017";"299,731"
"01.11.2017";"299,349"
"31.10.2017";"299,282"
"30.10.2017";"299,287"
"27.10.2017";"298,391"
"26.10.2017";"297,789"
"25.10.2017";"297,665"
"24.10.2017";"298,122"
"23.10.2017";"298,517"
"20.10.2017";"298,194"
"19.10.2017";"299,01"
"18.10.2017";"298,691"
"17.10.2017";"299,207"
"16.10.2017";"298,941"
"13.10.2017";"298,955"
"12.10.2017";"298,291"
"11.10.2017";"298,022"
"10.10.2017";"298,037"
"09.10.2017";"297,654"
"06.10.2017";"297,492"
"05.10.2017";"297,671"
"04.10.2017";"297,884"
"03.10.2017";"297,828"
"02.10.2017";"297,639"
"29.09.2017";"297,458"
"28.09.2017";"297,23"
"27.09.2017";"297,074"
"26.09.2017";"298,086"
"25.09.2017";"298,164"
"22.09.2017";"297,414"
"21.09.2017";"297,233"
"20.09.2017";"297,234"
"19.09.2017";"297,368"
"18.09.2017";"297,291"
"15.09.2017";"297,475"
"14.09.2017";"297,539"
"13.09.2017";"297,508"
"12.09.2017";"297,682"
"11.09.2017";"298,325"
"08.09.2017";"299,08"
"07.09.2017";"299,217"
"06.09.2017";"298,568"
"05.09.2017";"299,172"
"04.09.2017";"298,06"
"01.09.2017";"297,949"
"31.08.2017";"298,444"
"30.08.2017";"298,166"
"29.08.2017";"298,355"
"28.08.2017";"298,091"
"25.08.2017";"297,872"
"24.08.2017";"297,586"
"23.08.2017";"297,817"
"22.08.2017";"297,266"
"21.08.2017";"297,62"
"18.08.2017";"297,408"
"17.08.2017";"297,322"
"16.08.2017";"297,02"
"15.08.2017";"296,501"
"14.08.2017";"296,995"
"11.08.2017";"297,167"
"10.08.2017";"297,169"
"09.08.2017";"297,027"
"08.08.2017";"296,587"
"07.08.2017";"297,063"
"04.08.2017";"296,892"
"03.08.2017";"297,426"
"02.08.2017";"296,92"
"01.08.2017";"296,9"
"31.07.2017";"296,085"
"28.07.2017";"296,088"
"27.07.2017";"295,794"
"26.07.2017";"295,927"
"25.07.2017";"295,354"
"24.07.2017";"296,418"
"21.07.2017";"296,622"
"20.07.2017";"296,017"
"19.07.2017";"295,888"
"18.07.2017";"295,719"
"17.07.2017";"294,994"
"14.07.2017";"294,596"
"13.07.2017";"294,264"
"12.07.2017";"294,507"
"11.07.2017";"293,822"
"10.07.2017";"293,726"
"07.07.2017";"293,267"
"06.07.2017";"293,489"
"05.07.2017";"294,161"
"03.07.2017";"293,799"
"30.06.2017";"294,13"
"29.06.2017";"294,49"
"28.06.2017";"295,212"
"27.06.2017";"295,537"
"26.06.2017";"296,441"
"23.06.2017";"296,122"
"22.06.2017";"295,986"
"21.06.2017";"295,949"
"20.06.2017";"295,918"
"19.06.2017";"295,326"
"16.06.2017";"295,444"
"15.06.2017";"295,278"
"14.06.2017";"295,755"
"13.06.2017";"294,546"
"12.06.2017";"294,536"
"09.06.2017";"294,582"
"08.06.2017";"294,614"
"07.06.2017";"294,907"
"06.06.2017";"295,198"
"05.06.2017";"294,634"
"02.06.2017";"294,878"
"01.06.2017";"294,066"
"31.05.2017";"294,309"
"30.05.2017";"294,094"
"29.05.2017";"293,693"
"26.05.2017";"293,505"
"25.05.2017";"293,279"
"24.05.2017";"292,972"
"23.05.2017";"292,817"
"22.05.2017";"293,146"
"19.05.2017";"293,175"
"18.05.2017";"293,198"
"17.05.2017";"293,467"
"16.05.2017";"292,156"
"15.05.2017";"291,88"
"12.05.2017";"291,944"
"11.05.2017";"291,031"
"10.05.2017";"290,854"
"09.05.2017";"290,688"
"08.05.2017";"290,951"
"05.05.2017";"291,077"
"04.05.2017";"291,074"
"03.05.2017";"291,691"
"02.05.2017";"291,54"
"01.05.2017";"291,045"
"30.04.2017";"291,58"
"28.04.2017";"291,524"
"27.04.2017";"291,337"
"26.04.2017";"290,949"
"25.04.2017";"290,599"
"24.04.2017";"291,178"
"21.04.2017";"291,629"
"20.04.2017";"291,52"
"19.04.2017";"291,972"
"18.04.2017";"292,374"
"17.04.2017";"291,534"
"13.04.2017";"291,727"
"12.04.2017";"290,965"
"11.04.2017";"290,956"
"10.04.2017";"290,122"
"07.04.2017";"289,858"
"06.04.2017";"290,009"
"05.04.2017";"289,836"
"04.04.2017";"289,889"
"03.04.2017";"289,873"
"31.03.2017";"289,063"
"30.03.2017";"288,909"
"29.03.2017";"289,149"
"28.03.2017";"288,653"
"27.03.2017";"288,946"
"24.03.2017";"288,616"
"23.03.2017";"288,283"
"22.03.2017";"288,516"
"21.03.2017";"287,919"
"20.03.2017";"287,536"
"17.03.2017";"287,126"
"16.03.2017";"286,833"
"15.03.2017";"286,944"
"14.03.2017";"285,795"
"13.03.2017";"285,693"
"10.03.2017";"285,907"
"09.03.2017";"285,943"
"08.03.2017";"286,787"
"07.03.2017";"287,585"
