sep=;
"Date";"Line(Q.MERER00)"
"13.08.2008";"187,409"
"12.08.2008";"187,07"
"11.08.2008";"186,777"
"08.08.2008";"186,869"
"07.08.2008";"186,598"
"06.08.2008";"185,745"
"05.08.2008";"185,696"
"04.08.2008";"185,527"
"01.08.2008";"185,325"
"31.07.2008";"185,408"
"30.07.2008";"184,916"
"29.07.2008";"184,429"
"28.07.2008";"184,1"
"25.07.2008";"183,494"
"24.07.2008";"183,575"
"23.07.2008";"182,684"
"22.07.2008";"182,736"
"21.07.2008";"182,683"
"18.07.2008";"183,152"
"17.07.2008";"184,116"
"16.07.2008";"184,473"
"15.07.2008";"184,701"
"14.07.2008";"184,662"
"11.07.2008";"184,408"
"10.07.2008";"184,506"
"09.07.2008";"184,451"
"08.07.2008";"184,568"
"07.07.2008";"184,52"
"04.07.2008";"183,997"
"03.07.2008";"183,513"
"02.07.2008";"182,78"
"01.07.2008";"183,222"
"30.06.2008";"183,269"
"27.06.2008";"184,134"
"26.06.2008";"184,21"
"25.06.2008";"183,645"
"24.06.2008";"183,743"
"23.06.2008";"183,722"
"20.06.2008";"183,53"
"19.06.2008";"183,161"
"18.06.2008";"183,63"
"17.06.2008";"183,613"
"16.06.2008";"183,223"
"13.06.2008";"183,237"
"12.06.2008";"183,785"
"11.06.2008";"184,17"
"10.06.2008";"183,889"
"09.06.2008";"183,902"
"06.06.2008";"184,889"
"05.06.2008";"184,957"
"04.06.2008";"185,929"
"03.06.2008";"185,539"
"02.06.2008";"186,21"
"31.05.2008";"185,629"
"30.05.2008";"185,603"
"29.05.2008";"185,492"
"28.05.2008";"186,076"
"27.05.2008";"186,308"
"26.05.2008";"186,481"
"23.05.2008";"186,616"
"22.05.2008";"186,535"
"21.05.2008";"186,918"
"20.05.2008";"187,426"
"19.05.2008";"187,153"
"16.05.2008";"187,392"
"15.05.2008";"187,111"
"14.05.2008";"187,407"
"13.05.2008";"187,912"
"12.05.2008";"188,349"
"09.05.2008";"188,484"
"08.05.2008";"188,042"
"07.05.2008";"187,461"
"06.05.2008";"187,449"
"05.05.2008";"186,923"
"02.05.2008";"186,545"
"01.05.2008";"186,871"
"30.04.2008";"186,845"
"29.04.2008";"186,646"
"28.04.2008";"185,991"
"25.04.2008";"185,741"
"24.04.2008";"185,529"
"23.04.2008";"185,687"
"22.04.2008";"185,442"
"21.04.2008";"185,686"
"18.04.2008";"185,181"
"17.04.2008";"185,52"
"16.04.2008";"185,858"
"15.04.2008";"186,39"
"14.04.2008";"186,799"
"11.04.2008";"186,727"
"10.04.2008";"186,225"
"09.04.2008";"186,02"
"08.04.2008";"185,903"
"07.04.2008";"185,724"
"04.04.2008";"185,924"
"03.04.2008";"185,476"
"02.04.2008";"185,221"
"01.04.2008";"185,242"
"31.03.2008";"185,654"
"28.03.2008";"185,474"
"27.03.2008";"185,486"
"26.03.2008";"185,491"
"25.03.2008";"185,532"
"24.03.2008";"186,5"
"21.03.2008";"186,399"
"20.03.2008";"186,399"
"19.03.2008";"186,61"
"18.03.2008";"186,867"
"17.03.2008";"187,642"
"14.03.2008";"187,295"
"13.03.2008";"187,457"
"12.03.2008";"187,633"
"11.03.2008";"187,798"
"10.03.2008";"188,545"
"07.03.2008";"188,315"
"06.03.2008";"188,284"
"05.03.2008";"188,313"
"04.03.2008";"188,938"
"03.03.2008";"188,674"
"29.02.2008";"188,704"
"28.02.2008";"188,082"
"27.02.2008";"187,347"
"26.02.2008";"187,391"
"25.02.2008";"187,574"
"22.02.2008";"187,763"
"21.02.2008";"187,565"
"20.02.2008";"187,866"
"19.02.2008";"188,321"
"18.02.2008";"188,094"
"15.02.2008";"188,628"
"14.02.2008";"188,403"
"13.02.2008";"188,712"
"12.02.2008";"188,876"
"11.02.2008";"189,591"
"08.02.2008";"189,61"
"07.02.2008";"189,63"
"06.02.2008";"189,044"
"05.02.2008";"189,407"
"04.02.2008";"188,687"
"01.02.2008";"188,761"
"31.01.2008";"188,639"
"30.01.2008";"187,965"
"29.01.2008";"188,145"
"28.01.2008";"188,392"
"25.01.2008";"188,129"
"24.01.2008";"188,015"
"23.01.2008";"189,103"
"22.01.2008";"188,489"
"21.01.2008";"189,143"
"18.01.2008";"188,938"
"17.01.2008";"188,889"
"16.01.2008";"188,925"
"15.01.2008";"188,458"
"14.01.2008";"188,133"
"11.01.2008";"187,75"
"10.01.2008";"187,656"
"09.01.2008";"187,832"
"08.01.2008";"187,425"
"07.01.2008";"187,745"
"04.01.2008";"187,628"
"03.01.2008";"187,251"
"02.01.2008";"187,018"
"01.01.2008";"185,92"
"31.12.2007";"185,92"
"28.12.2007";"185,828"
"27.12.2007";"185,468"
"26.12.2007";"185,677"
"25.12.2007";"185,628"
"24.12.2007";"185,628"
"21.12.2007";"185,549"
"20.12.2007";"185,954"
"19.12.2007";"185,729"
"18.12.2007";"185,679"
"17.12.2007";"185,476"
"14.12.2007";"185,315"
"13.12.2007";"185,498"
"12.12.2007";"185,374"
"11.12.2007";"185,767"
"10.12.2007";"185,615"
"07.12.2007";"186,068"
"06.12.2007";"186,942"
"05.12.2007";"187,214"
"04.12.2007";"187,32"
"03.12.2007";"187,081"
"30.11.2007";"186,661"
"29.11.2007";"187,054"
"28.11.2007";"186,853"
"27.11.2007";"187,446"
"26.11.2007";"187,58"
"23.11.2007";"187,619"
"22.11.2007";"187,773"
"21.11.2007";"187,814"
"20.11.2007";"187,691"
"19.11.2007";"187,986"
"16.11.2007";"187,692"
"15.11.2007";"187,697"
"14.11.2007";"187,542"
"13.11.2007";"187,8"
"12.11.2007";"188,014"
"09.11.2007";"188,101"
"08.11.2007";"187,877"
"07.11.2007";"187,751"
"06.11.2007";"187,576"
"05.11.2007";"187,689"
"02.11.2007";"187,691"
"01.11.2007";"187,568"
"31.10.2007";"187,398"
"30.10.2007";"187,909"
"29.10.2007";"188,061"
"26.10.2007";"188,021"
"25.10.2007";"188,192"
"24.10.2007";"188,226"
"23.10.2007";"187,877"
"22.10.2007";"187,813"
"19.10.2007";"187,561"
"18.10.2007";"186,918"
"17.10.2007";"186,482"
"16.10.2007";"186,216"
"15.10.2007";"186,2"
"12.10.2007";"186,148"
"11.10.2007";"186,43"
"10.10.2007";"186,566"
"09.10.2007";"186,634"
"08.10.2007";"186,273"
"05.10.2007";"186,23"
"04.10.2007";"186,527"
"03.10.2007";"186,033"
"02.10.2007";"186,148"
"01.10.2007";"186,064"
"30.09.2007";"185,908"
"28.09.2007";"185,86"
"27.09.2007";"185,526"
"26.09.2007";"185,41"
"25.09.2007";"185,67"
"24.09.2007";"185,279"
"21.09.2007";"185,162"
"20.09.2007";"185,007"
"19.09.2007";"185,185"
"18.09.2007";"185,358"
"17.09.2007";"185,919"
"14.09.2007";"185,89"
"13.09.2007";"185,931"
"12.09.2007";"186,421"
"11.09.2007";"186,825"
"10.09.2007";"187,167"
"07.09.2007";"186,955"
"06.09.2007";"186,317"
"05.09.2007";"186,327"
"04.09.2007";"185,892"
"03.09.2007";"185,961"
"31.08.2007";"186,11"
"30.08.2007";"186,367"
"29.08.2007";"186,559"
"28.08.2007";"186,666"
"27.08.2007";"186,45"
"24.08.2007";"186,257"
"23.08.2007";"186,16"
"22.08.2007";"185,986"
"21.08.2007";"186,474"
"20.08.2007";"186,171"
"17.08.2007";"186,12"
"16.08.2007";"186,112"
"15.08.2007";"185,65"
"14.08.2007";"185,579"
"13.08.2007";"185,459"
"10.08.2007";"185,682"
"09.08.2007";"185,353"
"08.08.2007";"185,034"
"07.08.2007";"185,517"
"06.08.2007";"185,655"
"03.08.2007";"185,66"
"02.08.2007";"185,245"
"01.08.2007";"185,413"
"31.07.2007";"185,418"
"30.07.2007";"185,62"
"27.07.2007";"185,766"
"26.07.2007";"186,101"
"25.07.2007";"185,713"
"24.07.2007";"185,555"
"23.07.2007";"185,407"
"20.07.2007";"185,473"
"19.07.2007";"184,86"
"18.07.2007";"184,756"
"17.07.2007";"184,441"
"16.07.2007";"184,634"
"13.07.2007";"184,248"
"12.07.2007";"184,336"
"11.07.2007";"184,653"
"10.07.2007";"184,677"
"09.07.2007";"184,136"
"06.07.2007";"184,003"
"05.07.2007";"184,222"
"04.07.2007";"184,57"
"03.07.2007";"184,876"
"02.07.2007";"185,208"
"30.06.2007";"184,692"
"29.06.2007";"184,668"
"28.06.2007";"184,79"
"27.06.2007";"184,991"
"26.06.2007";"184,691"
"25.06.2007";"184,536"
"22.06.2007";"184,281"
"21.06.2007";"184,274"
"20.06.2007";"184,345"
"19.06.2007";"184,519"
"18.06.2007";"184,118"
"15.06.2007";"184,044"
"14.06.2007";"184,101"
"13.06.2007";"184,034"
"12.06.2007";"184,282"
"11.06.2007";"184,62"
"08.06.2007";"184,504"
"07.06.2007";"184,742"
"06.06.2007";"185,387"
"05.06.2007";"185,042"
"04.06.2007";"185,269"
"01.06.2007";"185,108"
"31.05.2007";"185,449"
"30.05.2007";"185,63"
"29.05.2007";"185,598"
"28.05.2007";"185,597"
"25.05.2007";"185,597"
"24.05.2007";"185,868"
"23.05.2007";"185,723"
"22.05.2007";"185,962"
"21.05.2007";"186,048"
"18.05.2007";"186,072"
"17.05.2007";"186,01"
"16.05.2007";"186,07"
"15.05.2007";"186,102"
"14.05.2007";"186,341"
"11.05.2007";"186,678"
"10.05.2007";"186,608"
"09.05.2007";"186,646"
"08.05.2007";"186,695"
"07.05.2007";"186,539"
"04.05.2007";"186,608"
"03.05.2007";"186,341"
"02.05.2007";"186,453"
"01.05.2007";"186,885"
"30.04.2007";"186,861"
"27.04.2007";"186,31"
"26.04.2007";"186,279"
"25.04.2007";"186,521"
"24.04.2007";"186,681"
"23.04.2007";"186,578"
"20.04.2007";"186,306"
"19.04.2007";"186,338"
"18.04.2007";"186,615"
"17.04.2007";"186,398"
"16.04.2007";"186,141"
"13.04.2007";"185,908"
"12.04.2007";"186,282"
"11.04.2007";"186,532"
"10.04.2007";"186,626"
"09.04.2007";"186,87"
"06.04.2007";"186,775"
"05.04.2007";"186,775"
"04.04.2007";"186,916"
"03.04.2007";"186,731"
"02.04.2007";"186,876"
"31.03.2007";"186,94"
"30.03.2007";"186,916"
"29.03.2007";"186,961"
"28.03.2007";"187,177"
"27.03.2007";"187,229"
"26.03.2007";"187,328"
"23.03.2007";"187,237"
"22.03.2007";"187,567"
"21.03.2007";"187,628"
"20.03.2007";"187,704"
"19.03.2007";"187,548"
"16.03.2007";"187,697"
"15.03.2007";"187,694"
"14.03.2007";"187,999"
"13.03.2007";"187,858"
"12.03.2007";"187,662"
"09.03.2007";"187,426"
"08.03.2007";"187,631"
"07.03.2007";"187,731"
"06.03.2007";"187,724"
"05.03.2007";"187,743"
"02.03.2007";"187,577"
"01.03.2007";"187,404"
"28.02.2007";"187,333"
"27.02.2007";"187,254"
"26.02.2007";"187,018"
"23.02.2007";"186,543"
"22.02.2007";"186,223"
"21.02.2007";"186,496"
"20.02.2007";"186,353"
"19.02.2007";"186,267"
"16.02.2007";"186,324"
"15.02.2007";"186,361"
"14.02.2007";"185,937"
"13.02.2007";"185,745"
"12.02.2007";"185,86"
"09.02.2007";"185,87"
"08.02.2007";"186,161"
"07.02.2007";"186,31"
"06.02.2007";"186,27"
"05.02.2007";"186,248"
"02.02.2007";"185,941"
"01.02.2007";"185,648"
"31.01.2007";"185,479"
"30.01.2007";"185,375"
"29.01.2007";"185,333"
"26.01.2007";"185,455"
"25.01.2007";"185,469"
"24.01.2007";"185,696"
"23.01.2007";"185,865"
"22.01.2007";"185,847"
"19.01.2007";"185,512"
"18.01.2007";"185,414"
"17.01.2007";"185,575"
"16.01.2007";"185,503"
"15.01.2007";"185,396"
"12.01.2007";"185,25"
"11.01.2007";"185,575"
"10.01.2007";"185,462"
"09.01.2007";"185,505"
"08.01.2007";"185,67"
"05.01.2007";"185,535"
"04.01.2007";"185,934"
"03.01.2007";"185,741"
"02.01.2007";"185,85"
"01.01.2007";"185,471"
"31.12.2006";"185,518"
"29.12.2006";"185,471"
"28.12.2006";"185,456"
"27.12.2006";"185,625"
"26.12.2006";"185,88"
"25.12.2006";"185,786"
"22.12.2006";"185,786"
"21.12.2006";"185,895"
"20.12.2006";"186,025"
"19.12.2006";"185,956"
"18.12.2006";"186,245"
"15.12.2006";"186,341"
"14.12.2006";"186,433"
"13.12.2006";"186,683"
"12.12.2006";"186,783"
"11.12.2006";"186,76"
"08.12.2006";"186,883"
"07.12.2006";"186,994"
"06.12.2006";"187,234"
"05.12.2006";"187,3"
"04.12.2006";"187,437"
"01.12.2006";"187,36"
"30.11.2006";"187,081"
"29.11.2006";"186,828"
"28.11.2006";"186,993"
"27.11.2006";"186,813"
"24.11.2006";"186,885"
"23.11.2006";"186,508"
"22.11.2006";"186,771"
"21.11.2006";"186,738"
"20.11.2006";"186,691"
"17.11.2006";"186,519"
"16.11.2006";"186,256"
"15.11.2006";"186,29"
"14.11.2006";"186,516"
"13.11.2006";"186,341"
"10.11.2006";"186,47"
"09.11.2006";"186,125"
"08.11.2006";"185,978"
"07.11.2006";"186,179"
"06.11.2006";"185,777"
"03.11.2006";"185,873"
"02.11.2006";"186,199"
"01.11.2006";"186,444"
"31.10.2006";"186,023"
"30.10.2006";"185,499"
"27.10.2006";"185,342"
"26.10.2006";"184,941"
"25.10.2006";"184,754"
"24.10.2006";"184,77"
"23.10.2006";"184,719"
"20.10.2006";"184,989"
"19.10.2006";"184,925"
"18.10.2006";"185,089"
"17.10.2006";"185,215"
"16.10.2006";"184,95"
"13.10.2006";"184,869"
"12.10.2006";"184,994"
"11.10.2006";"184,937"
"10.10.2006";"184,876"
"09.10.2006";"185,328"
"06.10.2006";"185,283"
"05.10.2006";"185,559"
"04.10.2006";"185,603"
"03.10.2006";"185,259"
"02.10.2006";"185,59"
"30.09.2006";"185,337"
"29.09.2006";"185,314"
"28.09.2006";"185,485"
"27.09.2006";"185,656"
"26.09.2006";"185,815"
"25.09.2006";"185,843"
"22.09.2006";"185,449"
"21.09.2006";"184,726"
"20.09.2006";"184,658"
"19.09.2006";"184,576"
"18.09.2006";"184,169"
"15.09.2006";"184,564"
"14.09.2006";"184,455"
"13.09.2006";"184,48"
"12.09.2006";"184,157"
"11.09.2006";"184,352"
"08.09.2006";"184,529"
"07.09.2006";"184,349"
"06.09.2006";"184,201"
"05.09.2006";"184,563"
"04.09.2006";"184,864"
"01.09.2006";"184,834"
"31.08.2006";"184,688"
"30.08.2006";"184,378"
"29.08.2006";"184,163"
"28.08.2006";"184,5"
"25.08.2006";"184,427"
"24.08.2006";"184,254"
"23.08.2006";"184,16"
"22.08.2006";"184,271"
"21.08.2006";"183,67"
"18.08.2006";"183,303"
"17.08.2006";"183,188"
"16.08.2006";"183,089"
"15.08.2006";"182,762"
"14.08.2006";"182,511"
"11.08.2006";"182,642"
"10.08.2006";"182,983"
"09.08.2006";"182,965"
"08.08.2006";"183,164"
"07.08.2006";"183,078"
"04.08.2006";"182,954"
"03.08.2006";"182,375"
"02.08.2006";"182,815"
"01.08.2006";"182,846"
"31.07.2006";"182,868"
"28.07.2006";"182,768"
"27.07.2006";"182,549"
"26.07.2006";"182,229"
"25.07.2006";"182,4"
"24.07.2006";"182,397"
"21.07.2006";"182,361"
"20.07.2006";"182,041"
"19.07.2006";"182,04"
"18.07.2006";"181,766"
"17.07.2006";"181,938"
"14.07.2006";"182,014"
"13.07.2006";"181,486"
"12.07.2006";"181,074"
"11.07.2006";"181,386"
"10.07.2006";"181,008"
"07.07.2006";"181,111"
"06.07.2006";"180,744"
"05.07.2006";"180,601"
"04.07.2006";"181,085"
"03.07.2006";"180,934"
"30.06.2006";"180,945"
"29.06.2006";"180,999"
"28.06.2006";"180,612"
"27.06.2006";"180,6"
"26.06.2006";"180,623"
"23.06.2006";"180,777"
"22.06.2006";"181,028"
"21.06.2006";"181,345"
"20.06.2006";"181,521"
"19.06.2006";"181,786"
"16.06.2006";"182,05"
"15.06.2006";"181,909"
"14.06.2006";"182,423"
"13.06.2006";"182,758"
"12.06.2006";"182,435"
"09.06.2006";"182,171"
"08.06.2006";"182,09"
"07.06.2006";"181,576"
"06.06.2006";"181,582"
"05.06.2006";"181,899"
"02.06.2006";"182,16"
"01.06.2006";"181,715"
"31.05.2006";"181,793"
"30.05.2006";"182,167"
"29.05.2006";"182,538"
"26.05.2006";"182,531"
"25.05.2006";"182,529"
"24.05.2006";"182,452"
"23.05.2006";"182,166"
"22.05.2006";"182,3"
"19.05.2006";"181,752"
"18.05.2006";"181,621"
"17.05.2006";"181,172"
"16.05.2006";"181,708"
"15.05.2006";"181,361"
"12.05.2006";"180,778"
"11.05.2006";"180,775"
"10.05.2006";"181,223"
"09.05.2006";"181,002"
"08.05.2006";"181,061"
"05.05.2006";"181,136"
"04.05.2006";"180,865"
"03.05.2006";"181,01"
"02.05.2006";"181,141"
"01.05.2006";"181,243"
"30.04.2006";"181,22"
"28.04.2006";"181,174"
"27.04.2006";"180,996"
"26.04.2006";"180,816"
"25.04.2006";"180,893"
"24.04.2006";"181,345"
"21.04.2006";"181,176"
"20.04.2006";"181,297"
"19.04.2006";"181,06"
"18.04.2006";"181,095"
"17.04.2006";"180,909"
"14.04.2006";"180,816"
"13.04.2006";"180,816"
"12.04.2006";"181,427"
"11.04.2006";"181,48"
"10.04.2006";"181,351"
"07.04.2006";"181,366"
"06.04.2006";"181,313"
"05.04.2006";"181,426"
"04.04.2006";"181,411"
"03.04.2006";"181,467"
"31.03.2006";"181,861"
"30.03.2006";"181,831"
"29.03.2006";"181,932"
"28.03.2006";"182,198"
"27.03.2006";"183,001"
"24.03.2006";"182,896"
"23.03.2006";"182,564"
"22.03.2006";"182,772"
"21.03.2006";"182,559"
"20.03.2006";"182,619"
"17.03.2006";"182,36"
"16.03.2006";"182,58"
"15.03.2006";"182,377"
"14.03.2006";"182,627"
"13.03.2006";"182,278"
"10.03.2006";"182,35"
"09.03.2006";"182,68"
"08.03.2006";"182,674"
"07.03.2006";"182,983"
"06.03.2006";"183,09"
"03.03.2006";"182,937"
"02.03.2006";"183,179"
"01.03.2006";"183,693"
"28.02.2006";"183,842"
"27.02.2006";"183,505"
"24.02.2006";"183,775"
"23.02.2006";"183,808"
"22.02.2006";"184,351"
"21.02.2006";"184,254"
"20.02.2006";"184,32"
"17.02.2006";"184,175"
"16.02.2006";"183,678"
"15.02.2006";"183,772"
"14.02.2006";"183,769"
"13.02.2006";"183,666"
"10.02.2006";"183,896"
"09.02.2006";"183,749"
"08.02.2006";"183,582"
"07.02.2006";"183,488"
"06.02.2006";"183,712"
"03.02.2006";"183,652"
"02.02.2006";"183,462"
"01.02.2006";"183,36"
"31.01.2006";"183,718"
"30.01.2006";"183,643"
"27.01.2006";"183,608"
"26.01.2006";"183,596"
"25.01.2006";"184,016"
"24.01.2006";"184,373"
"23.01.2006";"184,243"
"20.01.2006";"184,369"
"19.01.2006";"184,542"
"18.01.2006";"185,086"
"17.01.2006";"185,239"
"16.01.2006";"185,067"
"13.01.2006";"185,091"
"12.01.2006";"185,01"
"11.01.2006";"184,839"
"10.01.2006";"185,025"
"09.01.2006";"185,27"
"06.01.2006";"185,245"
"05.01.2006";"185,153"
"04.01.2006";"185,025"
"03.01.2006";"184,391"
"02.01.2006";"184,417"
"31.12.2005";"184,439"
"30.12.2005";"184,417"
"29.12.2005";"184,271"
"28.12.2005";"184,495"
"27.12.2005";"184,252"
"26.12.2005";"184,177"
"23.12.2005";"184,177"
"22.12.2005";"183,877"
"21.12.2005";"183,817"
"20.12.2005";"184,176"
"19.12.2005";"184,27"
"16.12.2005";"184,202"
"15.12.2005";"184,025"
"14.12.2005";"184,129"
"13.12.2005";"183,965"
"12.12.2005";"183,946"
"09.12.2005";"183,668"
"08.12.2005";"184,271"
"07.12.2005";"184,14"
"06.12.2005";"184,386"
"05.12.2005";"184,131"
"02.12.2005";"184,215"
"01.12.2005";"183,998"
"30.11.2005";"183,633"
"29.11.2005";"183,538"
"28.11.2005";"183,864"
"25.11.2005";"183,879"
"24.11.2005";"183,943"
"23.11.2005";"183,255"
"22.11.2005";"183,071"
"21.11.2005";"183,11"
"18.11.2005";"182,493"
"17.11.2005";"183,432"
"16.11.2005";"183,635"
"15.11.2005";"182,981"
"14.11.2005";"182,775"
"11.11.2005";"182,798"
"10.11.2005";"182,706"
"09.11.2005";"182,634"
"08.11.2005";"183,13"
"07.11.2005";"182,853"
"04.11.2005";"182,893"
"03.11.2005";"183,122"
"02.11.2005";"183,243"
"01.11.2005";"183,542"
"31.10.2005";"183,807"
"28.10.2005";"183,629"
"27.10.2005";"183,738"
"26.10.2005";"184,051"
"25.10.2005";"184,584"
"24.10.2005";"185,109"
"21.10.2005";"185,028"
"20.10.2005";"184,598"
"19.10.2005";"184,921"
"18.10.2005";"184,628"
"17.10.2005";"184,562"
"14.10.2005";"184,576"
"13.10.2005";"184,608"
"12.10.2005";"185,031"
"11.10.2005";"185,301"
"10.10.2005";"185,479"
"07.10.2005";"185,286"
"06.10.2005";"185,388"
"05.10.2005";"185,541"
"04.10.2005";"185,486"
"03.10.2005";"185,337"
"30.09.2005";"185,674"
"29.09.2005";"185,555"
"28.09.2005";"185,775"
"27.09.2005";"185,816"
"26.09.2005";"185,892"
"23.09.2005";"186,336"
"22.09.2005";"186,663"
"21.09.2005";"186,648"
"20.09.2005";"186,191"
"19.09.2005";"186,133"
"16.09.2005";"185,716"
"15.09.2005";"185,991"
"14.09.2005";"186,194"
"13.09.2005";"186,134"
"12.09.2005";"185,913"
"09.09.2005";"186,449"
"08.09.2005";"186,256"
"07.09.2005";"186,05"
"06.09.2005";"186,161"
"05.09.2005";"186,403"
"02.09.2005";"186,266"
"01.09.2005";"186,187"
"31.08.2005";"185,776"
"30.08.2005";"185,411"
"29.08.2005";"185,417"
"26.08.2005";"185,348"
"25.08.2005";"185,393"
"24.08.2005";"185,189"
"23.08.2005";"185,207"
"22.08.2005";"185,094"
"19.08.2005";"184,996"
"18.08.2005";"184,963"
"17.08.2005";"184,672"
"16.08.2005";"184,647"
"15.08.2005";"184,284"
"12.08.2005";"184,027"
"11.08.2005";"183,608"
"10.08.2005";"183,49"
"09.08.2005";"183,292"
"08.08.2005";"183,324"
"05.08.2005";"183,323"
"04.08.2005";"183,645"
"03.08.2005";"183,639"
"02.08.2005";"183,622"
"01.08.2005";"183,843"
"31.07.2005";"184,278"
"29.07.2005";"184,232"
"28.07.2005";"184,262"
"27.07.2005";"184,323"
"26.07.2005";"184,21"
"25.07.2005";"184,396"
"22.07.2005";"184,122"
"21.07.2005";"183,779"
"20.07.2005";"183,682"
"19.07.2005";"183,785"
"18.07.2005";"183,967"
"15.07.2005";"183,728"
"14.07.2005";"183,782"
"13.07.2005";"183,929"
"12.07.2005";"184,103"
"11.07.2005";"184,142"
"08.07.2005";"184,314"
"07.07.2005";"184,244"
"06.07.2005";"183,983"
"05.07.2005";"184,026"
"04.07.2005";"184,32"
"01.07.2005";"184,463"
"30.06.2005";"184,527"
"29.06.2005";"184,258"
"28.06.2005";"184,177"
"27.06.2005";"184,548"
"24.06.2005";"184,325"
"23.06.2005";"184,269"
"22.06.2005";"184,281"
"21.06.2005";"183,656"
"20.06.2005";"183,022"
"17.06.2005";"182,889"
"16.06.2005";"182,674"
"15.06.2005";"183,09"
"14.06.2005";"183,579"
"13.06.2005";"183,68"
"10.06.2005";"183,832"
"09.06.2005";"183,949"
"08.06.2005";"184,006"
"07.06.2005";"183,669"
"06.06.2005";"183,284"
"03.06.2005";"183,188"
"02.06.2005";"183,147"
"01.06.2005";"182,952"
"31.05.2005";"182,525"
"30.05.2005";"182,142"
"27.05.2005";"182,098"
"26.05.2005";"182,05"
"25.05.2005";"182,053"
"24.05.2005";"181,783"
"23.05.2005";"181,42"
"20.05.2005";"181,104"
"19.05.2005";"181,244"
"18.05.2005";"181,202"
"17.05.2005";"181,092"
"16.05.2005";"181,226"
"13.05.2005";"181,269"
"12.05.2005";"181,239"
"11.05.2005";"181,29"
"10.05.2005";"181,127"
"09.05.2005";"180,74"
"06.05.2005";"180,621"
"05.05.2005";"181,134"
"04.05.2005";"181,003"
"03.05.2005";"181,165"
"02.05.2005";"181,037"
"30.04.2005";"180,951"
"29.04.2005";"180,928"
"28.04.2005";"180,877"
"27.04.2005";"180,694"
"26.04.2005";"180,541"
"25.04.2005";"180,547"
"22.04.2005";"180,388"
"21.04.2005";"180,312"
"20.04.2005";"180,183"
"19.04.2005";"180,019"
"18.04.2005";"179,843"
"15.04.2005";"179,733"
"14.04.2005";"179,746"
"13.04.2005";"179,897"
"12.04.2005";"179,809"
"11.04.2005";"179,731"
"08.04.2005";"179,671"
"07.04.2005";"179,762"
"06.04.2005";"179,408"
"05.04.2005";"179,232"
"04.04.2005";"179,238"
"01.04.2005";"179,173"
"31.03.2005";"178,969"
"30.03.2005";"178,62"
"29.03.2005";"178,444"
"28.03.2005";"178,457"
"25.03.2005";"178,378"
"24.03.2005";"178,378"
"23.03.2005";"178,143"
"22.03.2005";"178,359"
"21.03.2005";"178,336"
"18.03.2005";"178,714"
"17.03.2005";"178,867"
"16.03.2005";"178,943"
"15.03.2005";"179,063"
"14.03.2005";"178,726"
"11.03.2005";"178,807"
"10.03.2005";"178,694"
"09.03.2005";"178,924"
"08.03.2005";"179,329"
"07.03.2005";"179,451"
"04.03.2005";"179,083"
"03.03.2005";"178,691"
"02.03.2005";"178,541"
"01.03.2005";"178,764"
"28.02.2005";"178,885"
"25.02.2005";"178,749"
"24.02.2005";"178,71"
"23.02.2005";"178,853"
"22.02.2005";"178,794"
"21.02.2005";"178,757"
"18.02.2005";"179,002"
"17.02.2005";"179,537"
"16.02.2005";"179,738"
"15.02.2005";"179,906"
"14.02.2005";"180,082"
"11.02.2005";"180,195"
"10.02.2005";"180,212"
"09.02.2005";"180,057"
"08.02.2005";"179,829"
"07.02.2005";"179,757"
"04.02.2005";"179,56"
"03.02.2005";"179,219"
"02.02.2005";"179,332"
"01.02.2005";"179,364"
"31.01.2005";"179,247"
"28.01.2005";"179,055"
"27.01.2005";"178,76"
"26.01.2005";"178,958"
"25.01.2005";"179,066"
"24.01.2005";"178,95"
"21.01.2005";"178,685"
"20.01.2005";"178,617"
"19.01.2005";"179,016"
"18.01.2005";"178,87"
"17.01.2005";"178,86"
"14.01.2005";"178,648"
"13.01.2005";"178,65"
"12.01.2005";"178,339"
"11.01.2005";"178,338"
"10.01.2005";"178,31"
"07.01.2005";"178,128"
"06.01.2005";"177,904"
"05.01.2005";"177,613"
"04.01.2005";"177,652"
"03.01.2005";"177,332"
"31.12.2004";"177,274"
"30.12.2004";"177,247"
"29.12.2004";"177,222"
"28.12.2004";"177,353"
"27.12.2004";"177,752"
"24.12.2004";"177,819"
"23.12.2004";"177,819"
"22.12.2004";"177,561"
"21.12.2004";"177,666"
"20.12.2004";"177,915"
"17.12.2004";"177,726"
"16.12.2004";"178,082"
"15.12.2004";"178,268"
"14.12.2004";"177,957"
"13.12.2004";"177,962"
"10.12.2004";"177,817"
"09.12.2004";"177,777"
"08.12.2004";"177,54"
"07.12.2004";"177,417"
"06.12.2004";"177,165"
"03.12.2004";"176,652"
"02.12.2004";"176,289"
"01.12.2004";"176,571"
"30.11.2004";"176,436"
"29.11.2004";"176,348"
"26.11.2004";"176,497"
"25.11.2004";"176,45"
"24.11.2004";"176,218"
"23.11.2004";"176,093"
"22.11.2004";"175,945"
"19.11.2004";"175,688"
"18.11.2004";"175,596"
"17.11.2004";"175,791"
"16.11.2004";"175,89"
"15.11.2004";"175,812"
"12.11.2004";"175,696"
"11.11.2004";"175,353"
"10.11.2004";"174,992"
"09.11.2004";"174,91"
"08.11.2004";"174,681"
"05.11.2004";"174,727"
"04.11.2004";"175"
"03.11.2004";"174,576"
"02.11.2004";"174,498"
"01.11.2004";"174,776"
